"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","t1.1H","t1.2H","t2.1H","t2.2H","t3.1H","t3.2H","t4.1H","t4.2H","t5.1H","t5.2H","t6.1H","t6.2H","t7.1H","t7.2H","t8.1H","t8.2H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","t1.1T","t1.2T","t2.1T","t2.2T","t3.1T","t3.2T","t4.1T","t4.2T","t5.1T","t5.2T","t6.1T","t6.2T","t7.1T","t7.2T","t8.1T","t8.2T","Av_expr.tot","Amplitude.tot","CV.tot"
"Q6ZQ06","Cep162","Centrosomal protein of 162 kDa",0.0818099395609817,6,18,24,9482.12522935049,8551.56881981479,8660.65465548112,6423.75844588028,7815.68213805674,6874.13431833391,6145.91685425961,6233.24963700628,6290.56485333876,7959.01645199632,5781.45385116205,5538.64668227808,3409.45677147857,5510.1623838563,5230.82208017255,5905.65023693065,6613.30396308728,0.918250316599242,0.233428719828256,"Cep162","Centrosomal protein of 162 kDa",0.0120320043860253,6,18,24,14612.846571382,11375.7403439735,12243.9791367173,10029.2301733415,10108.8129491443,11299.8128413415,7501.33368378491,9177.34353561121,10871.7765073987,12141.8298816203,8779.90417739168,8704.27134740231,6523.37856628172,8632.93795621908,6456.94726664729,9173.29989782551,9852.09030225518,0.827834404123133,0.222665439997867
"Q6ZQ08","Cnot1","CCR4-NOT transcription complex subunit 1",0.80046813160152,24,6,24,126631.769434658,124259.56670927,135000.457448987,122132.669484287,130560.317676216,119182.216012417,138481.364532027,135509.76109769,99375.2145921182,108958.274706958,109770.012104686,100666.740271368,106757.098921668,116105.976536353,106812.001322385,123990.916300314,119012.147321963,0.328589566862576,0.105762409426365,"Cnot1","CCR4-NOT transcription complex subunit 1",0.00803665773787854,6,18,24,1132482.74578192,1000133.74750102,1020770.24559816,1005914.56321153,937386.560483672,1055332.22314454,974316.22583275,937058.784949373,1069511.55019318,1137535.93821427,1091374.15327312,1084178.05676784,910184.744402296,949504.832151743,829989.792664013,1009267.3147979,1009058.84243546,0.304785144945527,0.0837389550478542
"Q6ZQ38","Cand1","Cullin-associated NEDD8-dissociated protein 1",0.00371760993940364,6,18,24,61768.8919478818,55637.6053193396,42774.3716155853,48685.543466209,42432.8259267823,48438.194988908,36901.5093992788,38516.0979530196,61628.8409693794,48078.5340816934,31154.9466389357,50642.9930083983,39326.1247521581,46799.8457915306,36907.7899703723,45096.3223284699,45924.4023848714,0.666616084677263,0.189471538992082,"Cand1","Cullin-associated NEDD8-dissociated protein 1",0.0132352048246278,6,18,24,1682173.70178325,1594163.72568069,1556832.54413373,1612922.46928284,1481838.8887407,1546181.90331464,1516409.16383274,1450173.60525503,2204139.18768797,1672279.59307716,1667823.98385695,1620330.36458003,1655926.55421643,1664723.8904733,1624647.63698024,1508673.91785622,1628702.57067199,0.46292404519375,0.104367476117625
"Q6ZQ58","Larp1","La-related protein 1",0.000459069934099888,12,12,24,118957.122853543,102536.122932869,112862.080346334,127175.024716625,92968.8758813402,95285.7171356749,91928.0478691773,80506.5255403721,109565.446745409,98068.1058717586,97391.4273019183,105735.302592153,102942.556449314,98141.6188426277,83679.8422765419,86770.3843607803,100282.137607277,0.465372002330216,0.125441414709473,"Larp1","La-related protein 1",0.000453314971589486,6,18,24,1117385.47861812,883922.6771285,879046.25941371,949423.764684738,774441.35343851,936443.848578423,845142.587813868,641887.241741249,971414.179450727,971746.863813816,839459.75657304,832421.558590991,756805.374866111,760391.711296929,698268.159181269,766167.598128001,851523.025832375,0.558409135691974,0.141120424877963
"Q6ZQ88","Kdm1a","Lysine-specific histone demethylase 1A",0.0514913495739208,6,12,24,69597.9229415209,65506.2289563559,47794.7237986757,59596.3872252586,43237.5469811287,48917.5369101207,48714.6166532273,46271.9347681456,70206.5919070639,50043.3496310857,49872.9099513545,69124.912720934,63727.25867693,48570.1200140408,54977.3800714681,53805.2944557315,55622.7947289401,0.484855984985296,0.16619903042208,"Kdm1a","Lysine-specific histone demethylase 1A",0.801846290999874,18,12,24,1259674.50327001,1133665.10592124,1303857.55860317,1189622.51037986,1091143.57491749,1401221.01483704,1116326.87577629,1212232.16280304,1408589.21365874,1472015.80201153,1603077.7117772,1488356.92756724,1564196.93926211,1524214.12883774,1492942.18847097,1689605.65014657,1371921.36676502,0.436221848953524,0.137251174571514
"Q6ZQF0","Topbp1","DNA topoisomerase 2-binding protein 1",0.560324643699973,6,18,24,1393.35910127239,1350.5561276122,2071.45813757869,1252.78981090195,1508.22160006653,984.849524556632,710.063205037769,790.824033438141,928.750298750934,1285.15517564418,507.173107556617,659.67796370045,703.075015193498,1179.22766543171,613.9197413651,1067.39850375463,1062.90618824134,1.47170563811497,0.38650229143567,"Topbp1","DNA topoisomerase 2-binding protein 1",0.0176887737171982,6,18,24,11010.6183134242,10322.6050909644,9590.79206075129,10353.3695724136,8605.10304612596,8928.90109312317,8767.15263254835,6960.72303892494,8237.77670058998,9080.01918873446,6972.13697674899,7899.43799771887,7624.63441244937,6209.27456386285,5183.99154011178,6532.96875737104,8267.46906161645,0.70476547657902,0.197519216739723
"Q6ZQF7","Jade2","Protein Jade-2",0.901630160090503,6,6,24,4028.02356031683,3179.52865834989,2549.98521781539,2036.33217455336,2638.66736945005,2830.24068444014,4170.15914195946,1508.72243990714,3523.88939323896,2927.71975505311,3015.03778965283,3357.59350505533,3694.92350973552,4110.29516657401,3173.26320980239,2837.63573241023,3098.87608176966,0.858839344273638,0.23560919266129,"Jade2","Protein Jade-2",0.548151533730356,6,6,24,28953.7444062309,23817.109828997,17765.1213237406,21196.179923705,22286.432610632,18961.2583236067,22849.8239827953,18172.0200502811,24481.6269906291,27680.4013464587,22085.1042534059,26663.0183627482,24937.1612659238,29958.5529682207,31207.0490342928,25314.293196821,24145.5561167805,0.556704001578593,0.168797124216296
"Q6ZQH8","Nup188","Nucleoporin NUP188 homolog",0.340232678714772,6,18,24,30436.5205209987,28076.9728240557,35915.0013118113,28241.709917425,23264.5072940762,22726.5250611973,28268.1313803679,26744.8266094823,36049.2693199834,20050.7091588161,26530.430316901,26050.5083660889,27240.9661998126,27761.4224005934,16746.6575966659,22557.8801137256,26666.3773995001,0.723855791663677,0.189467447607643,"Nup188","Nucleoporin NUP188 homolog",0.700821635491479,6,18,24,380630.746432265,325420.451660525,315635.430734439,337726.466379335,285870.490572916,324350.798853981,324463.792198962,278961.790868978,394728.462611519,318564.53538817,388820.034246447,394221.218411236,435151.882406112,360535.534369173,423438.233964184,373411.956726486,353870.739114046,0.441376113572354,0.132259949200059
"Q6ZQK0","Ncapd3","Condensin-2 complex subunit D3",0.688143914051891,6,12,24,5129.15262249647,6333.29558295163,3236.92848203216,4584.78293057063,3744.07817317687,3122.49379859429,2371.14569361219,3837.49165456334,2275.57968493263,3129.72472074319,2419.16360188706,3773.0828502063,2295.96196159963,2443.55915800579,2658.97433316606,3334.62115672181,3418.12727532875,1.18711667857035,0.334338298689496,"Ncapd3","Condensin-2 complex subunit D3",0.0306703093495305,6,18,24,81296.0886168597,87190.8642840629,74587.7122396535,81103.6864257931,75111.7410614457,73627.7216239965,44168.5570690215,50483.4666513804,60479.6001703493,68336.1371008377,41463.4274198802,52974.1824805626,44202.959097082,60510.9224272876,41490.8097478955,36686.4855823172,60857.1476249016,0.829884092054953,0.274734756851385
"Q6ZWN5","Rps9","40S ribosomal protein S9",7.38174692776199e-05,6,18,24,112018.676350206,94800.4160586664,70094.6265883944,78126.0573218228,77388.1218595399,66570.5947236021,68666.4469593806,40288.5943223935,84432.617844851,82129.4771988645,66569.4663822752,91319.9139426635,53439.1116056869,58513.131575986,49424.9761819635,39901.2463068511,70855.2172014467,1.01781397181127,0.28092343030511,"Rps9","40S ribosomal protein S9",0.00579167592228507,6,18,24,4093834.81840364,3423292.92756311,3970792.55595812,3502226.92153688,3443082.06065563,3866621.388245,3573986.66531262,3147788.02585786,4263107.70771665,4137091.23873884,3462898.06562841,4039923.17146974,3166564.06478753,3894471.00130636,3014498.19994651,3207744.63473125,3637995.21549113,0.343213620087616,0.110218208099272
"Q6ZWQ0","Syne2","Nesprin-2",0.103202756653666,24,6,24,61635.6628388016,91161.156546562,76944.0603330046,66977.2273972488,74706.7689731069,71115.816139413,81947.9639258152,66649.7514072134,53606.2282607665,65572.9754589266,68604.8546692963,67869.936371246,82816.987779689,82818.3452390413,84144.8199255949,78163.6595490785,73421.0134259253,0.511501088495391,0.134159807147718,"Syne2","Nesprin-2",0.0207043604699368,24,12,24,476791.237003085,456328.314722912,433405.165073854,413920.987632459,447727.667204179,461082.204117426,540538.912534779,531152.509866845,463919.701827069,447127.693670552,477023.870999315,468713.193477372,660035.532128866,565557.435517116,676170.981289418,645717.582728701,510325.811862122,0.51388737853576,0.16567671093036
"Q6ZWV3","Rpl10;Rpl10l","60S ribosomal protein L10;60S ribosomal protein L10-like",0.0508332689058421,6,18,24,461712.256627015,480517.145362473,320981.425343796,401107.935770164,410915.641336493,386767.40344731,361055.877805859,381790.273428849,391314.626755573,435702.658958124,353266.080894286,449058.987594121,324314.430791309,334015.109157033,286935.781168324,361178.675333413,383789.644360884,0.504394443775354,0.142378552721449,"Rpl10;Rpl10l","60S ribosomal protein L10;60S ribosomal protein L10-like",0.000281675897852897,6,18,24,11097527.9528457,11094412.149994,10736269.6330957,10208075.5625179,10360047.186505,10450529.5550274,9869196.33682788,8992743.51495052,10702125.9640715,12129653.309381,10357496.3549137,10701339.9399492,9267150.13854142,10718233.5845985,8808502.19689338,9587346.47493628,10317540.6159406,0.321893679522468,0.0831110325808098
"Q6ZWX6","Eif2s1","Eukaryotic translation initiation factor 2 subunit 1",0.313110600467639,6,12,24,118238.425203719,138590.177914156,105324.206564671,107094.792558645,106792.409454006,76232.0847585383,113034.67041685,106002.982705312,98327.9650279307,86430.0401759453,86366.0142859313,113225.499537987,88883.5322994212,94188.2260967572,82970.2345518356,84697.3125998321,100399.910884471,0.621097096663486,0.161511062247275,"Eif2s1","Eukaryotic translation initiation factor 2 subunit 1",0.0281144502370696,6,6,24,2904297.31733821,2890999.35216939,2653175.57974444,2470718.6554645,2579142.41601724,2760818.78273211,2521496.63695134,2490127.25517602,3097326.9604943,2819385.69857432,2763918.16452303,2678250.12399506,2873679.74004166,2768909.72330716,2772317.96456725,2884299.22542677,2745553.97478268,0.228226547642138,0.0627189070906876
"Q6ZWY3","Rps27;Rps27l","40S ribosomal protein S27;40S ribosomal protein S27-like",0.0770804332388426,6,18,24,179762.708955535,177918.715102904,148699.853210973,169308.756741297,148768.572392137,136067.48242803,159600.705001108,57042.8996399903,101040.235490782,164434.330490496,101334.754329016,164147.006895177,120955.867602849,135790.27206998,90617.7000633223,122488.019603719,136123.617501082,0.901532089496292,0.257225923822904,"Rps27;Rps27l","40S ribosomal protein S27;40S ribosomal protein S27-like",0.132261255016482,12,12,24,2432199.12892689,2349494.66334576,2536130.13252261,2382805.47312619,2207711.0579977,2439248.15030188,2192294.63504639,2113942.24562401,2160937.68198679,2823583.28270689,2127466.20955472,2728699.4199122,2092463.33754303,2456837.93394385,1848720.47698392,2281108.55246548,2323352.64887427,0.419593128144072,0.10697857730399
"Q70FJ1","Akap9","A-kinase anchor protein 9",0.718028074820449,6,12,24,8268.49656623177,9646.82948294425,6372.73046320736,8534.5313480329,7745.35009425139,5814.21520095393,7445.95721581403,8769.17541673118,7352.86128533677,8792.00088312207,9030.27595901572,7752.49232061556,8421.65056443572,8561.67424642007,7670.36649264044,8971.9788012333,8071.91164631165,0.474808750383384,0.124264385288927,"Akap9","A-kinase anchor protein 9",0.548151533730356,6,6,24,100393.792287432,87248.2477167466,77092.1024866223,81642.4243389581,87842.8315823799,92144.2469478034,77793.9821789933,78093.7714885015,97484.8430134213,100709.461223854,97300.5006102177,89637.0402895648,99394.6750347906,90283.3167433192,94166.6966759378,94140.7199551347,90335.5407858548,0.261440386937162,0.0902606131898483
"Q76KJ5","Cd3eap","DNA-directed RNA polymerase I subunit RPA34",0.00803665773787854,6,18,24,5296.10920157937,5707.71665785709,4106.69185693997,4793.62793296955,4270.98315180054,2926.54377011107,4219.18909337637,2417.82210239216,2170.08580455277,4760.22309210884,4567.44936071635,4746.39854740083,3632.63787444904,3835.68966372968,2010.26446191085,3567.05280897952,3939.28033630463,0.938611086362734,0.278619523705522,"Cd3eap","DNA-directed RNA polymerase I subunit RPA34",0.00337964539945785,6,18,24,110617.69775405,107454.402771148,101176.812548928,83429.935812979,85574.2854677826,94523.1505145896,89618.4136095381,74629.3969534075,88029.4617486867,95743.5924998346,91855.1711612207,81463.031901215,79604.7506730054,69911.0269707399,68169.9990077083,66760.0590890549,86785.074280243,0.505359234047224,0.153166151954832
"Q76MZ3","Ppp2r1a;Ppp2r1b","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform",0.0973212938190173,6,12,24,1833.27287944653,1836.38041125755,1475.76770467004,1378.41437629844,1432.84654159652,947.063938859357,1780.2601141378,65.4068120168011,1053.07348960724,1560.49356090765,1401.94501638747,1369.83859186293,1070.80024306435,888.040765963452,1776.81764830044,922.159712641684,1299.53636293864,1.36277340884563,0.357780857568624,"Ppp2r1a;Ppp2r1b","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform",0.0583927762914104,12,6,24,11253.7922516294,14589.0798958005,13379.2876218356,11855.0361245464,10414.8518962225,11784.7473636232,11927.6556556726,11082.9142415549,10108.9459059721,15069.6536557082,14140.0516754608,13157.4078013368,9208.16215131158,10581.5481558982,12379.054269784,12202.8154616084,12070.9377579978,0.485587087093791,0.137659811551054
"Q78PY7","Snd1","Staphylococcal nuclease domain-containing protein 1",0.494883896312395,12,12,24,302700.793783345,399850.854770307,449833.567631603,389107.847638138,354291.862197191,372107.682950338,348490.832781767,274057.727982153,190559.979649825,237273.763667349,269884.973042431,274824.93103178,235011.664898024,202682.835353455,249665.77048327,236236.819329211,299161.369199387,0.866668008224604,0.257875991971312,"Snd1","Staphylococcal nuclease domain-containing protein 1",0.546765117594782,12,18,24,4282153.54780589,5096634.29154762,5949664.72817075,5765716.89108324,5258743.21506967,5559206.72000802,5248269.78387779,5049437.382011,3643756.34849203,4141132.17020492,3910373.3298383,4393433.70157459,3615181.8615629,3958309.9513982,3695547.86669704,3854594.17755675,4588884.74793117,0.508725538958091,0.177045956504925
"Q78WZ7","Twistnb","DNA-directed RNA polymerase I subunit RPA43",0.000256068998048088,6,18,24,21419.7447365685,26681.6377171817,22699.3776239497,22667.5284580477,16686.0747716938,17394.7448493119,16578.0967709659,15491.9444335787,22405.5322956093,22540.9248532654,21873.7662733236,21534.0115595844,17753.0422817423,18784.9266937028,18326.8353803701,16105.6877273764,19933.992276642,0.561337294020863,0.160420810005625,"Twistnb","DNA-directed RNA polymerase I subunit RPA43",0.00130198144442061,6,18,24,86446.5310044741,99858.2294076325,82736.3196501238,72535.3438564416,78224.3617555405,68162.8558978853,80608.2267254232,76108.5436984852,85956.7867963511,87822.2309384562,79726.349425823,88584.8454291483,76613.5130358322,69348.6349009147,58288.5937093564,65625.7188413595,78540.442817078,0.529276818506008,0.131382835549147
"Q791N7","Znrd1","DNA-directed RNA polymerase I subunit RPA12",0.264522510032964,6,18,24,20167.01013647,21600.0528113237,16933.6577243439,14461.3022009952,9371.00189293787,11833.0744589586,9468.87825701522,7678.82054737871,7573.48650275203,15198.2211827901,14722.3249041124,8466.39306191059,13261.0589873512,16277.6590590371,14067.3133903468,10581.7541903391,13228.8755817539,1.06029920849191,0.322493592702634,"Znrd1","DNA-directed RNA polymerase I subunit RPA12",0.00337964539945785,6,18,24,146269.65047197,148363.262005542,147857.258149729,115278.518475323,104828.065188288,102016.901561216,95075.9200799441,99591.5367919315,105752.226395371,148925.092393487,118355.926658236,116202.922064795,127502.295126637,106712.175980096,105940.483358399,106205.308153477,118429.846428403,0.454692579088141,0.162014712888716
"Q7JJ13","Brd2","Bromodomain-containing protein 2",0.676678016636985,12,6,24,16015.505938469,14030.7468353653,17244.3324222502,13526.3565507209,17043.5884898849,14921.9624932823,12445.394520825,8162.72887128539,12941.1353456163,16332.028662719,14484.5458986192,16920.9099352012,10613.9740285123,9779.77649955879,20228.6958143625,14166.8564769441,14303.658673976,0.843558086647429,0.21613901591241,"Brd2","Bromodomain-containing protein 2",0.858038494704348,24,18,24,50024.2249434697,44388.6834672508,52091.4680720272,37098.9422866065,43975.9884141682,38283.8204113365,38677.6629438817,41419.0953919489,36193.3130269854,39659.3374194947,38562.0479948531,41938.0126348097,45234.3154071873,36396.9297091696,55509.9211611772,46833.4357904941,42892.9499421788,0.450344594163639,0.136080390714741
"Q7TMB8","Cyfip1;Cyfip2","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2",0.00337964539945785,6,18,24,192506.538252351,198185.128289892,181906.953481803,166087.817605462,143915.030992735,158940.217642733,136355.53036945,127473.235734482,153468.725096816,153504.010307842,132489.510744748,149828.754833206,121142.833590381,128532.568023501,129683.486496443,126085.518509572,150006.616248214,0.513592644287305,0.161699238765987,"Cyfip1;Cyfip2","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2",0.127619855307237,6,18,24,902251.281587248,859349.410659574,962633.727112713,894488.936146746,868528.697929405,981023.90119764,876185.142460327,784573.136125211,912422.581862278,942566.195927631,837179.931468372,887653.723589986,748815.469563434,865766.67787187,749997.855417257,814823.931985717,868016.287556588,0.267516214802672,0.079002373928345
"Q7TME2","Spag5","Sperm-associated antigen 5",0.0255585911246088,6,18,24,36078.3082772564,45220.1351315687,29057.5176964861,26461.4837341855,25126.8205666685,20838.0817406189,15530.2993320563,15571.5852274889,16207.5077518769,18166.9244375764,14547.3195560694,19774.7403349157,12276.0514801062,13904.1123648869,8583.88471488525,13083.8878194136,20651.7912603787,1.77399867908657,0.467907426404658,"Spag5","Sperm-associated antigen 5",0.0363286310876085,6,18,24,63746.0388189676,74774.2614443595,50787.1374577403,51973.0776318786,48453.46500572,38961.7874467456,30795.5382668588,31673.5057416981,28000.4385841249,32851.2915881785,28272.8748691546,32844.7517959681,22570.7434517296,24397.3855970534,15208.9338555233,20379.9428712323,37230.6984016833,1.59989820621101,0.442289607939381
"Q7TMK9","Syncrip","Heterogeneous nuclear ribonucleoprotein Q",0.341575200510152,12,12,24,221696.599051392,264705.352354421,122503.058319824,221731.374174851,191458.772174484,142192.927132415,147683.440210773,166578.856564242,165123.985378883,171529.572877049,249904.783657253,197447.83978546,236511.210656839,212143.114320139,166424.203170578,160089.24676172,189857.771036895,0.7489938034033,0.217095514750648,"Syncrip","Heterogeneous nuclear ribonucleoprotein Q",0.139611468079009,6,18,24,5684767.64612924,5006186.72396934,4468866.98631692,5129582.48586923,4900437.65352241,4870199.02068606,4362859.04629501,4882619.78406683,5881349.79075977,5871078.66797776,5594811.40836707,4947470.75179393,5235649.67266193,5150310.92761283,5169682.12775378,5204000.59574798,5147492.08059563,0.29499622742286,0.0855213622592117
"Q7TMY8","Huwe1","E3 ubiquitin-protein ligase HUWE1",0.264522510032964,6,18,24,58434.6906276196,49026.6690084267,52846.6591463994,41794.8632620584,43506.3756842884,42352.3749916477,42761.2356894049,31280.5417743828,53491.5114379959,41902.050222408,41416.1759759086,46685.6519780365,44517.3215705183,48311.0834492708,48521.542055339,36530.8534656265,45211.2250212082,0.600606350314529,0.147052464876434,"Huwe1","E3 ubiquitin-protein ligase HUWE1",0.139611468079009,6,18,24,499584.373282273,433478.983672875,443734.419571398,430759.713718321,408889.655221883,396395.638822976,411332.197964916,380978.480336378,432004.549075181,400822.632123634,408673.839334626,457942.288053556,449577.006466948,420434.798111551,422620.686079958,397168.550252339,424649.863255551,0.279302793215593,0.0682775786169447
"Q7TNC4","Luc7l2","Putative RNA-binding protein Luc7-like 2",0.873596398495538,18,6,24,71651.2647614499,66536.9194370436,58847.3220695757,58345.8390422894,56265.6350442781,70052.9711470344,56325.3344164423,51633.7512181503,49588.3414925071,56332.5485165409,61521.9887652693,68104.6240388995,63818.2327922171,69711.5917394568,66647.804773821,64585.3945540432,61873.0977380637,0.356583459944821,0.109528145634837,"Luc7l2","Putative RNA-binding protein Luc7-like 2",0.688143914051891,12,12,24,685444.493377869,688181.817714017,790163.234576548,729090.699334089,676761.041106711,814850.836961735,782848.665682174,697854.90016255,784025.130297704,822794.830490301,835803.095914965,810023.24411035,791047.311921128,762687.031240877,769476.395358424,768903.085717805,763122.238372953,0.208409671230845,0.0682217701158642
"Q7TND5","Rpf1","Ribosome production factor 1",0.412886348431135,12,12,24,5028.30636667458,4588.68443783556,4709.803264414,4650.07034411126,4943.86539419946,4479.0966408407,4191.4386386404,3697.2333563792,2525.7390437116,2890.68897864442,3699.27065585985,3939.4381191586,2858.81248614379,3421.53680796166,3521.46703157205,2291.58944776162,3839.8150633693,0.712721022692065,0.227546893747064,"Rpf1","Ribosome production factor 1",0.421140086485005,12,12,24,16949.4543187751,19438.7207456206,15268.340720182,18992.7530669997,16493.2695146039,17178.2300994094,16324.7338748115,13194.3980301714,12398.9506873182,14138.2672176088,15112.6629195299,13547.6292257748,9055.63324794716,14855.6323716122,10164.5667033705,10035.2120409205,14571.778424041,0.712547720362197,0.210842000190464
"Q7TNV0","Dek","Protein DEK",0.723757775893356,6,6,24,11831.5068358144,13329.7623205015,6912.07180111115,14649.9725519996,14942.6325590542,12129.8417802536,13713.4534166074,14029.4498545004,28571.4319838233,14635.4782042199,18291.8633345752,9231.52094516322,9094.57540521033,18003.6143412622,14729.8384726019,9447.61228855164,13971.5391309531,1.55024868625441,0.358112120928643,"Dek","Protein DEK",0.0562657061780439,24,6,24,114360.774615972,105807.752553503,108902.675967632,117661.182165483,123483.617294198,116321.922411919,129981.636685252,141189.552467472,129233.112322318,140003.3797739,136080.924843716,116465.527638532,146784.007973886,172185.769054787,143857.691300365,161146.529624168,131466.628543319,0.504903923046997,0.142870331349797
"Q7TPD0","Ints3","Integrator complex subunit 3",0.742325844468593,12,12,24,9705.89186587972,13485.6595075612,11885.3825522109,12460.6492710377,12287.8455534439,11549.682566229,6286.03798445108,8989.45461261464,11847.8539723279,7471.37521659204,12768.7325949808,11047.5142647331,10674.9506837227,10350.955945475,14839.7551148634,12150.6703224024,11112.6507517828,0.769727882345264,0.196724351455653,"Ints3","Integrator complex subunit 3",0.766531398458345,24,12,24,102728.147801778,134438.989631977,92870.8553218261,98730.8864567584,87747.5546267512,114729.494044779,93151.1211623272,110215.89020226,110597.525087506,106112.085071425,137334.305537471,123022.779065653,144980.560674077,117194.560507107,161736.994517106,129101.368040296,116543.319859319,0.634866416879738,0.177738389964359
"Q7TPD1","Fbxo11","F-box only protein 11",0.0468103177944734,18,12,24,7794.74326665963,6138.92164334113,5626.48229208256,7279.68671152596,8112.5896264386,9142.10542445575,9965.1509632351,8041.91016688752,6557.71929697263,5761.82237873594,9594.8584296586,8221.77902764935,9028.90823806067,7843.49728089431,7569.62637739344,7066.96552811032,7734.17291575634,0.56097383888504,0.168679257772744,"Fbxo11","F-box only protein 11",0.792614836000503,18,18,24,48972.5105466427,29479.273549926,43120.0129394098,35217.8428463944,41415.3977181871,47893.2298712961,41593.2028721729,42666.6503283718,39167.5565051607,45026.9276561269,47469.2495406256,36277.9452181339,44230.6549338582,42876.4733968057,38320.0675619982,39895.196756658,41476.3870151105,0.469983969182634,0.122541237395723
"Q7TPH6","Mycbp2","E3 ubiquitin-protein ligase MYCBP2",8.28297643976116e-06,6,18,24,47987.8028842397,47260.7298013363,39284.8784398706,40633.709333023,38038.7391848641,38253.8928899214,28672.1929343037,26037.0100035151,47455.8728574808,52496.4305300915,44018.9810593182,48668.0005665587,37595.9803366084,44269.5590521048,35685.2950583209,29309.2773022515,40354.272014613,0.655678301345517,0.192541290796194,"Mycbp2","E3 ubiquitin-protein ligase MYCBP2",0.000778747385546643,6,18,24,205769.613715255,181577.765818188,155106.2925078,182341.955146818,167235.371663456,181447.051289743,128455.610557776,115799.424812492,264290.357321561,263966.088201711,228669.596681082,208458.573316781,179768.669665835,190791.414173241,167833.33452437,140590.257240748,185131.336039804,0.802084269932256,0.229022663959541
"Q7TPM1","Prrc2b","Protein PRRC2B",0.242478967530217,6,18,24,9413.77387818232,13856.6063604583,7567.63314746249,9781.15668211985,9184.86061951193,7350.71755740508,7199.99858897261,8666.63789457179,7939.08808426495,11378.1221277085,9332.0650727876,10804.7614242108,8882.62971455949,9856.37949548267,9528.26026972825,9148.40748637495,9368.1936502376,0.710554032080332,0.177663609872398,"Prrc2b","Protein PRRC2B",0.000114267043916578,12,12,24,50276.9008400012,50279.3858304863,51114.5407932262,50881.591630969,49501.2413561364,47088.5306502298,38363.6348159614,39049.148266805,45211.0708567061,53318.3889435226,52470.0273609526,53634.4631165213,47287.3415748351,49539.1192579907,45443.8760720172,48533.5577406813,48249.5511941901,0.316496794739071,0.0928321149312217
"Q7TPM9","Mtmr10","Myotubularin-related protein 10",0.801846290999874,12,12,24,5066.17973830547,8247.07176083452,4421.51726943371,5344.97500325615,7065.62376052186,5015.8693084562,5131.96750363785,3683.29621744491,5070.96025786664,5209.48130365131,6252.82695165162,6121.11169429433,4562.66821849903,5826.22137826044,5615.83285095638,5446.47945997404,5505.13016731528,0.829004111562226,0.194881583696896,"Mtmr10","Myotubularin-related protein 10",0.00143217958886267,6,18,24,86970.1471749804,101446.058842642,82258.1070179619,86833.9412299864,80070.4653381393,92264.6258048921,84433.4340264495,72691.22963252,98611.28552789,105033.428483777,85219.2346759186,97109.5558948791,82644.4205729933,96006.6685123402,77403.9045262794,81925.6863855951,88182.6371029528,0.366763797429846,0.104723157517824
"Q7TPR4","Actn4;Actn1","Alpha-actinin-4;Alpha-actinin-1",0.876279025921901,12,6,24,190090.149911464,191104.742428244,200512.091392575,186496.999322452,173571.379266601,150882.190703503,181592.255951105,221212.558837817,145214.191657073,113906.460195052,162787.026289875,166132.989242904,175031.470770526,156343.467172085,180607.66517428,158091.605949573,172098.577766571,0.623515313347399,0.145544237857218,"Actn4;Actn1","Alpha-actinin-4;Alpha-actinin-1",0.00212227394764467,24,6,24,7180918.7757039,7066664.91900985,8721029.94363578,6918948.81360323,8520699.28038337,7566701.30279356,11140768.7388395,9589641.50931027,5147738.86981281,5169130.44768809,7142438.48539366,5799540.93268696,7305328.78301099,6464553.18814457,8888317.20868248,8277902.5026818,7556270.2313363,0.793120108935919,0.211644407011867
"Q7TPV4","Mybbp1a","Myb-binding protein 1A",0.0468103177944734,6,12,24,299966.179479641,319926.457883935,224415.302026104,266873.37088524,269977.519911074,219559.415426157,233415.047976261,242019.548855158,275640.690547618,232697.862305004,241819.251242862,225355.287733376,224896.521360168,221381.798585398,237009.020388293,197811.068231768,245797.771427379,0.49681243626835,0.13153866544043,"Mybbp1a","Myb-binding protein 1A",0.000453314971589486,6,18,24,3650834.92069856,3386203.54941168,3057648.42776727,3363315.48017382,3031724.61521298,3353067.87944406,3227731.67298036,3167598.59189221,3718614.2049639,3884214.72386215,3568081.41582874,3251068.70180477,3102125.70268427,3264984.92715229,2737877.2385063,2966138.39332731,3295701.90285692,0.347828025454042,0.0909985488583579
