"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q8CE72","","Uncharacterized protein C5orf42 homolog","H",1106.91091418009,756.565731838884,1526.20517586859,1136.87896654727,739.747213622315,610.145252939605,1013.14048086488,287.186512858251,1028.34771371467,796.941835548191,1056.68990041145,475.198212861767,646.985218933763,451.737991548621,541.253748325072,1081.97692799062
"Q8CE72","","Uncharacterized protein C5orf42 homolog","L",3092.28235768509,2641.0752533993,1770.09110268656,1958.90260971047,1346.39486163092,2328.41132395178,2690.30081137601,1790.01734403408,2283.76634166152,2109.29798880718,1039.76003522034,1500.65392322872,2152.83589844833,2275.83489261634,1437.18530780805,2338.00239022721
"Q8CE90","Map2k7","Dual specificity mitogen-activated protein kinase kinase 7","H",24214.9788451605,25277.0151183127,23730.8930885366,19524.0188870556,21765.3811311727,19904.8112124676,19692.369776447,18697.3958875624,20358.1427134237,22287.1184082171,17764.5646119936,20418.3588554972,14513.2075117882,17279.7064782858,14612.4595995813,16083.7705045454
"Q8CE90","Map2k7","Dual specificity mitogen-activated protein kinase kinase 7","L",33982.835132673,32085.2995775821,31654.7330151371,32688.632730133,29133.5857715742,32166.9025426617,33565.1083144089,24716.1583864241,29317.7649175127,33520.8621155457,24421.0452033704,27964.4359276366,18604.8610662469,27515.8534448325,22022.9589480861,26668.5990564581
"Q8CE96","Trmt6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6","L",97309.6896816076,95707.6050088963,79289.4656333525,79749.0893462799,84028.3313115644,68990.9621189411,74474.8784627705,83261.2825015457,74483.9646050592,82663.8229809191,88439.2379683065,89147.103194856,98954.094157519,69365.4455334367,97792.3324152678,84059.8883553805
"Q8CE96","Trmt6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6","H",29956.7164460772,25488.194995819,25086.9189663213,25282.9478485551,22062.9189963876,21309.482001121,22171.7422435295,17186.5738267249,21157.0153301706,22854.6462623907,22130.8529340628,25019.2297781673,20202.3621674212,17143.5976638325,19058.4365176244,21102.5170139765
"Q8CEF1","Fem1c","Protein fem-1 homolog C","L",52984.6228088188,46444.093898058,51156.9283937098,51765.7270481015,45274.5646903182,52119.0293336795,44532.6355686673,48122.9497202427,62577.1459785701,48270.033124863,47247.639507506,42608.9286635625,34304.0045269574,41538.4998719906,44893.385292104,39248.6882696212
"Q8CEF1","Fem1c","Protein fem-1 homolog C","H",57577.6095045289,39987.0756538867,44802.561698071,43892.9429460419,41368.0294018726,40123.7778033653,41116.7163646213,37545.2042745325,49551.0352086793,34908.7880976275,41321.2355745953,38931.7416050485,33352.8123383442,38016.8633885574,34704.4150773323,24499.6865527775
"Q8CES0","Naa30","N-alpha-acetyltransferase 30","L",13774.478031316,10108.8822096975,4968.90847805248,17772.3734599584,13013.6794498217,7513.64699661744,3680.60627679672,8399.2077286574,15283.1409414757,17556.3327029725,15400.4706277788,13634.5735618655,11437.2134146893,12259.3447965462,18087.8423141685,12736.7824804615
"Q8CES0","Naa30","N-alpha-acetyltransferase 30","H",3954.2937421715,5123.48918521666,3532.00655542822,5555.68802893235,5211.32527909304,3570.06907696422,3123.48167655941,5573.22655747543,3853.22097658592,6067.01422700304,4734.37022257252,5866.48266515211,4804.17504253453,3827.95295217128,5451.36125138895,4138.38819689464
"Q8CFE2","","UPF0609 protein C4orf27 homolog","H",15209.8564058475,17483.7036806645,13979.1036134857,12509.2178762467,12471.5553733708,11425.1238877137,11843.2220972046,9447.38917759834,7443.32902361931,9734.93343409046,8896.54904632639,10254.2912188497,7600.92005673785,7634.60606881759,7294.6330898273,7844.08479554703
"Q8CFE2","","UPF0609 protein C4orf27 homolog","L",9653.22771006162,11664.6476842478,11880.9802791636,10928.8701836753,7846.1203337113,11052.283816453,8010.54830611483,7911.95087137041,7415.45293931461,9958.47033999571,8165.33104863393,9494.7469168139,6521.77506568853,6121.84017175722,5612.10173557686,4697.92200328539
"Q8CFE3","Rcor1;Rcor3","REST corepressor 1;REST corepressor 3","L",352121.509911418,290505.010028216,337733.583639363,319470.274890563,335695.475459757,347940.875021932,341263.394841811,320718.002121513,377447.36291393,369181.237939382,443157.292581736,393589.298822728,432705.180480586,402878.270183406,415691.631708654,404705.982356865
"Q8CFE3","Rcor1;Rcor3","REST corepressor 1;REST corepressor 3","H",52752.5643690331,47925.5594366479,54901.8791853952,45350.1879046412,43580.4719783256,42048.0839917847,41519.6579450476,35966.9590415778,42791.2402076391,47222.6654628993,52583.9710603849,51658.5843919489,46695.573498777,45562.6405468897,51487.8796230124,52749.4991875933
"Q8CFE6","Slc38a2","Sodium-coupled neutral amino acid transporter 2","L",3594.49671167808,4194.18715880811,2748.77929070646,3283.2377121319,3449.51208446074,3272.38219495538,2998.0446434928,4867.50052234839,2119.72232138517,3041.82863628999,2912.69770568859,3293.78114829153,3328.19092508903,5032.20553647089,3747.24993251102,4608.56717174373
"Q8CFE6","Slc38a2","Sodium-coupled neutral amino acid transporter 2","H",7165.58588686595,7158.66615132044,10140.1076915879,5361.50700926,4095.39618763707,5346.99476187856,3534.92261150795,2696.54678089745,3515.3918508115,5876.11849423556,2556.11479789088,3049.16711403029,2524.13900519378,4059.2519732801,5581.96037376772,6310.40481403497
"Q8CFI7","Polr2b","DNA-directed RNA polymerase II subunit RPB2","H",54932.0760601348,41034.3509417085,43118.3778094208,51397.7264624791,37840.7108054429,40876.7308351692,42525.6430396016,34868.45909103,46997.3164520968,42415.5297860705,34502.3043666657,41287.8356220052,35760.1357799158,31964.2715609957,39209.0814318856,35268.5801072887
"Q8CFI7","Polr2b","DNA-directed RNA polymerase II subunit RPB2","L",328217.137534189,293848.617711812,335568.042637803,304415.221490887,286647.655154274,309688.403271296,332672.451374761,260322.587061512,261593.942029337,318254.246607195,319799.732098753,349750.209725997,304785.211628009,281408.078118274,284935.701642989,304358.423903543
"Q8CFQ3","Aqr","Intron-binding protein aquarius","L",7052.96302939198,6113.71273649745,6621.89911768204,4543.68641847066,4416.5101464093,5222.10169764907,4722.67940665761,4188.83425697039,7230.99409149913,6542.48523532918,7509.82188629048,5127.05698115156,5445.46619813737,4023.28104028143,6906.79877226978,3933.89356577488
"Q8CFQ3","Aqr","Intron-binding protein aquarius","H",1035.59020103495,1005.0393123205,725.092104651992,734.301270062545,646.856684575944,600.565102229632,970.444601851829,1248.3694445425,743.17226242062,556.928314521773,1118.98799985065,534.410762242177,455.176005119842,879.931546070762,428.977427688426,654.293563924667
"Q8CFW7","Cc2d2a","Coiled-coil and C2 domain-containing protein 2A","H",1802.68284851389,3094.39331506202,1285.33795056875,2561.80712244976,2587.51679213707,1071.62261737471,1366.49212311948,1263.66409700935,3241.50155037537,2924.80722207714,2485.83683502733,2234.85053910557,2723.66029328924,2469.34819653378,3050.7414480155,1940.4180176961
"Q8CFW7","Cc2d2a","Coiled-coil and C2 domain-containing protein 2A","L",9960.02443055087,11133.9338559597,6286.19435302131,11184.7893726614,10267.938072581,7757.58137507905,6453.6606863764,10262.8023061563,14253.0729935623,14399.354995097,12471.9843961254,13310.1940816495,15147.0811136266,14608.0576017435,11466.6251298662,10081.9225022481
"Q8CFX1","H6pd","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase","L",13484.2649173397,17521.2959101682,15172.7485054416,13064.9548012349,16148.4533869077,15737.0276714868,25292.7350900677,23589.9651598121,23870.8402215143,18695.3411346442,20455.6522845626,17671.5914099087,22631.174698575,21679.0299062883,28978.6655841145,27371.735300221
"Q8CFX1","H6pd","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase","H",2201.80991877784,3591.16357141581,3496.78837105017,1743.33272351337,2531.59336165932,3337.50381278321,2476.01254655389,1088.63535221123,2742.11548991313,3053.89484433327,2425.34585602988,1473.35641505754,3119.62676630137,1353.92452271946,3014.94290856336,3680.2091494779
"Q8CG14","C1sa","Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain","H",66474.1541417403,86456.3784587885,87110.9212667968,75807.280027746,72781.0578018731,80469.9221066305,89385.3346780562,94104.5575942248,71114.2745183087,91477.563842326,112594.065797127,120123.216476924,108119.572650183,101353.691348768,136500.33513578,102443.28131696
"Q8CG14","C1sa","Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain","L",61218.6075452804,61208.3314702698,52591.3147317356,65531.0971771493,58039.6955602388,78441.8727504006,102085.585393048,83383.0062149653,71839.9853673266,75022.168604268,109548.592294771,95838.1833146337,110968.785949103,104145.689071774,159842.999677697,137424.954068367
"Q8CG19","Ltbp1","Latent-transforming growth factor beta-binding protein 1","H",31781.2493166859,32721.1610830998,35180.5763882991,29209.0657715599,27759.4543292876,21536.5299010188,26096.1294208991,27579.0639256917,26962.7021223135,27234.5757630665,27584.4570924509,22631.4954676485,21508.3970383232,31306.9376234045,20352.8310314487,22999.5964507806
"Q8CG19","Ltbp1","Latent-transforming growth factor beta-binding protein 1","L",33495.8597684486,43328.9142913881,48359.4725410236,47595.738686249,47294.0219020146,53328.6696545635,46352.3436386406,46543.075471049,48321.3786422869,52904.3931847962,64176.5535825946,52814.4743321065,54805.0323150693,53137.7407971779,64404.0934982997,55223.0710059198
"Q8CG46","Smc5","Structural maintenance of chromosomes protein 5","H",53484.3720321139,52954.1835250581,45517.868178635,39818.7841783134,37054.4507869224,40046.0331248289,37444.4476683955,33131.4752756679,37973.6517941033,40180.4727841226,34037.5890783299,33670.2355333265,28606.6687458489,29481.6467853679,31519.5551575666,31085.6632540542
"Q8CG46","Smc5","Structural maintenance of chromosomes protein 5","L",68937.3799658876,73832.2443991482,69280.4576331119,75415.8357499938,62220.8950402418,72351.8729317137,61321.0384764215,59168.5848301755,59268.2858601722,66250.7634900474,59225.0435722057,56437.5981439179,48568.6149059647,52210.3860747028,53553.606610835,57349.7358312021
"Q8CG47","Smc4","Structural maintenance of chromosomes protein 4","L",1156808.29694401,1162973.33482693,1117358.40543693,1127712.38952337,1166972.23454582,1155806.31081895,978174.90789756,1141641.6401117,1155643.1791064,1183193.84533584,1024694.7378787,1104345.77486649,958925.970147625,1078904.29392961,788488.949240976,919228.854332527
"Q8CG47","Smc4","Structural maintenance of chromosomes protein 4","H",81432.6792678006,77674.8336467155,66421.4957369941,69148.7110559127,60188.5601303838,48658.6387709516,42538.4605142106,32608.74206473,36896.4328485742,43759.9758115825,39180.4636323396,47915.8124112054,25992.4173705848,28795.5628455658,42768.8680268149,29381.2768668455
"Q8CG48","Smc2","Structural maintenance of chromosomes protein 2","H",9225.1913797954,8461.12633824403,8990.19623787569,9392.42103811971,4203.9830998272,10015.6881026339,5926.65092939516,2186.95430095473,9952.69475387313,6099.46816587807,4141.92005248585,6389.83261888856,3866.72714472013,4000.26193552126,5743.90086533445,6155.46690802216
"Q8CG48","Smc2","Structural maintenance of chromosomes protein 2","L",60628.7690001177,75584.7056863077,103420.71401073,54109.1622494383,81791.3940924545,78576.46300034,80251.0796173863,66536.2632758913,72267.453202854,102018.748815584,63534.5502677631,50756.5258264739,79702.7060153649,65004.6146333111,53764.3642092997,63931.8447872734
"Q8CG73","Rpgrip1l","Protein fantom","H",44699.5426360741,45848.1464950429,44109.518141203,35664.3004096622,37624.4915516956,34934.9474842727,35654.9788831794,23495.8442215546,37157.0586925382,36578.293607064,32119.1880620114,35710.9901539422,29784.7508143148,32169.4376897295,25229.3988324794,27964.7895650591
"Q8CG73","Rpgrip1l","Protein fantom","L",65492.9200725934,58974.4685147007,52790.8005903912,64939.0271994182,63321.3528831372,66730.013112816,62661.2734428177,49527.5237219318,61450.7034641014,60422.5769670734,62973.3918147994,55803.0197072112,51763.6171083133,49512.088525015,57757.6660749466,51571.9195319598
"Q8CG79","Tp53bp2","Apoptosis-stimulating of p53 protein 2","H",9403.57720120478,6828.8496201156,5781.19074488612,7616.21110492637,7147.84291032248,6458.91085780656,8032.20112729895,5501.91184656493,6911.61085050626,7084.32038789337,7625.09714815355,7891.55008139668,6070.06785777028,6965.52379145253,7250.76727387891,5454.016604477
"Q8CG79","Tp53bp2","Apoptosis-stimulating of p53 protein 2","L",22247.0201884941,21000.56731612,19718.1708942711,18076.6837919423,20081.770685376,23655.7578818504,17630.7474284168,16382.2018082318,17553.6013752386,21486.0574188886,22389.8703603265,20738.2360194304,19981.3299734089,21390.0876083215,21787.2633811524,19032.7774642823
"Q8CGB6","Tns2","Tensin-2","H",58837.0783934884,62851.3661999592,58047.1020308916,62204.8015284763,50072.7499983923,46285.4197613057,45954.0063937535,50393.3820533597,56402.2616936675,61619.9400772992,53946.9108087113,59587.8635292821,55545.1078337464,47751.3371437687,45863.8786546036,55216.4660871843
"Q8CGB6","Tns2","Tensin-2","L",174671.205601879,177454.11937239,168726.799536779,137235.544279861,155612.303507414,163311.056908622,152955.902169106,150425.079033089,174479.831405793,188495.49353818,172643.822071985,158665.525449167,158032.401012602,155394.23952434,160463.87744504,150766.195703375
"Q8CGC4","Lsm14b","Protein LSM14 homolog B","L",45215.5393116961,39730.5639702142,35413.393742884,47018.1458889167,40572.043569356,48467.5373353233,39778.5969037431,38370.5725023292,47365.5087477644,50645.8278809709,46442.9953529173,38676.4921779932,36547.8145406928,44082.0631905105,37754.8540024792,41127.0240181219
"Q8CGC4","Lsm14b","Protein LSM14 homolog B","H",30237.6292942389,31787.4364414555,32002.5125858703,31146.4861135817,23112.0461543035,25639.0246313147,28038.2879279136,27459.3312321199,22581.7008581297,35132.6370606373,29369.7018656933,25975.2629620716,22852.6104947773,23955.0558288197,20915.1202032377,23791.4924883613
"Q8CGC6","Rbm28","RNA-binding protein 28","H",148181.359328167,129096.249296449,91690.417249012,107515.107136148,103251.762890249,106295.11598429,107359.042883389,73293.6941382702,128093.198094245,130919.189421867,124435.555382287,105525.608097565,135436.568776081,145660.978809089,144601.897557145,139307.157562073
"Q8CGC6","Rbm28","RNA-binding protein 28","L",1188061.11188019,1000965.4202961,822535.286539927,945896.376330267,872659.287155095,929770.345688571,934838.652920066,925062.211609882,1272717.55175782,1167783.94541712,1139194.17440265,999170.691589758,1000696.94243687,1099653.48572453,1120853.37949693,1001402.671449
"Q8CGC7","Eprs","Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase","L",4407993.66292721,4034838.99402351,3911573.11603682,3768397.51404486,3999965.8793356,3950276.01661234,3481179.00269321,3882165.87735447,5019234.68082506,4426098.14125851,4387669.0297967,4362368.19781609,4704377.85612634,4382051.6779202,4569760.56321946,4454562.99892729
"Q8CGC7","Eprs","Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase","H",202212.990375208,223541.905273981,153166.726470717,164278.356857933,156099.278616353,131726.938507841,133996.36839239,71975.4760974324,99698.9709586042,134154.711902962,148006.968643229,161291.855934191,148403.325409662,133760.101648082,131028.382161134,123216.504454521
"Q8CGF1","Arhgap29","Rho GTPase-activating protein 29","L",54040.1469530879,52017.6947488915,45986.1442516331,53170.4805526095,48758.7475005985,51242.9387626453,46035.8889014497,38921.7229965487,56925.2439786509,52891.598843509,56152.9388212345,66440.1850666437,50065.2154596084,59281.3583792476,53117.9736800372,56583.128896888
"Q8CGF1","Arhgap29","Rho GTPase-activating protein 29","H",9853.5756049611,8380.85587171547,8465.31951141288,6806.70321772088,6968.27556672726,8290.09062483932,9723.36112667912,6500.31779931198,9522.01443279385,11266.3016652385,8795.54052479291,8394.78141709788,10233.497153067,10856.2300707086,8212.08410936404,8036.08363446452
"Q8CGF7","Tcerg1","Transcription elongation regulator 1","L",658449.183259699,547920.344558815,524541.524815061,487947.761273474,442306.246332003,552584.43049409,511031.468245373,563034.982191655,873183.936160712,673864.121068932,661801.841056421,583530.412489386,615877.198344211,667040.358603396,577664.9974271,549205.637443753
"Q8CGF7","Tcerg1","Transcription elongation regulator 1","H",36846.4205924331,27405.951527414,31766.1734128476,27241.2900512824,26630.8996904033,26779.0291272301,24154.4686798889,20383.9707004154,32395.7405904427,25300.133771852,27585.1228736663,27264.6270817935,28673.0994847097,26405.6830936813,24939.0777195703,25188.5418911664
"Q8CGI1","Fam193a","Protein FAM193A","L",58410.1513720362,56471.2682912754,62129.9084120694,64728.8745807252,54556.4132882915,65466.8710776704,57666.1915903438,50033.423765066,60932.5606331591,69346.3699673579,65659.3434608497,60441.8235308464,51368.7414520312,53201.8313336678,53696.8007686436,51724.6458810988
"Q8CGI1","Fam193a","Protein FAM193A","H",12884.7899521763,18179.1599264836,20925.8904820552,14396.8553979293,17057.9971032125,16898.1820638212,13154.7110768564,16201.4715065969,13317.3070408804,15188.859469653,11271.6759763961,15268.8789212051,19855.0461205698,9597.34293071264,8002.63744332999,11446.5423490997
"Q8CGK3","Lonp1","Lon protease homolog, mitochondrial","L",31708.303858308,20235.1121276572,28971.3337681438,26258.6631068558,18403.1312111772,21099.0697905014,19057.8425625515,16192.7834199885,45897.19559344,35415.1527593058,26616.6014284917,23781.713198316,29749.2992705878,21093.9052765755,30801.2650265311,21699.7464601775
"Q8CGK3","Lonp1","Lon protease homolog, mitochondrial","H",5001.86223737018,6370.99837783626,7190.54701615755,3022.74186611643,4046.83916072306,4893.73492636832,3957.11529214791,9250.09721086623,4396.64917767826,6287.32654282775,7341.09390399256,6354.91307921504,4591.90210686466,7095.13758879505,5136.73746803496,5965.64987409237
"Q8CGY8","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit","H",14049.5642069191,15575.4557718262,14913.3917333433,14464.6646428943,12711.4587852753,13706.1360366868,10556.8703007666,9578.97748935452,12592.8397346568,11033.507065231,14067.5766345865,16845.3986463641,11464.4838329408,16737.945639283,13418.7043600478,12083.1335407378
"Q8CGY8","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit","L",161576.991591779,158514.822452265,169985.094952915,135438.225683634,131708.233889259,150248.696968074,151668.057074655,139893.579548388,192664.157686282,189826.417089161,157590.413680624,177690.825105201,173499.854999848,175527.837418099,156492.054703065,152700.564170878
"Q8CH02","Sugp1","SURP and G-patch domain-containing protein 1","H",14211.4784732109,9844.29925321977,16856.9323940917,15311.2527921536,13442.3356963178,18419.6370631363,11838.3688786633,8165.53439925268,12386.7225165079,9632.57870379229,15053.3132797588,12620.6661155073,14014.8133478233,10386.2964797541,11755.0302646074,8162.62832375105
"Q8CH02","Sugp1","SURP and G-patch domain-containing protein 1","L",15810.4518849645,17482.5980268555,19888.2118352021,13278.8434664825,15088.5197689961,20186.0295980553,13416.0382290785,18313.7625632608,14767.0706818571,13495.4295821996,16439.0893237727,16670.978204543,13508.6743850751,18658.8469497882,19710.3732994781,14918.5874681603
"Q8CH18","Ccar1","Cell division cycle and apoptosis regulator protein 1","H",56348.7418516415,42469.600151085,42327.6037909038,40448.868429737,43386.4059675695,44215.1542086663,37216.2219554548,38057.1859782925,58251.2751115986,59046.3011168955,42284.3356584447,45845.3673190399,51004.6268275369,55749.1197355306,47071.4491051369,48454.7152422622
"Q8CH18","Ccar1","Cell division cycle and apoptosis regulator protein 1","L",386806.122933216,337724.941204003,348473.494744678,372242.306078131,317305.942377408,347032.18184377,330833.703755126,339683.371180403,453141.812800637,457682.713175446,470663.567937181,429497.930026091,467517.505603752,421025.156960935,430598.950264173,430742.84969643
"Q8CH25","Sltm","SAFB-like transcription modulator","L",54402.0729600931,57183.3093442285,48684.1087334513,52968.7340386642,36413.2674938442,36535.8190906948,59556.457991417,48596.2694385954,62983.3699580289,71978.0515492112,67640.5181346184,46799.2734243854,49772.876575952,35461.8382751362,47221.8029708359,49214.5784157053
"Q8CH25","Sltm","SAFB-like transcription modulator","H",8370.12718182116,7448.67914540368,5463.47241010418,4880.86462001812,3626.64797455693,5659.14382602375,5139.18511069922,7553.92930238316,5917.29475792788,5395.6753760433,6054.42414946816,4866.93299906579,5962.40424651326,4859.32346337585,4902.28224486251,3842.55527515349
"Q8CH72","Trim32","E3 ubiquitin-protein ligase TRIM32","H",153611.257895804,121551.820531192,165541.692097475,120258.108125545,111228.011013075,112648.026570716,99491.7267449923,96530.7962805188,115075.273981083,125030.983915782,127690.84507909,124552.503062518,129962.30501627,120676.940343003,105113.688358489,105932.979221831
"Q8CH72","Trim32","E3 ubiquitin-protein ligase TRIM32","L",317576.064722654,296627.567995185,315434.938641944,304417.743322312,295994.342512221,295556.845009801,252365.373081899,231681.404547945,277884.663519864,300079.312703935,321791.464160365,292923.356205819,276306.059357904,252155.667230933,243694.674943609,264983.389290544
"Q8CH77","Nav1","Neuron navigator 1","H",21457.8422109901,21312.582821001,16040.6251919006,23551.1034681969,19890.1901604189,19044.938348569,13342.6177434542,14235.7919114495,19805.4915699406,17447.1127163738,14964.8594897153,22764.1719927532,11175.4173994746,15945.2670068986,12792.6837039383,11719.267972562
"Q8CH77","Nav1","Neuron navigator 1","L",189266.011898608,173554.478388282,130231.814660816,146518.405752768,129380.342298518,161031.800284648,119053.184062326,121624.16242719,165867.883041267,175698.551775037,131377.656115062,186429.57285091,130308.966573084,167571.441457427,107204.020539625,109506.775791681
"Q8CHC4","Synj1","Synaptojanin-1","L",734954.066262461,806603.200615976,903200.525390162,846150.097800798,815077.245175674,811756.431563128,687112.458997615,802415.388988163,701019.270552136,814546.017007197,836643.50203198,913361.329166742,783999.435946531,858465.514519723,687700.026971174,940257.785014646
"Q8CHC4","Synj1","Synaptojanin-1","H",64477.734430653,60290.8599396168,58594.8831551231,49524.2859177038,49908.7349518076,49595.2531562442,51429.3079988107,51685.1557305833,53404.5670709638,59408.2873581939,45600.1163342452,56827.3852898168,41777.5171896241,51099.6426338066,52611.1470341599,54379.3075134043
"Q8CHG3","Gcc2","GRIP and coiled-coil domain-containing protein 2","L",45387.5382035701,44732.5418018291,49948.1899941633,46366.205765149,40086.5633540492,45261.6143010523,40349.2856275957,45354.5271228413,49426.6809292531,47250.6465832755,51238.5223357026,49458.1216228771,53416.2044543557,49253.24299016,53628.2289184254,54689.9172052894
"Q8CHG3","Gcc2","GRIP and coiled-coil domain-containing protein 2","H",11012.747289936,17039.3414148541,15888.8096613852,15724.7397445776,18159.985861274,14522.2879684622,13284.1302379568,4450.29136334151,15150.2891196221,15801.5315849541,16514.0372663042,16986.8493705238,15121.1196754512,17580.1965346156,19142.638716054,13685.3717853406
"Q8CHI8","Ep400","E1A-binding protein p400","L",310967.27342446,275230.402657801,284684.935627633,284340.229138201,302968.11136278,331264.223493726,284810.507886784,296295.428661731,339249.873416859,366591.163971471,359836.675708879,343835.158767085,323250.448152808,372079.472133961,294936.603474442,347594.26161523
"Q8CHI8","Ep400","E1A-binding protein p400","H",92591.4295258877,75712.961528144,80188.1582311423,66709.9132662713,71487.5245403878,65188.4949706529,58715.233444264,64447.7739564983,64846.300692399,62548.4139824227,63238.1825153165,71462.6606853212,75009.9033609696,69744.0668250106,62416.5182515346,62102.8971698579
"Q8CHK4","Kat5","Histone acetyltransferase KAT5","H",25098.2799947649,22874.0976953577,24772.3451122874,18759.6237619963,22179.5387105079,23905.3182999524,20710.1768136016,22817.0874552744,19715.6456030552,25458.6587809723,22326.4023881803,17731.5927509214,15199.9857250346,21958.6021869232,19786.6090623677,18853.770282337
"Q8CHK4","Kat5","Histone acetyltransferase KAT5","L",34038.4126247704,36631.5269091547,40790.8331597218,44007.0791682832,31841.1443234968,45841.02114722,43283.7406640478,34969.0960942438,36443.7832714629,51169.3556834004,44296.9922725407,45453.1872097623,48445.6798604868,43823.2176556555,59987.057934687,46661.5690612358
"Q8CHP0","Zc3h3","Zinc finger CCCH domain-containing protein 3","L",65879.4973865772,53329.0001662866,57629.5275654749,59703.8919648656,58079.3192468897,65690.909506141,58313.2873958462,62403.9920827776,66692.2363419143,63403.7625060424,63535.5013837851,65670.0053718139,55992.7135707597,62372.2224043059,53824.8687830217,68159.5878157097
"Q8CHP0","Zc3h3","Zinc finger CCCH domain-containing protein 3","H",9718.32957076442,8662.02363532724,8658.51640857245,7900.33744539932,8712.07799470006,9698.02167420549,9902.55688820285,6893.6347201458,6951.92236275358,10351.1421965766,7392.64439238347,7781.82827907225,6346.91714385976,8597.77890035926,8385.83307690216,8897.99577755952
"Q8CHT3","Ints5","Integrator complex subunit 5","H",10507.8437024544,8151.21157559999,6351.09643566085,7686.07517549631,8376.71751950017,7063.06224682029,5290.63041748698,4582.06067690204,5641.53914330036,6508.67904900103,5790.109006962,6938.61888705725,7378.81886233013,7805.19578293237,5006.56187767224,4373.83470695354
"Q8CHT3","Ints5","Integrator complex subunit 5","L",563275.641379189,546679.46928905,435231.353713085,552240.919424776,499214.325423025,577634.601882813,581444.202789103,555557.888155215,776444.286166752,683956.359887753,716125.6886558,582834.591915841,819458.615390623,766921.113792386,645180.437788093,630159.825572098
"Q8CHV6","Tada2a","Transcriptional adapter 2-alpha","H",1415.09707197177,1603.97198061974,1080.09140318269,1148.18050737476,629.70142933277,1401.24333508346,1058.61140535152,872.075743406986,1274.527735552,538.662572001084,698.899075265834,1031.98761410792,1405.19011166454,728.177381577169,1021.72056825085,787.958871307412
"Q8CHV6","Tada2a","Transcriptional adapter 2-alpha","L",23836.1330774563,25691.8564274245,33630.5989379753,21901.7323155303,24429.6237892792,28846.4524012994,23311.9997177253,23361.0883782224,25954.4998018659,25600.0206493415,28577.6124425946,22053.2846127498,28242.9904480466,32986.0905764491,32658.5537578817,32764.4630191345
"Q8CHY6","Gatad2a","Transcriptional repressor p66 alpha","L",502970.028603283,472339.729791601,376159.515718099,451574.35922776,424799.240815969,454950.991259472,372805.70655652,427190.684509091,424014.931702043,412854.669913964,468069.874545261,470666.649248804,483254.718568341,481854.812801437,479820.832760344,526798.202701225
"Q8CHY6","Gatad2a","Transcriptional repressor p66 alpha","H",124264.997451635,123965.905057617,108675.770236854,92028.1667547668,113763.206528066,88804.4860314498,81612.2207559603,88896.3211752037,87734.0167064833,96342.4300834998,103988.36803032,82314.395094372,95664.6272263471,122856.114098618,101960.290817059,89915.1587316861
"Q8CI08-2","Slain2","SLAIN motif-containing protein 2","H",27047.3019656158,35151.4987205164,27789.4115004166,33572.9549495932,28133.1777374722,27105.9747592258,31349.4273880686,21928.4590968604,32109.7257477625,29646.9852194436,30468.0506478671,32807.7938060091,27403.9342192837,29108.9474211597,26402.1791531226,24708.8423127346
"Q8CI08-2","Slain2","SLAIN motif-containing protein 2","L",28982.6536662332,36167.7051363071,39334.0581187699,42461.9437144883,35314.5206737814,28151.2645016123,33431.2092592703,30775.9177939692,35678.4863101611,34623.5679040527,42238.8723125944,37743.1478320494,33191.1532989492,31043.698400504,34741.3228673027,24980.5762066571
"Q8CI11","Gnl3","Guanine nucleotide-binding protein-like 3","L",262345.035539705,234517.796974492,219520.351735245,281025.048228027,246316.235427489,251865.673215184,194748.584767475,229679.524591929,343443.721490507,311794.144447472,327912.466431372,272653.361079798,242889.325159178,293744.599000489,304956.160882792,268253.518275288
"Q8CI11","Gnl3","Guanine nucleotide-binding protein-like 3","H",60105.3769324021,87128.8371053818,54397.2529149498,58620.3450628844,60735.006790833,48011.6024141,46700.2820755991,41150.5792152084,63720.1690636289,67336.7222139426,66232.8664220991,64139.3950922155,68400.7538752032,69731.6498805341,82242.8586506463,52585.4671216999
"Q8CI51","Pdlim5","PDZ and LIM domain protein 5","L",2429948.80075392,2164541.77871042,1908048.27764916,2477230.50054802,2285692.36445717,2191827.29919184,1549368.8642445,1836632.54872416,1682007.69323302,1906953.92106346,1934931.41278042,1815698.18741981,1367500.86649751,1537281.72120474,1460779.06633091,1415261.52407517
