"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.av","t2.av","t3.av","t4.av","t5.av","t6.av","t7.av","t8.av","FCday1","FCday2","FCav","anova_pval","anova_BHadjpval"
"Q61771","Kif3c;Kif3b","Kinesin-like protein KIF3C;Kinesin-like protein KIF3B;Kinesin-like protein KIF3B, N-terminally processed",0.816009003761156,12,6,24,250619.087560143,240340.350647777,230089.771181485,246896.92915334,248963.096503598,255775.46459453,247220.846275709,228729.312206704,1.08922307268699,1.11824523987282,1.1037341562799,0.592423707524335,0.999825464286451
"Q61792","Lasp1","LIM and SH3 domain protein 1",0.801846290999874,12,12,24,408503.596275838,451027.733425334,451677.498369657,440868.950576202,295301.204275428,279095.49256274,281989.30911333,245207.013770727,1.10568793637906,1.20429346507821,1.15499070072863,0.9939117578802,0.999825464286451
"Q61805","Lbp","Lipopolysaccharide-binding protein",0.107053423200919,24,12,24,406999.660545256,337847.042124759,450100.189795929,484208.188389229,524742.753399157,494485.72615635,541845.997512979,612935.363559819,1.43321719007509,1.23954106486386,1.33637912746948,0.565032783100683,0.999825464286451
"Q61810","Ltbp3","Latent-transforming growth factor beta-binding protein 3",0.909565184301191,6,18,24,37043.3783865829,33743.4105425175,41166.3926337035,33339.7803332681,48052.5223199629,46104.1206850644,42382.3651315739,40465.7285372093,1.23475296544248,1.18748689463918,1.21111993004083,0.812278448819121,0.999825464286451
"Q61818","Rai1","Retinoic acid-induced protein 1",0.104740236629495,6,18,24,67279.9843877562,49988.3837106181,53184.859026826,44828.147786541,62443.816779409,57878.2037258968,50178.5097082841,56445.0718411145,1.50084238831648,1.24443346648655,1.37263792740151,0.197398504453941,0.771336295202494
"Q61823","Pdcd4","Programmed cell death protein 4",0.836216071045467,18,18,24,349874.127290771,341317.214785903,362671.850258531,413296.96761083,705944.896469116,594118.905511918,642729.009679821,606995.659998012,1.21088814072879,1.18822156628873,1.19955485350876,0.992168784874671,0.999825464286451
"Q61879","Myh10","Myosin-10",0.796133553482692,12,12,24,2496396.11697077,2644320.81528819,2581693.07738345,2682151.21523109,2705619.25405547,2582590.84600281,2541450.51742058,2511700.66654554,1.07440930427568,1.0772060899186,1.07580769709714,0.95626940582607,0.999825464286451
"Q61881","Mcm7","DNA replication licensing factor MCM7",0.00337964539945785,6,18,24,325609.391925637,319752.80343616,297725.273697356,262215.064745711,296092.594545081,295507.508611394,231922.221665989,208534.414698712,1.24176462645807,1.41987400483931,1.33081931564869,0.22262034349146,0.80647369717661
"Q61937","Npm1","Nucleophosmin",0.185676830387545,6,18,24,3484292.00895474,3184430.01315643,2941173.80293333,2811947.57888937,5320288.21683205,4199942.63108196,3960006.39202214,3513134.10547217,1.23910276105891,1.51439941007233,1.37675108556562,0.587760654821107,0.999825464286451
"Q61990","Pcbp3;Pcbp2","Poly(rC)-binding protein 3;Poly(rC)-binding protein 2",0.000650990722210306,12,12,24,912492.034786195,898635.637851991,882841.388363356,753938.364069707,922362.046394536,919044.072752799,804229.583946336,707086.502616532,1.2103005739894,1.30445432486886,1.25737744942913,0.0151657001288049,0.437561570040917
"Q62018","Ctr9","RNA polymerase-associated protein CTR9 homolog",0.132261255016482,6,12,24,3526.37624386738,2806.51821607135,2229.29445433838,3105.5051537783,3600.22714006691,4108.7533813855,3135.15765046553,3594.3677053926,1.58183511245219,1.3105412357096,1.44618817408089,0.477759470026132,0.9822427258574
"Q62059","Vcan","Versican core protein",0.876279025921901,12,18,24,56572.5463767941,58376.1513886547,51345.7310378056,54044.5948710182,53764.3549119256,63055.0066095575,64966.6142464779,71990.2130807985,1.13692317177591,1.33899519856101,1.23795918516846,0.80930126017491,0.999825464286451
"Q62074","Prkci","Protein kinase C iota type",0.341223288618683,6,18,24,507114.415369445,466855.001262183,466349.327827262,413107.627632271,529666.600574598,553623.121694359,512319.781982797,499194.083759459,1.2275600387143,1.10903382012261,1.16829692941846,0.589054969148792,0.999825464286451
"Q62077","Plcg1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.688143914051891,12,12,24,84244.5039015201,77364.4445931679,74500.7801422653,69985.1571242871,78182.5810125177,94133.9307593465,84471.541624196,83555.1005308474,1.20374815694005,1.2040269013922,1.20388752916612,0.780088206526694,0.999825464286451
"Q62130","Ptpn14","Tyrosine-protein phosphatase non-receptor type 14",0.114262076323085,18,6,24,17507.1894552795,17442.6293865159,20788.9530667005,15469.3153951271,19320.1159934347,18283.366475337,20280.0515205157,17242.2874263749,1.34388319946266,1.17618103787634,1.2600321186695,0.0601875520879684,0.559506178996413
"Q62141","Sin3b","Paired amphipathic helix protein Sin3b",0.792614836000503,24,6,24,42671.6661590211,48679.7564402533,50694.9012115341,44963.2655765328,46184.0366106267,58334.5971310677,52728.6342766072,66312.1119006782,1.18802253988896,1.43582321440955,1.31192287714926,0.588429964271581,0.999825464286451
"Q62167","Ddx3y;Ddx3x","ATP-dependent RNA helicase DDX3Y;ATP-dependent RNA helicase DDX3X",3.73862647270561e-05,6,18,24,3794950.850394,3401160.70308306,3255534.33083962,2951604.00145909,3874589.45358383,3315338.16679509,3023708.797678,2606554.34364851,1.28572493075562,1.48647944479853,1.38610218777708,0.0151253798831478,0.437561570040917
"Q62181","Sema3c","Semaphorin-3C",0.839176057222052,18,12,24,309333.901337605,314724.896419948,313658.417096302,304124.451627881,359475.119670877,378354.18290915,403757.315838529,416458.865088113,1.0348556149804,1.15851930300325,1.09668745899182,0.972866385576086,0.999825464286451
"Q62188","Dpysl2;Crmp1;Dpysl3","Dihydropyrimidinase-related protein 2;Dihydropyrimidinase-related protein 1;Dihydropyrimidinase-related protein 3",0.0314775895853006,12,12,24,1709636.28234561,1902103.54380838,1743295.93454977,1642431.57925639,1592218.7190176,1775972.31413939,1456290.72294756,1574088.32250691,1.15810215039189,1.21951770079588,1.18880992559389,0.327431919470303,0.886490179153442
"Q62245","Sos1","Son of sevenless homolog 1",0.170611644309342,12,12,24,39994.8869232296,40903.1837040579,38928.6437056771,36435.8798128565,39668.8132750288,38162.7608199094,35507.5610661314,32154.505132538,1.12260727376824,1.23369378914455,1.17815053145639,0.179669894291272,0.754461734833677
"Q62261","Sptbn1","Spectrin beta chain, non-erythrocytic 1",8.28297643976116e-06,24,6,24,13780803.3487591,16082403.2996134,17780495.847514,18497414.742412,12935915.7131603,13489980.2433483,17192733.5392384,18108407.3206494,1.34225953845264,1.39985507962354,1.37105730903809,0.027116413035531,0.469033729110315
"Q62280","Ss18","Protein SSXT",0.827964021487027,18,18,24,240976.15135145,216655.412640722,257996.6510403,227038.901009872,290297.000149752,335911.820538671,317472.870526174,375644.832317106,1.19081562697044,1.29400177102528,1.24240869899786,0.974168187305574,0.999825464286451
"Q62312","Tgfbr2","TGF-beta receptor type-2",0.00526515992935006,24,6,24,39829.8013643258,30336.32021913,35423.5909245393,41618.1261514276,29956.7368210726,33316.5645190423,42705.8523972274,43208.5518874272,1.37189104844639,1.44236510623656,1.40712807734147,0.24955298151517,0.827168295223964
"Q62318","Trim28","Transcription intermediary factor 1-beta",0.853430522236473,18,18,24,3341804.99181089,2975563.37120976,3087297.7668485,3093729.75036337,3452390.24676785,3631046.32648091,3922627.16976556,3660195.89706581,1.12308311903041,1.13620619031639,1.1296446546734,0.972676636132579,0.999825464286451
"Q62376","Snrnp70","U1 small nuclear ribonucleoprotein 70 kDa",0.778379925854325,6,18,24,380905.746252849,355286.466711768,363680.339713149,309500.124334592,522518.824670648,480559.17916351,443178.830855728,499321.23126613,1.23071274065487,1.17902478252791,1.20486876159139,0.951762092476782,0.999825464286451
"Q62383","Supt6h","Transcription elongation factor SPT6",0.553812674111486,6,12,24,59805.1068269761,46011.0767806069,43243.5720289714,44894.1351000513,51544.8321200346,59780.5496246035,55447.9898339919,60607.9507533131,1.38298258032221,1.17582982154589,1.27940620093405,0.908690645226161,0.999825464286451
"Q62392","Phlda1","Pleckstrin homology-like domain family A member 1",0.149984889195133,12,12,24,22629.119481602,25321.0407850152,25136.2727588463,24857.3452513731,23710.460164797,27920.1404451683,21341.2868147882,20376.1593042423,1.11895828759938,1.37023567730722,1.2445969824533,0.429946008901777,0.960736614375005
"Q62422","Ostf1","Osteoclast-stimulating factor 1",0.879416866581165,12,6,24,16740.4401450329,16232.6629011599,15951.3856330256,16486.6621990025,13470.8059606439,16776.726908886,12802.02586045,15528.9129115419,1.04946620501568,1.31047438052091,1.17997029276829,0.616990319830771,0.999825464286451
"Q62426","Cstb","Cystatin-B",0.901630160090503,24,6,24,973223.086934112,962283.604261055,875197.101286938,1053706.63955459,771864.752477772,1134702.02234976,984577.039927445,1208486.07995901,1.20396495601409,1.56567076820081,1.38481786210745,0.261292075111983,0.84097949382791
"Q62446","Fkbp3","Peptidyl-prolyl cis-trans isomerase FKBP3",0.310144090958618,6,18,24,752496.692790791,739794.905550327,719199.515277837,730758.286576116,756564.212702617,748146.167444597,697952.24495941,670745.892771329,1.04629755277309,1.12794460742311,1.0871210800981,0.1949847225054,0.767939830175115
"Q62448","Eif4g2","Eukaryotic translation initiation factor 4 gamma 2",8.11992162053819e-05,6,18,24,1279241.88848582,1138839.81175162,1124266.56058944,1040681.81833826,1460817.48975555,1252146.80491378,1214631.85752728,991848.152612804,1.2292343980108,1.47282372398169,1.35102906099624,0.047922494305794,0.53277445734097
"Q62465","Vat1","Synaptic vesicle membrane protein VAT-1 homolog",0.313110600467639,24,12,24,5608195.94901552,4699286.0842691,4760366.17377637,4907505.34742869,4179145.37505191,4517421.88081389,5089237.42067736,5204828.54544934,1.19341445667439,1.2454289282494,1.21942169246189,0.856208760088427,0.999825464286451
"Q62511","Zfp91","E3 ubiquitin-protein ligase ZFP91",0.0700731211262206,6,18,24,316035.305092141,267846.896151523,273740.800853457,267216.910799715,303550.67043055,317910.74447257,298043.98649981,284338.318597604,1.18269200907354,1.11807211226595,1.15038206066975,0.511814685669884,0.999825464286451
"Q62523","Zyx","Zyxin",0.791501589073402,12,12,24,1767047.58270148,1751574.0939083,1685034.39862133,1613651.35857855,1853364.16861166,1984408.54515471,1924360.62858828,1969902.47593425,1.09506156537931,1.07070622102359,1.08288389320145,0.968301399893361,0.999825464286451
"Q63844","Mapk3","Mitogen-activated protein kinase 3",0.0186339244229431,12,12,24,436001.954589006,461826.617914748,461908.14520818,397041.123099633,430288.033332846,447943.993843801,410438.300126799,432194.552436489,1.16337607954093,1.09137961468366,1.1273778471123,0.462193977812969,0.975178502638352
"Q63918","Sdpr","Serum deprivation-response protein",0.80046813160152,24,6,24,2272856.0616208,1979348.72996354,2205023.70527874,2213370.01343184,3041357.57382112,2961130.80521645,3545319.5478534,3915759.93168706,1.14828480055794,1.32238667903116,1.23533573979455,0.929613760942545,0.999825464286451
"Q63943","Mef2d","Myocyte-specific enhancer factor 2D",0.413768784442628,18,6,24,67403.8532393109,74999.7155276726,71253.3151046703,60744.5408490924,73057.4182061863,78328.8858097908,86399.8823524721,81589.2118906789,1.23467416955203,1.18262983381961,1.20865200168582,0.761097836782382,0.999825464286451
"Q63961","Eng","Endoglin",0.0132996459630723,24,12,24,34596.2169102139,32703.4159477482,33055.0569163034,38422.6971089474,31121.2547541218,27864.4482939225,31177.0121279309,38049.8161523417,1.17488329568804,1.36553273012912,1.27020801290858,0.10695954670132,0.651943903703287
"Q64012","Raly","RNA-binding protein Raly",0.473098940910675,6,18,24,1154584.4890745,978764.56299456,1000372.51806739,893219.32856397,1284545.43683983,1187670.51909386,1123397.13791888,1136876.55521304,1.29261028299817,1.14344731126829,1.21802879713323,0.531972468123582,0.999825464286451
"Q640N1","Aebp1","Adipocyte enhancer-binding protein 1",0.792614836000503,6,6,24,863244.322271731,687083.017468043,839717.21561915,787045.463417659,1166568.45947347,1048441.02161301,1249572.00437313,1298354.25670749,1.25639013092313,1.2383665174699,1.24737832419652,0.90068457039126,0.999825464286451
"Q64127","Trim24","Transcription intermediary factor 1-alpha",0.314019711107274,24,18,24,66417.0670559878,63293.9637892771,63966.3560659498,69603.1965751603,78896.3037515988,74547.3974219308,66123.6638722629,81768.2650181348,1.09968142944702,1.23659610235897,1.16813876590299,0.557476824866754,0.999825464286451
"Q64152","Btf3","Transcription factor BTF3",0.314019711107274,12,6,24,264548.768416343,263837.839461803,231197.050509204,212236.633323178,255478.712743521,292989.304370895,206054.307306495,221128.854116206,1.24648023422755,1.42190332345293,1.33419177884024,0.0282346420117567,0.469033729110315
"Q64191","Aga","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain",0.00803665773787854,24,6,24,180449.355074884,180218.278601774,169073.907966893,214372.536232897,116363.37993254,167767.057205909,208366.588042506,236878.334548915,1.26792205143134,2.03567767356227,1.6517998624968,0.238993772304726,0.815229929464434
"Q64213","Sf1","Splicing factor 1",0.136349899268303,12,12,24,1397404.68320516,1314657.10438439,1321301.4951705,1076908.86820394,1577662.74833612,1794491.7446365,1501094.47948332,1468876.45946651,1.29760718335966,1.22167642695306,1.25964180515636,0.676880426794941,0.999825464286451
"Q64282","Ifit1","Interferon-induced protein with tetratricopeptide repeats 1",0.453643571619695,12,12,24,972042.425678317,1402338.70707229,1215860.75513698,908082.477547119,1644146.12157532,1244718.84717476,1248051.59003614,1160882.26394666,1.5442856147387,1.41629015502891,1.4802878848838,0.669333443287519,0.999825464286451
"Q64299","Nov","Protein NOV homolog",0.217486721880849,24,12,24,49226.6858516081,38238.026884864,50362.7609518349,59843.7547257477,66202.8362608625,81820.4873303986,104731.682921588,121332.083598926,1.5650324977787,1.83273240924052,1.69888245350961,0.771338394463344,0.999825464286451
"Q64331","Myo6","Unconventional myosin-VI",0.00337964539945785,24,6,24,14711.0472786642,20085.4935306749,24471.8756685271,25067.4572562325,14815.6750942686,14238.3727966916,20068.8359782546,22026.0387901329,1.70398862714474,1.54694915666563,1.62546889190518,0.0912263862944358,0.631187970037178
"Q64337-2","Sqstm1","Sequestosome-1",0.494883896312395,24,12,24,919338.349563051,767929.330316319,782570.053778988,756423.508541484,657642.023600362,745752.054301342,829792.127625118,943944.228413325,1.21537516904478,1.43534657844029,1.32536087374253,0.878200725576137,0.999825464286451
"Q64345","Ifit3","Interferon-induced protein with tetratricopeptide repeats 3",0.752344151799718,6,6,24,26027.8784417711,23489.5331313162,22361.3204686406,24791.1329299429,37871.7936776939,28413.5280890092,34856.0467785455,30449.8351943633,1.16396875928112,1.33287895677916,1.24842385803014,0.85452995501426,0.999825464286451
"Q64449","Mrc2","C-type mannose receptor 2",0.537421418466268,24,12,24,102448.552100113,77814.6617666504,80722.4049720666,74632.9029756463,58904.0181217382,75369.5425459375,85646.5066818912,105645.780347439,1.3726995469216,1.79352417230856,1.58311185961508,0.910051483082675,0.999825464286451
"Q64511","Top2a;Top2b","DNA topoisomerase 2-alpha;DNA topoisomerase 2-beta",0.00526515992935006,6,18,24,2581930.9205354,1707666.85010651,1512974.24573964,1201767.35493351,3547256.57954213,2597868.23304426,2230061.4316083,2063835.4736053,2.14844487989794,1.71876907094026,1.9336069754191,0.298444114880399,0.858644615496567
"Q64512","Ptpn13","Tyrosine-protein phosphatase non-receptor type 13",0.202556542240958,6,18,24,85431.232455202,75401.5462005469,75958.3105381834,72397.2974432416,106472.781073409,97320.8625802594,90990.5670857572,87086.487385214,1.18003344699681,1.22260966391311,1.20132155545496,0.681184933162118,0.999825464286451
"Q64514-2","Tpp2","Tripeptidyl-peptidase 2",0.0701909204189805,6,12,24,2420967.76528287,1672486.70056171,1631151.45482329,1679846.42046754,2180297.44919884,1901068.91412579,1985930.73171789,1853446.68650511,1.48420783252475,1.17634753946446,1.33027768599461,0.133173196604582,0.698931765323365
"Q64700","Rbl2","Retinoblastoma-like protein 2",0.858038494704348,24,18,24,5448.85128963013,7643.47087975532,6651.2202337638,6937.18524569399,8063.73864798124,6989.76239730912,6357.21199535183,8131.82765763446,1.40276738590789,1.27914998958351,1.3409586877457,0.743824241223447,0.999825464286451
"Q64705","Usf2;Usf1","Upstream stimulatory factor 2;Upstream stimulatory factor 1",0.112584825440363,6,18,24,27918.3525891946,21487.8737577248,19781.5934614537,17625.5961682244,45480.2198156717,31348.0738468362,29395.6158095944,30179.9724899907,1.58396642716267,1.54717697054768,1.56557169885518,0.577807992649283,0.999825464286451
"Q64707","Zrsr1;Zrsr2","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1;U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2",0.20874040031176,6,18,24,13724.4709579734,13898.4484828237,15396.7480089918,12249.6388809672,17922.7087058015,16472.7450432877,15749.1896141896,13850.7489713827,1.25691444120156,1.29398841483821,1.27545142801989,0.462720348127154,0.975395866500423
"Q64727","Vcl","Vinculin",0.914358260607107,24,6,24,1521118.15406766,1353769.90179821,1297067.40065812,1490279.19871334,1329777.88726257,1603158.51899348,1663180.65049765,1914169.16070481,1.17273640004819,1.43946532653301,1.3061008632906,0.67694763749697,0.999825464286451
"Q64737","Gart","Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase",0.202692387334919,12,6,24,362561.216397637,401622.41779587,363888.150925575,352161.341117084,280227.225434869,350773.219586342,263089.038202914,301807.673859717,1.14045004633925,1.33328709543496,1.23686857088711,0.675118526216463,0.999825464286451
"Q65Z40","Wapal","Wings apart-like protein homolog",0.0508332689058421,12,18,24,45312.8239206774,59394.3652666381,54712.2348331253,53176.4164488446,47264.4826797373,52651.3332643915,48508.1258258519,43389.9565594595,1.31076282887624,1.21344517117091,1.26210400002357,0.334076788581205,0.892938423307536
"Q66T02","Plekhg5","Pleckstrin homology domain-containing family G member 5",0.0840877453514647,6,18,24,83478.4641730117,70589.0883727996,68840.1288353511,63239.5867276595,78548.4842126795,78832.6216590017,82655.4761050224,71283.7023444239,1.32003494160249,1.1595283828785,1.2397816622405,0.342982560701089,0.904725466404404
"Q689Z5","Sbno1","Protein strawberry notch homolog 1",0.156394007283563,6,12,24,199452.788275876,200303.897154968,175673.918294584,175187.313656826,192098.243954527,181411.294839087,174858.673661406,179233.937953941,1.14336987635613,1.09859145063918,1.12098066349766,0.106849522681876,0.651943903703287
"Q68FD5","Cltc","Clathrin heavy chain 1",0.858038494704348,6,12,24,1351819.15311035,1327212.31795762,1159859.90613648,1171273.32243029,1190169.0293124,1262397.58074479,1327774.53182936,1383798.74642352,1.16550209724319,1.16269093913743,1.16409651819031,0.970687369717769,0.999825464286451
"Q68FE6","Fam65a","Protein FAM65A",0.803090331246036,12,12,24,98050.9994480189,93382.6034737232,96275.0091605613,92766.2875246259,78352.3568221879,88988.7952187037,84580.1836754814,84063.444225389,1.05696802215988,1.13575135232567,1.09635968724278,0.974138473584847,0.999825464286451
"Q68FF6","Git1","ARF GTPase-activating protein GIT1",0.683150401020304,6,6,24,62437.6758580407,54052.3063261958,51218.3446515359,63950.6726406596,47814.780740464,43021.56222875,56067.2131893353,49403.2856966097,1.24858921302022,1.30323517521796,1.27591219411909,0.785383934314668,0.999825464286451
"Q68FG3","Spty2d1","Protein SPT2 homolog",0.0173126742719154,6,18,24,37530.3214816403,36239.4443850447,37343.4258917862,32526.1017885954,45234.732569169,40387.5090433501,37555.8930595906,32510.0359254201,1.15385242675468,1.391408261527,1.27263034414084,0.136232203729686,0.703615551893282
"Q68FL4","Ahcyl2","Putative adenosylhomocysteinase 3",0.723757775893356,24,6,24,10419.8407793826,9821.2418951793,11088.1275863738,10469.3882626839,10447.4261423251,13132.9982258534,10498.2692167982,12370.1966836469,1.12899444945108,1.25705585729373,1.1930251533724,0.860148661681278,0.999825464286451
"Q68FL6","Mars","Methionine--tRNA ligase, cytoplasmic",0.764532693263432,6,18,24,2438167.84796369,2202543.95410276,2226059.88296711,2246506.87210271,2321394.37050249,2451193.75454484,2489057.01777359,2306312.78338484,1.10697806662247,1.07923653534997,1.09310730098622,0.881868216658417,0.999825464286451
"Q69Z37","Samd9l","Sterile alpha motif domain-containing protein 9-like",0.103202756653666,6,18,24,90248.1327110194,98384.8735862873,96067.4058652096,81028.3485825351,98474.7448570037,87326.5463042553,88915.9972871644,82465.0478574354,1.21420311912285,1.19413918278742,1.20417115095514,0.202359157319762,0.776625188904158
"Q69Z38","Peak1","Pseudopodium-enriched atypical kinase 1",0.00579167592228507,6,18,24,597087.73311704,524613.351091697,513093.212302477,488881.029272823,648329.672523535,609660.153584427,579576.205654477,507015.838148476,1.22133545252342,1.27871680476711,1.25002612864526,0.158877526509263,0.740999637808385
"Q69Z99","Znf512","Zinc finger protein 512",0.185676830387545,6,18,24,258714.061179104,224939.95295881,227817.27352319,199899.730329148,286310.051108668,288103.800675269,262255.996196348,251624.280375528,1.29421916054171,1.14497615351467,1.21959765702819,0.587357973386758,0.999825464286451
"Q69ZA1","Cdk13","Cyclin-dependent kinase 13",0.827964021487027,6,6,24,50518.0457072929,40654.4781268485,40478.1210766881,42068.5539272416,87860.6934009345,71171.1926612826,78760.7737239976,68286.1105366979,1.24803336626183,1.2866554078185,1.26734438704017,0.937962417133215,0.999825464286451
"Q69ZF8","Msl2","E3 ubiquitin-protein ligase MSL2",0.103202756653666,6,18,24,10838.3219086959,9098.61616506045,8475.22529386634,9217.30682543692,11188.0519042936,10717.7110836448,11178.3917981191,9890.57557652326,1.27882404690053,1.13118309624468,1.20500357157261,0.64882660662586,0.999825464286451
"Q69ZK6","Jmjd1c","Probable JmjC domain-containing histone demethylation protein 2C",0.405384774669838,12,12,24,20988.1237212272,17717.2852305279,17444.6897458679,16721.905936432,17061.8052161772,19908.8705421687,18825.5533469221,17475.457708664,1.2551274837338,1.16686776633061,1.21099762503221,0.682515452687783,0.999825464286451
"Q69ZN7","Myof","Myoferlin",0.801846290999874,24,12,24,784103.18585464,608317.160304263,646377.420656692,606417.878727545,446436.220836911,507039.587939787,535943.588507053,573387.23374668,1.29300802855604,1.28436539640932,1.28868671248268,0.98876100154671,0.999825464286451
"Q69ZQ2","Isy1","Pre-mRNA-splicing factor ISY1 homolog",0.000140037868969505,6,18,24,80925.6849467744,75076.4930809267,67718.0276109741,64952.2017545028,87254.1140089385,74053.4802481596,69683.5358310399,63126.2408813729,1.24592673936822,1.38221621928837,1.3140714793283,0.00353958946760475,0.319594391609757
"Q69ZR2","Hectd1","E3 ubiquitin-protein ligase HECTD1",0.000498646468748435,6,18,24,23752.4468345325,19531.7881885716,19150.8058636667,17724.0071997136,25444.1678159716,20415.3680963014,20642.9678595462,16962.3938806305,1.34012848036511,1.5000340161318,1.42008124824846,0.00539942001107887,0.336223343392587
"Q69ZS0","Pdzrn3","E3 ubiquitin-protein ligase PDZRN3",0.0770804332388426,6,18,24,292161.619198832,278593.005026063,276777.101498896,241529.476817532,248429.633386436,232781.46540664,205470.455019195,186956.789543185,1.20963131725554,1.32880776351292,1.26921954038423,0.563096494179573,0.999825464286451
"Q69ZX6","Morc2a;Morc2b","MORC family CW-type zinc finger protein 2A;MORC family CW-type zinc finger protein 2B",0.0700731211262206,18,18,24,164885.67572663,157181.060587588,169252.331365374,166553.507101507,157475.336806784,171401.250933183,184691.891363268,177830.799060208,1.07679850697444,1.17283058482915,1.1248145459018,0.377492842523898,0.927231886114138
"Q6A026","Pds5a","Sister chromatid cohesion protein PDS5 homolog A",0.00749853148777137,12,12,24,694163.645380201,682029.965021791,670607.017233948,599522.437540809,706866.991260089,707499.685712012,665073.594305283,631455.895363132,1.15786099387306,1.12042613095749,1.13914356241528,0.0164392838832299,0.437561570040917
"Q6A028","Swap70","Switch-associated protein 70",0.914358260607107,12,6,24,916126.153012249,983077.143857293,962199.640315274,942694.70511776,876244.20398686,1083918.2518974,868430.461771029,871065.507015942,1.07308053658866,1.24813476681475,1.16060765170171,0.201286190823854,0.774977135175538
"Q6A058","Armcx2","Armadillo repeat-containing X-linked protein 2",0.833768085609425,24,18,24,87880.2057129031,85476.3820902811,87546.5815074687,84966.4215720778,98719.3604142395,93959.3251184441,96219.3421889645,105159.606538634,1.03429336068194,1.11920351073266,1.0767484357073,0.95128273508196,0.999825464286451
"Q6A065","Cep170","Centrosomal protein of 170 kDa",8.28297643976116e-06,6,18,24,149782.42151576,128787.682789742,120843.706707699,87861.6132049991,143532.011857607,122194.266022941,102910.960238364,85591.8348206809,1.70475382879993,1.67693579835406,1.69084481357699,0.00463492717538581,0.319594391609757
"Q6A0A2","Larp4b","La-related protein 4B",0.00803665773787854,6,18,24,98668.7138973846,89465.9002972825,90234.4128756802,85416.3467350416,99381.5582349532,96819.4037781044,89512.9985175933,86144.4958209979,1.15515024546123,1.1536611513922,1.15440569842672,0.0292330640400587,0.469033729110315
"Q6A0A9","FAM120A","Constitutive coactivator of PPAR-gamma-like protein 1",0.000453314971589486,6,18,24,414147.037144259,341021.135868319,348876.437416527,334979.533482877,405535.545255502,376472.58057864,351582.003036716,326708.991007524,1.2363353451426,1.24127451774403,1.23880493144331,0.0179295497902155,0.437561570040917
"Q6A4J8","Usp7","Ubiquitin carboxyl-terminal hydrolase 7",0.736166136975533,6,18,24,143868.248906261,135293.703453714,125110.0815884,118969.651072518,136226.236589919,142280.157195125,142573.839487228,157707.158041441,1.20928528922527,1.15768564110147,1.18348546516337,0.975280349433402,0.999825464286451
"Q6AW69","Cgnl1","Cingulin-like protein 1",0.120825956600471,24,6,24,185251.036394255,209800.343416499,208719.083049692,252800.792467609,200415.674000464,182773.709310137,203304.940973254,201040.081169324,1.36463901842683,1.11233142742799,1.23848522292741,0.47244871769083,0.979794830832761
"Q6DFV3","Arhgap21","Rho GTPase-activating protein 21",0.0638099276536186,12,12,24,22698.6186165716,24555.2670747647,23553.7979846649,19393.1975448811,27779.6971850906,30097.0438304174,20988.6339364775,24731.1375694477,1.26617939192014,1.43396868617113,1.35007403904563,0.447230181780965,0.973051852922401
"Q6DFV5-3","Helz","Probable helicase with zinc finger domain",0.0157387947926503,6,18,24,51495.7426486866,50076.485633283,44256.8283423685,44301.3747260875,62889.5563235064,52523.7208137886,50277.7655495594,48686.3054757857,1.16356604342087,1.29172989630081,1.22764796986084,0.24750266644244,0.823423227466196
"Q6DFW4","Nop58","Nucleolar protein 58",0.676678016636985,6,18,24,2205537.98785478,2108775.60919036,2173813.87668991,1918301.64954244,2819015.57003986,2645170.10231639,2367094.5797446,2576323.10653569,1.14973470850158,1.1909180115414,1.17032636002149,0.891914757578205,0.999825464286451
"Q6DIC0","Smarca2","Probable global transcription activator SNF2L2",0.887220330560502,18,12,24,219779.092918853,232346.966388197,210856.988961518,201989.732251959,226267.526063598,292282.409255308,321970.013749342,330618.250349362,1.15029097666396,1.46118294613976,1.30573696140186,0.893224220179713,0.999825464286451
"Q6DID3","Scaf8","Protein SCAF8",0.0609999226870105,6,18,24,172130.683446674,168586.441360292,159609.568676455,118468.04209088,218044.832017524,203071.857568431,191730.282818144,171507.617814692,1.45297145465297,1.27134196600593,1.36215671032945,0.439261940276759,0.968850002812017
"Q6GQX2","Nckap5l","Nck-associated protein 5-like",0.00212227394764467,6,18,24,102549.275538331,96203.6573764177,95569.9415026305,84084.648888457,100567.876512435,99856.2055784611,95373.3418244551,77490.8678985798,1.21959569188864,1.29780294426511,1.25869931807687,0.00741890356435607,0.388480768460827
"Q6IMB1","Rasl11a","Ras-like protein family member 11A",0.596347327132281,6,18,24,253562.120391965,264872.255370255,263156.93384582,252752.38310811,300545.893179061,285838.822582339,287126.337091814,290957.244635234,1.04795156474137,1.05145232010073,1.04970194242105,0.996815681826104,0.999825464286451
