"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1H","t1.2H","t2.1H","t2.2H","t3.1H","t3.2H","t4.1H","t4.2H","t5.1H","t5.2H","t6.1H","t6.2H","t7.1H","t7.2H","t8.1H","t8.2H","Av_expr","Amplitude","CV"
"Q8BTT6","Diexf","Digestive organ expansion factor homolog",0.00212227394764467,6,18,24,21063.4212993312,21307.0545519563,19792.6196204617,17770.5054366811,14978.6540923732,15044.0132789416,16070.3754466487,11265.5523022075,16220.9794654814,16459.9720755917,15063.7755560005,19147.2521600716,13950.4551607497,16573.7554273214,14574.5434000489,14630.9859016,16494.6196984667,0.608774402399969,0.165114916911285
"Q8BTW9","Pak4","Serine/threonine-protein kinase PAK 4",0.736166136975533,6,18,24,12406.3304939991,10074.7175070015,8673.86147462288,12810.903635526,10988.368738961,9518.28935285783,10869.4673514246,10778.6574485292,9238.59030426838,9410.81012147959,8869.34712809798,9492.97435134824,4982.6326595725,10752.1187670215,6579.872392259,7165.44427141872,9538.27412489925,0.820721953830005,0.214090833032373
"Q8BU11","Tox4","TOX high mobility group box family member 4",8.28297643976116e-06,6,18,24,49107.767785979,46977.7155958636,36671.4376005597,32959.150521031,31861.5865436553,32655.8580531558,29444.6759962723,28805.1520481198,37339.0200919085,41509.3263563097,39142.038545052,39420.2606473847,30239.9268194346,38971.1533290505,28935.6569162938,30607.7587060896,35915.53034726,0.565287928134635,0.17604519499193
"Q8BU14","Sec62","Translocation protein SEC62",0.742325844468593,6,18,24,25119.6818112782,24228.1919151584,16634.3031571305,15471.9027939989,17607.3254863272,15758.7627429056,16067.8866166275,12727.1418722641,16261.3946062949,14322.3809093037,12529.0513574438,14488.0638335813,13832.6469539032,16650.1673933303,15277.4048647853,14866.0258025476,16365.145757305,0.769356450627042,0.215707177675204
"Q8BU25","Pamr1","Inactive serine protease PAMR1",0.827964021487027,12,6,24,1904.87372108006,2300.42331486691,2251.44821559649,1886.7969112078,1359.27255979247,1225.94162444809,1600.56658660985,2394.20136692561,2397.44687877028,2556.47581965253,3307.31574320498,2749.60355033356,3256.96059261605,2576.89803869124,3492.72735905414,2063.68999950108,2332.79014264695,0.971705809779356,0.284599332006326
"Q8BU30","Iars","Isoleucine--tRNA ligase, cytoplasmic",0.104740236629495,6,18,24,192247.811580471,259809.882154221,90262.2569828673,183044.294538606,165825.849064683,134737.730758628,182477.719451884,105239.345142886,130872.080999442,187869.683818777,158835.329441784,230602.241042624,147470.349860441,108234.57933637,129515.626640747,129594.931997695,158539.982050758,1.06943133825429,0.290603991321252
"Q8BUK6","Hook3","Protein Hook homolog 3",0.842280172970011,6,6,24,2648.67088346415,6088.72496041555,1650.97817195081,3601.73568090665,5811.35397035428,2157.7910133143,4324.83992777473,2319.44762173262,6677.51391948651,5580.51720098217,4247.01837291381,4509.40654464194,5908.40881837525,4679.75534325503,3438.97912939783,7013.01544114177,4416.13481250671,1.21419238697274,0.379739320220091
"Q8BUN5","Smad2;Smad3","Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog 3",0.00155314212685054,12,12,24,16783.0579966689,15408.3914812964,21435.2963632377,16272.3507683096,17309.2472981125,10525.6263166901,10624.3175943401,9471.82442118442,11977.3896800635,12711.1260593864,14982.9306941328,17878.9815693911,16881.4797144236,13663.414671959,10026.2129114597,13195.9532574181,14321.7250498796,0.835337356385978,0.235104446544038
"Q8BUR4","Dock5;Dock1","Dedicator of cytokinesis protein 5;Dedicator of cytokinesis protein 1",1,18,6,24,24164.5557172496,36616.7111481149,29638.9950764136,25495.8091010002,33239.2300854405,27993.2672516835,28440.3584178324,31955.0540483511,21342.9249779127,32125.9668581286,23683.4547283307,32601.733070626,25036.8619150514,24524.3249755857,21624.8388529959,26537.3932383342,27813.8424664407,0.549143333526501,0.162238938046724
"Q8BV57","Ssc5d","Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D",0.0120320043860253,6,18,24,34546.5657027173,30503.8829346646,32751.6536792833,31551.8471647496,27849.1479472519,29828.0416651432,31034.4659488905,28386.5129748586,32925.9043350629,32270.8653736828,34072.7803711429,29786.1900849698,27990.3572933645,32202.8679248583,28723.5379649204,25243.4837076748,30604.2565670772,0.303980002737605,0.083043971182844
"Q8BVE3","Atp6v1h","V-type proton ATPase subunit H",0.769244719120214,6,6,24,189921.736664241,198643.311228314,183288.738945875,158703.708392736,171371.81438831,174832.734671292,166301.506508585,92424.5893472303,163775.104147091,170092.029815341,154686.846688746,197735.261275717,194798.48798098,167252.230469425,198429.58988694,195041.564318746,173581.203420598,0.611925253356546,0.15222909690188
"Q8BVE8","Whsc1","Histone-lysine N-methyltransferase NSD2",0.206405513307332,6,12,24,8145.80028831515,7512.80706632182,5670.00190563543,5557.55605220962,4969.89095202244,5912.69179376674,5106.70587892305,6936.80365048122,5369.30689992325,4655.16386690442,4631.07902258631,4795.14409770652,3915.15940753483,3792.32587301965,4128.93295174015,4284.66830402445,5336.50237569469,0.815791713149716,0.237493600291862
"Q8BVF2","Pdcl3","Phosducin-like protein 3",0.265547268522771,6,18,24,20609.6131481327,15201.6342190258,16269.5433903579,16295.7010592755,16142.1496185769,16403.2912069011,12511.3485163858,11963.3142579435,25220.0841532882,14288.0546278013,14795.5608378042,16713.5197757189,16444.0622056691,13497.2186458898,16572.2027424344,12418.4372981655,15959.1084814607,0.830671081078545,0.204764956169389
"Q8BVG4","Dpp9","Dipeptidyl peptidase 9",0.853430522236473,12,18,24,18192.6645502682,37326.8725895929,23485.4978109596,29558.6663279012,25374.4686082366,20415.9197765233,23005.500300619,28258.0016937763,19526.7307268936,21435.2025127476,22335.0575439803,30158.4288327586,17793.4025007545,30098.6734108894,27428.7400872712,25577.6965626087,24998.2202397363,0.781394431343903,0.211082946576784
"Q8BVY0","Rsl1d1","Ribosomal L1 domain-containing protein 1",0.435893574955956,6,18,24,55267.1097322541,43921.6552983573,51431.1271149388,53789.2632632056,45099.860253721,46726.2237289644,31954.2130832112,58383.0369993339,55619.5240446762,49146.9135886979,36442.0103818764,43016.6187206645,41983.3543065866,44254.9452636056,32784.4032712233,46858.2290289906,46042.4055050192,0.574010493722827,0.170976198056194
"Q8BVZ5","Il33","Interleukin-33;Interleukin-33(102-266);Interleukin-33(109-266)",1.80593197009468e-05,6,18,24,87870.9283422605,67925.8417518258,74295.2755300858,71287.5043072244,51563.6542463157,59873.4340444742,35559.7811348699,35224.761142876,91352.7262377847,54306.2577175487,54209.0478955271,61307.1899911821,44582.3342476299,48756.7562410175,34610.5321471071,39664.7188115938,57024.4214868327,0.995050762659288,0.313207509532305
"Q8BW10","Nob1","RNA-binding protein NOB1",0.901630160090503,24,12,24,11698.1656753388,12607.770383268,8696.75329446861,14570.5815627155,19127.434192389,9871.06628127044,13158.4443218881,10088.1355649668,8707.80478825103,9935.37811425771,7789.259773546,9931.68430409937,10628.7000543681,9781.68679870901,9546.71416471344,10939.7685542296,11067.45923928,1.02446046321112,0.250669683293678
"Q8BWL5","Rbms3","RNA-binding motif, single-stranded-interacting protein 3",0.876279025921901,6,18,24,143219.611490335,133302.045820251,104928.806977489,126481.988080757,119356.450114174,103433.861024864,100935.745923271,117278.309104954,157508.166606843,151171.903546374,153300.880421528,132392.914630231,160367.512386644,147411.099375565,170490.796243193,146636.138034615,135513.514361318,0.513270212552146,0.160105467899968
"Q8BWQ6","","UPF0505 protein C16orf62 homolog",0.813315006787795,12,18,24,1749.82820532368,4034.64131417901,3407.61089703576,2010.25456960265,2203.7613869231,2665.97370237124,4269.71234280597,1641.12525978286,1977.34703429883,2600.92315324644,2453.95542597081,3625.51677519001,3360.58818197184,3310.07085254624,2932.25332447674,1842.80207908738,2755.39778155079,0.953977353332881,0.303507079154078
"Q8BWT1","Acaa2","3-ketoacyl-CoA thiolase, mitochondrial",0.181622322898315,18,6,24,1421.48400150716,2172.94143069689,1689.21505784698,2887.59038200586,2003.96795236927,2619.32689524938,1401.33574341576,1899.97594017147,2612.16526791279,1462.19557296886,1212.19737000395,3128.22353379878,2431.4304913059,2762.96117592282,1727.60726167327,1568.02357547751,2062.54010327042,0.928964319654551,0.294249597356291
"Q8BWT5","Dip2a","Disco-interacting protein 2 homolog A",0.0840877453514647,6,18,24,29229.7269929968,26197.3613488689,26028.7538399742,23864.9313787785,21063.5916082853,21319.5971689736,28100.1353539395,20059.5249661335,23870.8402215143,27853.1769633543,25339.6330573914,25688.0187283612,31551.8739170136,22377.2442456942,19187.0087367834,23079.5298516936,24675.6842737348,0.50109512842939,0.140516667118925
"Q8BWW4","Larp4","La-related protein 4",0.00300838343845901,12,12,24,122735.271802212,81631.9686288883,92208.7534555189,98029.3783353284,77760.9447293916,92378.149754841,77087.7766604883,79838.1492275709,90579.9680197173,80107.4511803014,80411.2480732454,99306.5621612928,85349.1006551795,81786.2106081766,75390.2114718576,78694.6315447212,87080.9860192957,0.543689988993275,0.139299915977128
"Q8BWW9","Pkn2","Serine/threonine-protein kinase N2",0.0562657061780439,6,18,24,99633.5235699299,119569.272686393,99257.9246172445,93639.9906395603,92907.9094361978,75124.348484037,79692.3372776353,89262.6688271907,88246.7708519839,93369.6700863542,73374.0357382731,106865.047191692,79242.9267636442,87695.4344845142,77005.3810673643,83881.1786922971,89923.0262758945,0.513719776360589,0.13785833663512
"Q8BWY3","Etf1","Eukaryotic peptide chain release factor subunit 1",0.153143826368685,6,18,24,69483.4064154654,78441.7151285917,61071.7277507391,66027.4309619203,74174.1005491522,68256.7346871287,64942.8461439683,57765.9113474319,96262.8549609269,61883.2122545194,62258.7232358892,75905.950538094,56302.396440424,66333.0366623751,63011.3790521772,53563.7091398209,67230.320954289,0.635117387735481,0.154123145701377
"Q8BX02","Kank2","KN motif and ankyrin repeat domain-containing protein 2",0.770980752647826,6,6,24,306684.66909389,262281.095812953,244836.817796174,205346.194800594,223368.627572786,254028.647207068,217903.539310865,229648.754285191,233293.809631795,244377.119538621,274843.996869394,245927.505271292,271951.518971501,262697.65309143,279698.526582576,288481.230662152,252835.606656143,0.40080776451363,0.108921751503372
"Q8BX17","Gemin5","Gem-associated protein 5",0.0199807470981847,12,12,24,90606.7752113129,87363.899105161,87686.361243688,89923.9319340847,75227.5502910663,72964.885542152,66404.3493531456,55046.9022426157,62010.6086072177,68337.4893482909,59531.6833776897,68780.2373661362,59167.9719902942,68396.9238642744,57506.0678892196,49025.3564194994,69873.8121116155,0.595093033215246,0.188488879776256
"Q8BX70","Vps13c","Vacuolar protein sorting-associated protein 13C",0.58627791105411,18,18,24,13850.7850315546,13321.9121784581,13037.5202982927,13016.1993936982,18311.4564088804,12189.2788409411,14829.5692395979,6478.14507828016,14228.2021376771,14663.3553055612,14345.7780710134,12897.4522129703,18248.709403882,12773.5973277859,15272.3628169751,15836.2348113956,13956.2849098102,0.847884047013278,0.192132536560159
"Q8BY46","Znf574","Zinc finger protein 574",0.494883896312395,6,12,24,11700.4067032459,12253.9611644093,9897.44182330013,11095.1242553524,11355.7883788148,8125.74004634188,10357.5150160714,8936.69258664913,9601.4975430604,10865.8283810434,8163.99948620317,12462.0215063306,9815.38710043462,5841.79031633475,7466.76860206617,15586.0214484882,10220.3740223841,0.953412381074522,0.226384584314563
"Q8BYB9","Poglut1","Protein O-glucosyltransferase 1",0.121239483765108,6,12,24,33042.948028413,37136.3684383137,35987.9406872428,21905.7485655765,22834.0499709141,30992.4563181904,23104.5557354613,21182.0981566587,34892.9817784524,37000.506869544,26048.7851633741,22349.1257889686,16024.9704179797,33462.4236695569,37438.0117180888,32169.4252952166,29098.274787622,0.735886971182839,0.241479575417214
"Q8BYJ6","Tbc1d4","TBC1 domain family member 4",0.202556542240958,6,18,24,4411.46343523071,4973.56252872529,3452.38830288785,3366.73835262593,2447.03281219297,3119.56792359561,2198.50799919423,3018.20508739251,1945.93721588711,2652.38136978964,1374.17242854587,2292.54754501284,1733.96227410492,3288.77101702127,1099.16642261491,1619.99020336634,2687.14968238675,1.44182370319956,0.398529145974448
"Q8BYK6","Ythdf3;Ythdf2;Ythdf1","YTH domain-containing family protein 3;YTH domain-containing family protein 2;YTH domain-containing family protein 1",0.136349899268303,12,12,24,186676.504151893,171318.956951999,194462.236212576,169642.105495126,196083.30667581,142979.485928489,117624.222305676,116318.81854014,144023.292174436,139046.508672261,185917.787497837,183400.347098369,150805.849257621,144998.296033877,171073.455288135,179431.741361301,162112.682102847,0.492031142172247,0.159810425194505
"Q8BYL4","Yars2","Tyrosine--tRNA ligase, mitochondrial",0.58627791105411,6,12,24,21277.4394644643,21102.5085973036,14619.3198937866,14201.6469654545,17875.6859095538,14460.5102077758,19078.126527224,20691.2212632849,14587.7932623511,15033.8711077178,15905.5132354462,20957.0415005117,14249.3389447865,17685.5495327503,12263.2686838715,14410.8219437504,16774.9785650021,0.537358110215367,0.179954978954054
"Q8BZ03","Prkd2","Serine/threonine-protein kinase D2",0.00526515992935006,6,18,24,3229.20916281214,3364.94680210803,3353.77738662932,3691.58760054339,3676.80795970363,2922.61473796999,1857.78716929703,1909.84053850807,3880.06077522873,3071.2660231542,3233.22380509332,2681.80292127202,2237.04695000904,2803.55503286502,2473.83033757698,2504.11708815428,2930.71714318282,0.690026879815316,0.211225511985379
"Q8BZ20","Parp12","Poly [ADP-ribose] polymerase 12",0.00884032351166639,6,18,24,52820.6916174105,43398.2387852082,47044.5764714233,37079.0478387036,32671.7108279996,43529.0783196894,35103.2052674875,27311.2717561687,53492.2368379592,56073.6451387847,40784.6159149985,39030.9166428522,40201.396096359,43275.6304042445,41223.077009176,37136.9985603908,41886.0210930535,0.686681919935003,0.183974153324947
"Q8BZ32","Asxl2","Putative Polycomb group protein ASXL2",0.736166136975533,6,6,24,10626.7302329289,11574.9791603433,10530.6144667254,8881.51667178603,6036.75871509792,11732.8423411466,6703.29033749903,11139.9370499946,11724.743235696,9447.94491692313,9699.48119207557,13098.7270215961,14395.9447133066,9930.69013242628,10066.2467710723,16952.8231003274,10783.9543786841,1.01225060881253,0.246620377677851
"Q8BZQ7","Anapc2","Anaphase-promoting complex subunit 2",0.149984889195133,12,12,24,21985.8283859154,11820.2131751647,19554.0164213004,16755.8885936313,18002.57176067,13164.1803905022,10175.4571000234,8867.6403982929,13441.1431774756,12349.867951332,11283.7551498752,14017.7135872681,16299.7471522821,13171.130580947,13598.1004211333,11336.6587160828,14113.9945601185,0.929445447335665,0.250892786221945
"Q8C006","Trim35","Tripartite motif-containing protein 35",0.140381840837961,18,6,24,33545.6105879874,29668.8931781581,33553.2447115736,30014.1838040638,36235.5912807482,29935.7138650947,27515.6336234693,32110.2630955739,28527.4934717594,23769.8057310526,25056.390706048,31012.6281306607,30279.8725280895,31896.8380009929,24704.7233373541,22986.3072749465,29425.8245829733,0.450260415589786,0.129227775414909
"Q8C052","Map1s","Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain",0.718028074820449,12,12,24,38504.669192331,46397.6564380828,34058.3740989387,40304.9372362232,35657.8058863115,30895.9024432339,29158.8836449421,27375.6902983338,28136.5028915303,28895.9677877843,28703.8255387103,38569.5178521406,34796.1810355609,32747.589727544,34555.4729850202,37242.2210645702,34125.0748825786,0.557419030000723,0.154244964290484
"Q8C0C0","Zhx2","Zinc fingers and homeoboxes protein 2",0.79988296709962,6,6,24,24007.0114553767,21131.2555963359,16381.4869049881,17697.6525288676,18932.0173741335,19574.9397054733,16477.2991551088,6815.71344337684,21970.2923176177,20229.6218987681,21659.7651683798,22424.7257060791,22866.7911122681,24059.2626474642,21164.4998879283,25132.4099992102,20032.796556336,0.9143354750458,0.218818386017987
"Q8C0C7","Farsa","Phenylalanine--tRNA ligase alpha subunit",0.00254672873717361,6,18,24,53182.9537786018,62466.1232433125,42827.827788302,55966.9113986845,47200.8161845517,42229.5718381316,35882.7068301158,16699.2264685357,39284.5531563875,56347.1111814207,36592.2867133481,44700.5559130426,33768.4135124975,45271.2244115234,26340.6661698387,32797.4876128119,41972.4022625691,1.09040451124218,0.282066408289468
"Q8C0D0","Trub1","Probable tRNA pseudouridine synthase 1",0.792614836000503,6,18,24,1283.66078521725,1410.81426019907,1638.02291126889,816.867898917933,1063.35566357688,632.482218643835,871.264725508488,363.20727068163,987.8393071916,905.984989787591,728.887763438627,580.11636277425,1113.94204473826,861.172408415587,1449.48790446484,518.813391483971,951.619994144294,1.33962679266064,0.377735560132046
"Q8C0D5","Eftud1","Elongation factor Tu GTP-binding domain-containing protein 1",0.00526515992935006,6,18,24,13018.1311126519,9337.57811258557,11088.5711306576,8629.52033168214,8359.60729117364,8933.11435312127,8214.13460184596,7197.26524692847,11084.1114395189,9211.19759359119,7381.2310001198,7977.69676302781,7220.11593627356,7393.23977118711,7374.09576331543,7464.35155473345,8742.74762515086,0.665793651526454,0.193179997801911
"Q8C0V0","Tlk1","Serine/threonine-protein kinase tousled-like 1",0.0681661147126699,12,12,24,16142.1240152232,13950.0341073132,11540.6216829958,14390.3173164589,14615.7371441843,11246.2275306514,10713.9154751019,10703.5416997275,11158.7240071746,10521.5253756705,11641.6601089434,12287.423807963,10313.6721827265,11423.5889183244,7690.13132005626,11352.3280428127,11855.723295958,0.712904011351928,0.172272015812637
"Q8C0V9","Frmd6","FERM domain-containing protein 6",0.000498646468748435,6,18,24,18183.7004386396,19134.4448174021,11089.0742475773,15180.4911627446,14851.6781874237,14620.1793862753,12806.2748738936,12859.2731894334,16955.7059997576,15954.4395661922,15005.7574786602,14242.5635165873,13399.592712069,12896.4295631451,13904.9594508597,12350.0079599149,14589.660784411,0.551443291842759,0.14800584966062
"Q8C181-4","Mbnl2;Mbnl1","Muscleblind-like protein 2;Muscleblind-like protein 1",0.494883896312395,12,18,24,46991.2177739288,48377.2190175973,51914.8740332173,59986.4304855528,63827.2753186026,51677.1386124498,45306.4128222469,58375.6159253559,20806.1290050565,55520.3678923863,47389.9264643931,64422.3851688083,45027.6056368408,36793.221267883,39588.9493139031,54970.8741839326,49435.9776826347,0.882277608501163,0.223183043140715
"Q8C1A5","Thop1","Thimet oligopeptidase",1,24,6,24,2881.40163162199,4343.7821191568,1909.20293097984,1284.73300894328,2371.74780755626,1976.13597411037,2146.98921775615,2823.08514231251,759.773558724013,1172.71059896499,2117.85004612617,3094.1016485848,2584.79932355248,1281.90624475611,1969.82723847337,1905.90582970887,2163.997020083,1.65619847309001,0.404592671847558
"Q8C1B1","Camsap2","Calmodulin-regulated spectrin-associated protein 2",0.0928384151937724,12,12,24,5747.56427347534,3423.10419245793,4607.2931920279,5312.00439241231,4645.69715215144,4028.01031247235,3471.6689965201,4237.79524504473,5797.81102111258,6329.66229001409,5905.38426882507,5950.67952477101,5261.88174246811,8884.32377289248,4393.43877986115,3645.39944262871,5102.60741244596,1.07028018011221,0.270625251180488
"Q8C1B7","Sep-11","Septin-11",0.827964021487027,18,6,24,18182.2437704999,28126.7272454578,19321.8279628652,18883.9407110987,22379.0079512619,14629.9601684138,14214.0815753644,21169.4280303548,11846.0922867027,18654.8777300852,17323.056554594,16740.3741425237,17293.4811933676,20769.3454509528,13181.7281129703,17366.2751454964,18130.1530020006,0.897986627964949,0.216863872180031
"Q8C1D8","Iws1","Protein IWS1 homolog",0.413768784442628,6,12,24,2900.56242022815,2816.21081673436,2951.15807165031,1871.19891684258,1480.84523474409,1785.11813491065,3067.98076708748,1698.06842742866,1840.75422120581,1979.27419523735,1651.89830696184,2882.63458853143,1868.78722194045,2113.26843493249,2490.3682543943,2514.72859423081,2244.5535379413,0.707105224052312,0.242677191207571
"Q8C2E7","Kiaa0196","WASH complex subunit strumpellin",0.413768784442628,6,12,24,146942.967306674,125742.359032431,128032.690604867,139577.298260248,130677.207551836,113334.186056121,131521.226936344,88394.9461771781,146898.984886166,129789.750741402,109361.317550044,159734.9141946,110815.089871837,122987.256135281,159689.116378531,134611.119844913,129881.90197053,0.549267965244373,0.145103443238368
"Q8C2Q3","Rbm14","RNA-binding protein 14",0.546765117594782,6,18,24,64323.7758134316,66657.3251368365,60025.4583824823,63961.0236126028,71969.2224946962,50341.1840880513,63510.3378045374,40063.5728792363,38230.0288668536,55301.6158620844,54792.6526866095,49482.9375393964,43824.7620286025,40036.527165129,37028.69827686,43917.2550785267,52716.648607246,0.662798663059046,0.216645809693322
"Q8C3F2","Fam120c","Constitutive coactivator of PPAR-gamma-like protein 2",0.553812674111486,18,6,24,19068.906461965,10077.3710761429,5704.59119386387,13463.7777709323,15934.1252636597,12084.6997088453,11142.3675632451,5776.49158375081,11434.3759932359,14264.1302497844,13086.4053463197,17642.3440797253,15247.4362527922,17229.9431854225,10761.7468460058,15143.7100737092,13003.9014155875,1.02771582473561,0.295869948111949
"Q8C4U3","Sfrp1","Secreted frizzled-related protein 1",0.736166136975533,6,6,24,280710.483341615,209226.850618187,231178.828556678,239186.370480001,200485.498262725,245750.092889366,250572.793259156,247423.131471515,467493.332932078,284433.49761416,334457.095778564,313620.007839426,355661.885653109,300527.307163266,347171.210378139,303098.332350193,288187.294911761,0.926508001510292,0.233409122802335
"Q8C522","Endod1","Endonuclease domain-containing 1 protein",0.140381840837961,24,18,24,2230.60712738476,1435.2492093765,1963.53955830597,1133.32972232045,476.420799677095,838.639371051025,2185.8149660863,1584.39929430227,1186.54708285799,1767.49144027082,1331.6575423637,1496.045253018,1422.53409767251,2108.01511226939,1472.27796056676,2453.04301685133,1567.85072214843,1.26072092786083,0.339867296882096
"Q8C547","Heatr5b","HEAT repeat-containing protein 5B",0.000256068998048088,6,18,24,78757.3401522414,63609.8115432732,66760.3449824029,71564.9057638992,67673.2944310722,59836.8188087764,64167.8866961287,46984.5388718376,78858.7481552717,70560.6881802652,69962.0021210489,68305.7215909787,62562.8118175899,61689.7680328893,58630.4445508853,56373.6756180689,65393.6750822893,0.487420369681389,0.12388004032799
"Q8C570","Rae1","mRNA export factor",0.341223288618683,6,18,24,6243.16759514223,7096.1967111157,6009.37942380987,7004.99388860322,6976.56051939063,6970.18661471924,4935.84769797022,3953.80341403311,8089.24587667205,6416.05009846188,6265.85724115265,7989.48432337446,5831.68076958276,7005.44904369215,5189.24535392997,7141.34524360005,6444.90586345314,0.64166064644786,0.169422678634291
"Q8C650","Sep-10","Septin-10",0.801846290999874,6,18,24,18484.8945893609,23028.0047055612,17394.7643812364,17800.7674137729,18497.6877361396,13240.5039297536,14583.9217165092,12754.111141111,10308.0371073334,11762.1604043964,11376.0134040065,15871.3739229833,13514.2375503984,13922.6422666441,15641.6423985912,12819.4927240861,15062.5159619928,0.844478281737532,0.220578615387016
"Q8C6G8","Wdr26","WD repeat-containing protein 26",0.801846290999874,12,18,24,147706.149360455,140782.899491495,149224.478378976,137038.187620617,155081.706321625,134556.811367995,156808.735483367,126375.459791152,140188.724339764,173129.281614098,157162.411470736,166816.13597337,177715.861661533,134895.774492889,149758.904057377,149106.536318414,149771.753608991,0.342790951118962,0.0958189672009167
"Q8C6P8","Zfp57","Zinc finger protein 57",0.874741408363499,12,6,24,25560.3799492198,15804.2155448946,19867.3324830351,18734.5922500808,15981.8537953074,18215.3273917997,15773.7069081261,21148.2417691566,18192.512937217,21664.4604655699,24021.4813625397,21496.8763130788,22026.5349851022,18968.2198971665,22770.8963202453,19620.7739084671,19990.4628925629,0.489567104758472,0.145036907728572
"Q8C754","Vps52","Vacuolar protein sorting-associated protein 52 homolog",0.548151533730356,6,18,24,3538.58306539461,2630.90323835712,2922.73196568803,2475.97145285914,1817.91673277664,3151.00018072431,2128.07410959532,1623.94818855086,3067.40555917874,2428.32436871011,1834.03702516958,2528.47600849233,1947.65327152386,3340.92218382232,2193.08911550726,2614.09989412509,2515.19602252971,0.761226902274626,0.22855714204543
"Q8C7Q4","Rbm4;Rbm4b","RNA-binding protein 4;RNA-binding protein 4B",0.000256068998048088,6,18,24,13327.392963839,13324.2340514569,12582.954161356,9478.35010887419,12449.0419150464,8890.48017456903,5625.25361383233,8049.87424627854,20474.9321075181,16609.7594857841,10110.3633135677,9732.27068921249,8004.95857355243,7629.54377606951,12214.865024894,7212.6505975162,10982.3078002104,1.35214553842693,0.348373957693591
"Q8C804","Spice1","Spindle and centriole-associated protein 1",0.264522510032964,6,18,24,2633.76804788158,3381.75274000382,1833.98695148673,1854.66691083873,1651.13703350967,2128.86664904161,876.49126855293,1946.58390478937,1862.72347723777,2192.82527379644,1390.91207053259,1959.48249401511,1913.29254452694,2385.10400400901,1329.78968945164,1880.12086167243,1951.34399508415,1.28386459679184,0.289084122508494
"Q8C827","Zfp62","Zinc finger protein 62",0.405384774669838,12,12,24,6507.94504237236,5823.8103077951,4656.34709169732,5547.37532534849,4513.7682863706,2593.4120024039,4004.27862104895,2719.19010662055,4656.031478848,5719.17457444503,7932.02228844408,8796.97652125639,7845.91749430954,7344.813687729,6756.54574752701,5459.27277103828,5679.80508420341,1.09221433251394,0.317371197969941
"Q8C878","Uba3","NEDD8-activating enzyme E1 catalytic subunit",0.104262671522376,12,12,24,17110.6962766947,20433.2563467562,16327.5276153517,19037.025218671,11350.7453641501,16310.4155748001,14277.546740904,14881.4253475353,10231.1447112216,16392.4637219702,15646.6194542652,18359.6126954051,17991.1675739146,11790.7484149969,12542.900655423,15150.5530075343,15489.6155449746,0.658642017673868,0.186711208907289
"Q8C8U0","Ppfibp1","Liprin-beta-1",0.435893574955956,6,18,24,573660.900855123,550520.610130127,445940.66273176,469417.157165271,414339.235927731,443757.61339094,459941.449999198,321255.921383835,324048.288156974,468887.924461514,443483.620488874,470540.353959376,458637.101155321,468347.947144839,435997.067490687,495903.685398684,452792.471240016,0.557440760399687,0.143184054751262
"Q8C9B9","Dido1","Death-inducer obliterator 1",0.0255585911246088,6,18,24,38806.3115486338,41796.3675468254,35766.8333789637,42530.6869710919,33738.6686449084,37499.3515259754,33834.2752811977,32024.8302439247,36282.5372224737,43667.6069086305,38731.1564235598,42425.4681378666,36892.2944640461,39099.7164618604,32348.3669766007,37979.3736315505,37713.9903355068,0.308712405161339,0.096893464797117
"Q8CAS9","Parp9","Poly [ADP-ribose] polymerase 9",0.778379925854325,18,18,24,18222.2461186426,16062.8279708041,21561.9560477687,21048.5126836367,20068.8569656811,25191.7837386589,13366.6349531584,28705.8001577168,23276.6340229896,26582.5844525899,22869.4896367266,17214.2695197682,27854.4415287989,18869.6484610151,23607.6745748195,11915.6304214549,21026.1869533894,0.798536119434407,0.234126325531809
"Q8CAY6","Acat2","Acetyl-CoA acetyltransferase, cytosolic",0.718028074820449,12,12,24,20127.7921480948,17126.577500379,15682.154386624,23287.7121861017,22451.3211793998,16941.6522066588,17663.2266601929,2783.71724986826,12677.9187874975,8153.21999007221,12810.5816999476,16588.5539103898,8434.52220185044,14047.3848011535,11619.9033832951,15304.370259167,14731.2880344183,1.39186708509994,0.363263940201239
"Q8CB77","Tceb3","Transcription elongation factor B polypeptide 3",0.22043542502747,6,18,24,8916.71388837578,7199.35421148919,8994.85006938279,6224.8139668509,6303.22800782523,7150.08612892397,7030.07371927772,5564.53847086705,7846.13326039389,8409.21083485249,7453.61092939191,7270.88628359543,8092.1148302843,8326.61193598532,6732.64644090685,7665.77182427964,7448.79030016765,0.4605192870631,0.130109617474767
"Q8CBE3","Wdr37","WD repeat-containing protein 37",0.676678016636985,6,18,24,4812.04717363432,3149.12317860422,4424.28441249199,2640.45090242287,2190.01917196191,2982.05179865751,1906.56823771182,4508.75494614378,2757.45251770902,3115.47411296794,2761.28003499057,2508.97778837006,4336.97823704941,2464.47693370071,1575.43825876264,3251.28612348712,3086.54148929162,1.04861992819494,0.313103986767497
