"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1T","t1.2T","t2.1T","t2.2T","t3.1T","t3.2T","t4.1T","t4.2T","t5.1T","t5.2T","t6.1T","t6.2T","t7.1T","t7.2T","t8.1T","t8.2T","Av_expr","Amplitude","CV"
"Q8BM85","Tbck","TBC domain-containing protein kinase-like protein",0.00300838343845901,12,12,24,28600.8945622497,31836.9697320957,34630.9211535418,30980.0452395769,29555.7581420728,32693.5600424246,28102.2508594574,29271.068792675,27154.4149697622,34590.2818128988,29964.5298258349,33411.1750905201,29529.3906178075,32966.2234652868,23833.4574757584,26575.2773067569,30231.013693045,0.357165121468206,0.100350483207078
"Q8BMA6","Srp68","Signal recognition particle subunit SRP68",0.494883896312395,6,18,24,79938.9221162878,59425.2435726029,74339.0467020985,58403.4675603932,62741.7664120345,70296.905525496,67259.3869069161,57706.9952601188,98711.7016085266,77837.7558397465,71215.8583728153,76341.8243861001,77414.717924062,75863.0415480424,70337.6762022524,77621.8777014513,72216.011727434,0.567806299012641,0.141748472687106
"Q8BMB3","Eif4e2","Eukaryotic translation initiation factor 4E type 2",0.310144090958618,6,18,24,43199.3985550259,26493.2343081395,34565.5788435975,45042.4310697108,33668.6878110529,26953.0768914375,36538.4015433412,25948.3100692976,48388.0118103461,49025.9394511605,45054.7939630473,44262.9094995709,45169.7063322658,33995.7791922987,33493.6177162005,44996.7526826676,38549.7893586975,0.598644759563548,0.207453051252337
"Q8BMC4","Nop9","Nucleolar protein 9",0.00337964539945785,6,18,24,203596.264850898,199838.080734248,170263.570167961,159449.796889678,147032.694701494,164765.216782967,175409.006646528,148938.239711326,165718.657905955,191379.421279559,196021.207664445,173334.745473339,165121.291696249,163523.517558108,140123.550692161,144793.504549549,169331.797956529,0.374842261906602,0.11720583178624
"Q8BMG7","Rab3gap2","Rab3 GTPase-activating protein non-catalytic subunit",0.114262076323085,6,18,24,260809.707320515,228018.321624058,215425.860463608,252705.254937612,230411.737874984,230400.116681991,180763.72443706,204942.007992593,298450.270622796,230985.708991277,225056.877583221,278988.510054071,251732.14006309,252402.095821311,240204.166085592,186686.143772446,235498.915270389,0.499732858856754,0.131177160922714
"Q8BMJ2","Lars","Leucine--tRNA ligase, cytoplasmic",0.313110600467639,6,12,24,493390.530711367,472579.866742363,477745.991218882,376067.700186025,389922.922095013,430500.122666908,467584.460331937,398394.67305209,415105.683343978,469434.367657322,428170.272088708,465559.179116048,457174.283195808,453639.694352666,406249.671129244,446100.763433455,440476.261332613,0.266354491318997,0.0796148785530125
"Q8BMJ3","Eif1ax","Eukaryotic translation initiation factor 1A, X-chromosomal",0.202556542240958,6,18,24,401627.721254149,339916.015357166,364954.598799764,304908.94004307,323073.440130946,369367.726408715,356709.073953148,332875.531315515,403188.076983749,446049.848431376,373124.812763459,339467.025690057,373899.359644672,358983.893884405,321369.639960163,359526.553092955,360565.141107082,0.391443576478153,0.0985482838392688
"Q8BML1","Mical2","Protein-methionine sulfoxide oxidase MICAL2",0.58627791105411,24,12,24,183630.723123281,175650.79801002,184510.33198272,184735.07976733,169215.835565334,178883.901194468,202298.450636672,183580.356046027,151955.540773332,166931.93153642,141906.986036308,137424.60758933,162267.278803718,161895.178562459,177046.668487876,171092.486006501,170814.134632612,0.379792007182971,0.0991631044454934
"Q8BML9","Qars","",0.0281144502370696,6,18,24,2436144.59301911,2131472.22611213,2218245.2408844,2066270.65671411,2096647.80047264,2245070.27414751,1963214.49431534,1981497.05322589,2550711.55922027,2458315.78175777,2418501.43491256,2400088.22325742,2447798.95991218,2175514.58714438,2188085.26625131,2102623.02025816,2242512.57322532,0.261981614693894,0.082660535248799
"Q8BMS1","Hadha","Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",0.0700731211262206,6,6,24,1995292.47404997,1545081.54179452,1357991.55558989,1467592.87354373,1410154.77668222,1367008.08970602,1726098.81742476,1645624.05962976,2164190.37542231,1719568.83072237,1649802.99836544,1569671.41848244,1657869.62605769,1709481.81750316,1578789.70794205,1637311.75150959,1637595.66965162,0.492306394535062,0.12946679538253
"Q8BMS4","Coq3","Ubiquinone biosynthesis O-methyltransferase, mitochondrial",0.202692387334919,12,18,24,20118.8280364662,15412.4824003895,24173.3844194008,23996.2534151707,17844.7974447327,22962.3505860912,17655.2624041252,16913.4421039737,24102.7609526441,17826.1580793886,21264.1009032392,23650.8092386769,18120.2111930808,26329.939732375,23353.2528423188,23301.8756145309,21064.1193354128,0.518296405282474,0.158408516213649
"Q8BMZ5-2","Tsen34","tRNA-splicing endonuclease subunit Sen34",0.00416585082653965,6,18,24,79015.2824643547,83444.7986140156,77869.9212444574,79461.0401569247,71263.2004416438,79000.2968930064,65958.9732208585,71423.3119931086,68267.390547979,79026.3813510444,76519.1861997317,81335.0526745942,67479.0137383017,70849.1748834137,60317.0095433839,64919.607408977,73509.3525859872,0.314623762242744,0.0928978819203292
"Q8BND3-2","Wdr35","WD repeat-containing protein 35",0.0120320043860253,12,6,24,40514.5350708612,39421.2020344746,47566.0571586782,41613.954547771,35474.9065508842,41332.3313706784,40799.8883029273,38541.6192074318,50008.0371855705,50557.4117013434,44038.4789377686,41821.9095968089,34420.3946720549,39045.7505108666,37620.9372126414,40197.8726122242,41435.9554170616,0.389444791772412,0.11172362398393
"Q8BNE1","Tcaf1","TRPM8 channel-associated factor 1",0.0257456747869604,6,18,24,294361.256632456,268625.226803233,236711.479543239,228336.891285609,220851.622932121,224099.453863399,225103.475679087,223099.203995098,263076.659554362,256609.75803767,216956.222424081,213143.906983889,222155.735244217,233135.773741753,222934.143926231,194673.533486503,233992.146508309,0.426030209276331,0.106085581416296
"Q8BNV1","Trmt2a","tRNA (uracil-5-)-methyltransferase homolog A",0.00337964539945785,6,18,24,77130.1297888576,79844.6792467474,64087.4231452621,77367.2662665952,51690.4230274486,65406.8488419831,57664.6982923311,46807.7906098983,62849.3782219472,67697.95951819,58198.7893844974,57586.3091939396,55414.2534588083,54225.847193144,53951.5956126822,55718.5390840354,61602.620680398,0.53629031154776,0.158386368650677
"Q8BP47","Nars","Asparagine--tRNA ligase, cytoplasmic",0.764532693263432,6,6,24,388060.717586477,429141.282649667,363996.802541835,374273.968194491,398279.692690438,375694.805698724,419526.397038293,348281.988596903,475236.200326265,440212.092157195,461507.744663264,435874.291147441,482425.95964951,460961.202390763,414997.240884238,463560.370245948,420751.922278841,0.318819627314043,0.100520699424588
"Q8BP48","Metap1","Methionine aminopeptidase 1",0.0255585911246088,6,18,24,327983.510374868,346920.663932902,312831.560141027,300411.020194893,281848.866485517,316552.924000349,293836.747724536,301108.628642777,291165.596934012,330043.451960654,321344.915188049,317393.799715818,300067.429270495,294030.379753362,231885.392244565,300746.644092316,304260.720666009,0.378081243732453,0.0845050257590608
"Q8BP67","Rpl24","60S ribosomal protein L24",0.0255585911246088,6,18,24,3192506.16800577,2966634.79630899,3047129.63654816,3288209.82968901,2803464.80373848,3272123.79839478,3010372.19191212,2744401.60359483,3178725.33392115,3567616.91797361,3053446.32752174,2973977.19131205,2695048.7158681,2816658.34782614,2594112.19987649,2873946.2235721,3004898.38037897,0.323972592369112,0.084456948344498
"Q8BPM2","Map4k5","Mitogen-activated protein kinase kinase kinase kinase 5",0.000453314971589486,6,18,24,259924.501297189,268586.52891992,231265.238887634,230236.670958594,236641.662062505,220155.374365174,214204.889016415,194466.528566335,239559.19274355,245470.359594956,220991.807705311,265399.13691158,206774.128533627,248943.499209835,171013.152396326,186203.171486532,227489.740165968,0.428913305946933,0.123808965900652
"Q8BPU7","Elmo1","Engulfment and cell motility protein 1",0.000459069934099888,12,12,24,38517.4430514018,35914.3998486804,36296.1123784737,42262.9058342951,36750.6091533766,37751.5619508618,35476.1564461588,27627.7534110596,38178.2145837594,38893.8613419904,41029.7185138608,39127.2555759109,33226.4957610032,39081.9506797633,33366.6589523406,34472.8163245026,36748.3696129649,0.398253108297686,0.0956561552813308
"Q8BQ89","Lix1l","LIX1-like protein",0.778379925854325,12,18,24,9004.89833652226,9841.64568407832,11211.457438291,8920.65175944486,8447.13961713881,10128.9612632972,10338.3510249085,8743.29215871037,6954.92759117304,7894.21259328112,8787.36092700395,9836.67479513993,7532.52584776303,10105.2914747565,9641.60550450065,9709.82557889144,9193.67634968131,0.462984521666951,0.122040666104611
"Q8BQM4","Heatr3","HEAT repeat-containing protein 3",0.00916487181838723,6,12,24,168855.850234212,155374.212807989,163941.906072102,154081.097990801,103272.83548724,150692.594003588,159685.822987831,141474.63030931,136646.699947442,163826.859326938,127582.703187391,142163.295476955,110665.538898146,115732.608567442,116771.810464185,121471.000960589,139514.966670135,0.470078704186874,0.152159990978744
"Q8BRF7","Scfd1","Sec1 family domain-containing protein 1",0.199362828390778,24,12,24,96997.4024427458,133623.459382508,121149.799585098,99139.264365519,115551.405495854,116254.209304807,140036.883295254,125969.110740405,123497.374812353,99318.5186897609,113888.820037838,126959.115195246,105700.686551273,124126.463033515,123461.599498706,127255.759366611,118308.116987343,0.363791445155978,0.106653443607763
"Q8BRN9","Cc2d1b","Coiled-coil and C2 domain-containing protein 1B",0.807732893034616,6,18,24,415604.227951295,391884.287380799,402536.300687267,365851.42484193,425812.346440566,385372.346247938,329958.631119685,386989.188254946,412540.140567994,452482.801623002,439400.764741353,439981.325331378,378010.429736926,449577.44320972,440579.179699604,404134.746141904,407544.723998519,0.300639815186915,0.0830752514494777
"Q8BSN5","Phf23","PHD finger protein 23",0.826685011670622,6,18,24,109892.164969109,113642.415443606,104878.495285521,92421.3856546324,88599.4638897455,99246.515919606,121952.671036981,86125.1835507372,109176.839622202,87980.3398714371,100321.815765616,89825.6412551111,101984.81936032,94808.1468254913,92447.9634184105,98321.0583115655,99476.5575112557,0.360160105884142,0.103460509175912
"Q8BSQ9","Pbrm1","Protein polybromo-1",0.796133553482692,18,6,24,579583.153253961,562918.87017314,558186.965702167,470749.468727087,488255.044072219,568668.659212206,514182.351940466,503888.343830256,524181.246768444,601849.246781382,684286.062126127,624943.639392432,706864.51251373,639879.916315462,674127.27796643,619935.798144083,582656.284807474,0.405238988994449,0.123671018012745
"Q8BT07","Cep55","Centrosomal protein of 55 kDa",0.434973443761697,6,18,24,18208.7999511997,24264.6784908532,18404.2684805871,22856.1988090521,14954.069395883,18904.8307343464,18310.1980241942,12810.7647058699,14660.1260015506,17597.4202217405,11775.2919100306,15713.3497117196,15321.9390354554,12265.648783742,9000.15618209208,13300.6798968277,16146.7762709465,0.94536036498054,0.249595854367001
"Q8BTI8","Srrm2","Serine/arginine repetitive matrix protein 2",0.700821635491479,24,18,24,2152415.53472768,2102876.81221706,2005758.74040068,2067708.8011347,2016324.14878219,1912880.89733884,1948552.06245582,2192938.58260986,2204722.9274013,2195200.44443834,2407966.49340679,2585822.22369395,2645454.62415421,2388537.3846717,2510016.10630093,2547436.72701208,2242788.28192163,0.326635256979182,0.106763967855974
"Q8BTM8","Flna","Filamin-A",0.242478967530217,24,6,24,13165775.4096421,13793165.0284425,15343513.0291265,16032244.5551475,16940992.4449764,16628695.8350839,16995253.2791698,16759635.1057775,12265068.2379224,10986000.5214201,12256043.5756552,12412209.775623,12538053.0161009,13122787.7865318,13087711.1146938,12900601.8897896,14076734.4128189,0.426892529298371,0.143645101982173
"Q8BTT6","Diexf","Digestive organ expansion factor homolog",0.434973443761697,6,18,24,446337.684669991,335655.488969822,363534.67707318,346289.298280018,320761.848284033,414224.483206378,311943.235011498,385193.559854978,456871.40489776,391662.871942779,419292.840474424,442102.643052408,422735.115567828,402463.735267808,361561.214828336,373609.310904919,387139.963267885,0.374356004642119,0.116391504878036
"Q8BTW9","Pak4","Serine/threonine-protein kinase PAK 4",0.0700731211262206,6,18,24,59313.2856186189,53729.2468451205,58823.2982366607,59302.2669602523,60740.4100208309,62707.3529717699,54853.3159004256,52059.7389646677,63564.8298429124,62788.1778577654,58677.390966754,59213.4356631432,44863.9831273316,56141.7817258586,52659.1473293126,56913.5731795704,57271.9522006872,0.326527139323817,0.0843729010609251
"Q8BU11","Tox4","TOX high mobility group box family member 4",0.0609999226870105,6,18,24,319979.578358215,271275.51215286,280761.000991769,261196.382764798,246883.574577263,298356.238612112,267759.110310694,235101.868045306,323295.416260758,321860.388909482,354706.165663155,287186.8025893,299987.995996212,284587.67553886,270526.890354461,270614.737054044,287129.958636206,0.416551091310496,0.108924808490489
"Q8BU14","Sec62","Translocation protein SEC62",0.199362828390778,24,12,24,202665.117755476,226164.803578762,153922.332616548,177747.08489055,143709.708252817,186797.055523049,165758.568239469,156895.079030173,144677.913827048,140663.900645234,122154.684049994,137814.306106955,148297.625268519,153437.138044938,183187.681038739,194676.508675122,164910.594221462,0.630706110906923,0.168947284820472
"Q8BU25","Pamr1","Inactive serine protease PAMR1",0.676678016636985,24,6,24,6425.8113695752,6464.31555931024,8341.17541148028,6833.322549422,7709.86888393218,5304.36058332632,7030.07371927772,8097.38721991815,7421.15251045497,9493.29721612029,9762.54018433235,8357.91205541213,10005.1892114652,11883.8754985702,12403.941817775,8350.66024450909,8367.80525218008,0.848440065284623,0.232699564363104
"Q8BU30","Iars","Isoleucine--tRNA ligase, cytoplasmic",0.688143914051891,6,18,24,1937305.4287468,2007692.00455518,1802206.25057282,2038069.39884076,1875340.64022479,1870270.30969874,1926164.7253117,1785128.1323453,2031907.03915709,2316041.61444345,1981034.09882067,2297582.76537721,2202076.78370503,1983681.0856817,1984597.55450579,2076105.34260308,2007200.19841188,0.264504498613648,0.0776807390142844
"Q8BUK6","Hook3","Protein Hook homolog 3",0.642483960539855,6,12,24,26041.6406922809,34990.5155259356,14782.329775765,45999.325993493,31362.328091854,20671.8920406937,28528.7118835837,37939.6977070945,43670.8394774469,49023.0269181846,43956.1122902658,40037.822455621,48321.5449166059,43624.0689692449,46453.6974074361,41143.3875555296,37284.1838563147,0.918370568989144,0.276464383240486
"Q8BUN5","Smad2;Smad3","Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog 3",0.853430522236473,12,6,24,49488.6192736601,40620.6152864056,56521.4125498657,31633.1061773109,40550.3405955313,43094.7948734563,41531.8532121513,45014.2437306795,56217.4608715836,56282.6193798101,53720.9351530509,55198.5748834207,58003.088804262,47983.8492048379,52668.8280611081,54014.5493886426,48909.055715361,0.539163601530524,0.157754333340004
"Q8BUR4","Dock5;Dock1","Dedicator of cytokinesis protein 5;Dedicator of cytokinesis protein 1",0.546765117594782,18,6,24,316159.398931147,302117.470852682,313204.495557744,333166.154553697,325687.792965406,345906.388740705,301440.247880689,309930.83758818,314947.523845736,361901.049708855,325993.399633838,327761.80100929,304349.321262676,339955.690593922,299689.237740299,351868.12006727,323379.933183259,0.192379939460562,0.0590482273516521
"Q8BV57","Ssc5d","Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D",0.803090331246036,6,18,24,55965.1899253323,57542.6468321319,53134.1778880772,55792.2512222596,53738.7244819502,61482.6652937498,59664.7220973376,53442.5927498359,67229.0323147706,61972.4605864258,64621.6758808777,61837.7188350545,58895.3768894519,70024.8808000931,61412.1423277507,56516.6830177172,59579.558821426,0.283498287770833,0.0828607742673676
"Q8BVE3","Atp6v1h","V-type proton ATPase subunit H",0.396307418000252,6,6,24,2304648.22430639,2439626.01393468,1946662.97919616,1965249.03199267,1889202.53673044,1973386.8219616,1900695.96771839,1916175.42065822,2239133.00006132,1967246.99433214,1947390.55711025,2210735.67222798,2396330.73597437,1953923.41022062,2622401.73853411,2376438.35613891,2128077.96631864,0.344535873876853,0.111943803737636
"Q8BVE8","Whsc1","Histone-lysine N-methyltransferase NSD2",0.140381840837961,6,18,24,31014.3695668581,28369.8605180422,27741.7411722763,27802.911249594,28501.8581309922,27650.2711054093,25284.8952755011,24285.8265966025,24578.9342142801,25354.9518032211,22203.8986445503,21522.8443971507,14942.2257317212,21125.4252125541,16553.5471655368,16386.7438789736,23957.519041454,0.670860108984035,0.200848516081248
"Q8BVF2","Pdcl3","Phosducin-like protein 3",0.0681661147126699,12,12,24,79372.7264155456,70990.7141101893,88792.5895708484,77941.4032208645,76170.2338180245,81823.3482845926,57046.4729150743,58620.1493630211,111355.112083483,67825.6116777651,74894.6800342027,76424.1600519801,69180.6878371968,60749.4232761928,77877.4536566096,63646.2266797928,74544.4370622115,0.728540469399281,0.177246735091296
"Q8BVG4","Dpp9","Dipeptidyl peptidase 9",0.0120320043860253,6,18,24,295755.175990705,282147.372886489,285786.761681746,278678.250584792,273215.225379619,226509.538898028,278208.88625565,260692.373747781,310381.027448075,313624.671422865,273991.796913707,316560.693946957,302398.395540962,288103.6766398,223035.993291996,228072.009200472,277322.615614353,0.337241520846671,0.107742921390859
"Q8BVY0","Rsl1d1","Ribosomal L1 domain-containing protein 1",0.00212227394764467,6,18,24,1071192.29088193,968314.578795248,963592.164844715,1040367.07692123,885878.469452501,949316.862608342,954687.943429347,892032.097344645,1234964.42155257,1079528.26716042,949558.093928511,873156.885557349,866171.751038754,893363.814545544,878726.075535587,850158.164588545,959438.059886577,0.401074621752566,0.107178478166305
"Q8BVZ5","Il33","Interleukin-33;Interleukin-33(102-266);Interleukin-33(109-266)",0.000453314971589486,6,18,24,163874.269299402,124002.723329455,152285.944835268,148279.951703235,105464.475628201,145109.188541816,95165.7668437081,90651.1336682934,187733.510507034,135131.128181251,141445.409430845,142989.665497046,98598.4879035191,113535.000425027,78024.0764069291,84173.5405606488,125404.017047605,0.8748478452525,0.252051560872642
"Q8BW10","Nob1","RNA-binding protein NOB1",0.0399614941963693,6,18,24,209950.69948163,199519.652437275,197188.249462667,196925.145866655,205919.796833063,188249.961450966,185008.424038153,166373.23851451,169978.724633397,199616.16855462,171642.772458859,179118.626587791,149415.494253485,166279.124082302,142241.311613384,155458.564021237,180180.372143125,0.375786702307739,0.115688851244583
"Q8BWL5","Rbms3","RNA-binding motif, single-stranded-interacting protein 3",0.79988296709962,6,18,24,1497528.80148058,1559742.51130098,1050033.94060833,1623916.53347889,1516864.96698643,1242031.42904799,1267335.89066134,1511361.44621444,2076572.42270996,2030631.51331674,2036252.85148513,1842161.70353939,2062841.33658484,1946447.74104111,2009491.01177677,1790596.44437945,1691488.15903827,0.606884817145446,0.195159626168422
"Q8BWQ6","","UPF0505 protein C16orf62 homolog",0.769244719120214,18,6,24,10257.0838847835,11854.2562559418,11749.7925423554,3524.53961897341,8753.03447808376,12351.5813069395,10686.4761241186,7356.52873456845,9699.02238670038,10009.9285565389,9768.30394742551,13341.3912338451,5105.65497038878,13382.3619094827,10555.1842313192,9073.08562782235,9841.76411308046,1.00163163608113,0.275795838147946
"Q8BWT1","Acaa2","3-ketoacyl-CoA thiolase, mitochondrial",0.494883896312395,12,12,24,25000.4591266176,31775.6059456999,32247.0274088378,30993.1214025178,23626.9739730986,25530.3492742208,25199.2795227731,21424.0975690631,39768.1876747891,32371.4517803884,35574.7827930419,34685.2065189641,31895.4811869828,38345.1482975229,27687.699662801,38854.0790857097,30936.1844514393,0.59296550078827,0.184447360235522
"Q8BWT5","Dip2a","Disco-interacting protein 2 homolog A",0.516107935538918,6,12,24,106545.189789776,105499.275140811,121319.098428572,102507.777340258,93290.3680662123,99141.1844196535,105140.624244026,89940.7015862535,88809.6812235197,114220.181604177,81143.512298562,99716.5565535003,101039.081255357,82443.7355756828,85665.400704183,116115.661445329,99533.6268547421,0.403638322038055,0.120599891468627
"Q8BWW4","Larp4","La-related protein 4",0.00212227394764467,6,18,24,949148.04003489,824348.280857072,838766.08992747,962066.733027637,803947.581972269,812860.991173345,805902.822609706,773878.345862724,950166.696382274,857434.729382827,888712.824212875,824879.647047696,742947.311882397,725673.265936101,745969.76342172,689101.188141827,824737.769492052,0.330972528460685,0.0990246569825661
"Q8BWW9","Pkn2","Serine/threonine-protein kinase N2",0.0173126742719154,6,18,24,521603.503342888,522583.071307916,480207.239189988,470535.822904865,451884.462095358,465134.875376316,497969.96385281,462676.450253827,525314.964008259,561879.308523808,466933.1006758,514407.981360104,467589.063181243,547510.457385144,433418.463399615,482263.893502995,491994.538772559,0.261102176956437,0.0741536314397505
"Q8BWY3","Etf1","Eukaryotic peptide chain release factor subunit 1",0.00371760993940364,6,18,24,953890.279189217,964511.129692517,944398.7574756,890434.858629248,897867.426333231,994365.807595205,822851.817274576,813001.641518677,1320861.72555193,1054105.39092743,962243.413648365,971038.925482164,853381.706715443,971709.385354257,799699.640023998,816084.717749745,939402.9139476,0.55478014576076,0.134910732576343
"Q8BX02","Kank2","KN motif and ankyrin repeat domain-containing protein 2",0.435893574955956,18,18,24,2351376.68155821,1874077.56730775,1766744.99783296,1757351.49099998,1738179.82683703,2239489.71932395,1881962.7930321,2217876.01570209,2243552.44752356,2228697.27815683,2352371.19390923,2085334.37619223,2572557.85096271,2397531.45513078,2484100.08139767,2545497.30072392,2171043.81728694,0.384321135060446,0.132040684540571
"Q8BX17","Gemin5","Gem-associated protein 5",0.000140037868969505,6,18,24,638870.891154438,578640.161682365,612073.806502095,576338.513102739,572971.296616343,591000.249666081,543559.10776546,469789.911665346,625125.128418384,631252.099326019,569320.359994731,567709.556682174,478618.638383909,565386.081683341,499815.678397271,492673.582618168,563321.566478679,0.300150020078259,0.0952432609702973
"Q8BX70","Vps13c","Vacuolar protein sorting-associated protein 13C",0.45713776457408,24,6,24,101722.161579397,120295.023846577,113431.986037109,111464.762152446,102061.521375556,112488.273795788,105434.430628024,100118.433044369,90421.2090563166,96687.4612221167,95465.1320226174,101361.67456218,106659.296293651,108290.560652967,120506.959481952,123166.164263077,106848.440625884,0.306461704213472,0.0891644682816101
"Q8BY46","Znf574","Zinc finger protein 574",0.60035109870114,6,12,24,52776.2072134536,43712.0233361835,46945.713996705,43219.5205545857,47974.3786125773,42766.4281021756,44466.9304561086,43095.3531019544,45982.3782748469,47557.5027361003,54188.5037894525,45787.1385434929,41357.4436668776,44530.123856195,47223.315585179,51191.0953886524,46423.3785759088,0.27639220832655,0.0793865256081023
"Q8BYB9","Poglut1","Protein O-glucosyltransferase 1",0.901630160090503,6,6,24,327097.40794038,396906.166980974,350891.713641228,329377.616545063,318895.212427442,387218.656968536,395599.407422338,377445.596618341,528524.962474513,452325.212785195,385956.223904288,433022.499198012,400108.631381193,426524.430639635,507219.522242666,385784.278601048,400181.096235678,0.523837212749335,0.148450988219916
"Q8BYJ6","Tbc1d4","TBC1 domain family member 4",0.0255585911246088,18,6,24,24034.68815003,28480.7575950782,35085.8646281682,30728.70270762,35639.9752273186,35492.9536447358,24193.6677527222,24345.1046875243,20362.2878560712,24350.6480216877,24642.9405712965,28368.8467386272,20728.6812396756,24958.0583976434,18500.5843479082,23325.6771234876,26452.4649180997,0.647931711939746,0.203561221195939
"Q8BYK6","Ythdf3;Ythdf2;Ythdf1","YTH domain-containing family protein 3;YTH domain-containing family protein 2;YTH domain-containing family protein 1",0.0083317016530793,12,12,24,631808.515807836,576984.445103487,614874.281056299,651988.131965883,622988.636491108,579916.282803214,451797.064858695,479193.950910804,543743.542819253,575784.989179479,696284.742656238,704255.414941902,561786.432823986,536567.595247973,604069.395081259,596200.130111521,589265.221991184,0.428429068374553,0.115529172351192
"Q8BYL4","Yars2","Tyrosine--tRNA ligase, mitochondrial",0.314138240028778,12,6,24,166507.252987516,165069.691058527,141316.738193806,171974.892963782,141015.297560555,136201.989081541,163529.820955517,160234.562320272,164880.302805491,179529.572828779,174466.065258482,169196.691393753,165916.497092464,169621.192445615,153773.382523826,178234.624633732,162591.785881479,0.266480766616474,0.0808210082666146
"Q8BZ03","Prkd2","Serine/threonine-protein kinase D2",0.0127792955623044,12,12,24,75677.1593452549,61537.816305332,82302.884423814,62609.0417656778,66661.3595063082,68290.8420299705,58483.6478107948,59491.0395446096,85392.2183677563,66718.4330707593,69956.8660945303,71727.6592224376,54099.9283807579,72272.5387802437,58438.5442112306,47707.1495151134,66335.4455234119,0.568098526440779,0.150315485555235
"Q8BZ20","Parp12","Poly [ADP-ribose] polymerase 12",0.00371760993940364,6,18,24,308664.505198465,278117.485883688,277599.79160615,248816.497480153,230969.801479928,261390.399493039,234591.480594815,203602.413638662,369240.187728935,348681.270569023,300377.086925654,282903.220884984,278829.991107919,308293.437328576,243562.573290983,277382.091170866,278313.889648865,0.595147350709841,0.154258443853921
"Q8BZ32","Asxl2","Putative Polycomb group protein ASXL2",0.876279025921901,24,6,24,56065.9241297588,57168.6041485697,53335.1730974919,54010.4372192345,47173.8000345625,60855.3576940322,55738.4682974521,59290.308543595,70887.4315869222,71380.8782701037,74222.2410066681,72992.8278235532,90816.3831879181,73015.5496347223,78179.875684263,94564.5851604722,66856.1153449575,0.708847423775484,0.20432228162913
"Q8BZQ7","Anapc2","Anaphase-promoting complex subunit 2",0.341223288618683,6,18,24,86261.98235632,61233.4298117326,81271.1174007672,67102.5717591537,74791.5096302398,70951.7999466297,65810.265627094,60092.7800431425,80925.5162793346,81060.4735776508,70714.1446712248,67399.4088683862,75078.6248149634,71210.8900275081,71121.5129548198,63648.9241841413,71792.1844970693,0.364513247458653,0.10685501272142
"Q8C006","Trim35","Tripartite motif-containing protein 35",0.548151533730356,18,6,24,59521.7012139841,70202.6040751815,72228.5970032441,58351.8167167767,66488.0959310438,65923.6419631791,57011.5048532769,63046.3674863852,57296.8560170027,53611.9306598858,52540.9806161918,59540.2081067378,57097.2745916194,59612.3177070235,51301.4246949927,55238.5419867416,59938.3664764542,0.349144855598831,0.102193190521247
"Q8C052","Map1s","Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain",0.202556542240958,6,18,24,587380.585754109,678909.030914635,546933.246442623,569272.154649477,565744.386440385,565426.513845451,490726.099634714,509746.403877133,569450.681233627,588197.996684968,578925.395365825,706720.344478451,662620.113289073,560275.744911626,551842.351249277,711132.360696931,590206.463091769,0.373439253625975,0.110795033240427
"Q8C0C0","Zhx2","Zinc fingers and homeoboxes protein 2",0.827964021487027,6,18,24,66768.0649517634,57118.0757695014,51057.5628020717,52930.4395614801,53773.8454769363,56960.0985100715,44439.3044428737,39268.4319527646,66533.6846356459,71233.2752596432,73169.3555703446,64328.1733143084,70525.664865362,65385.7193137803,68887.4824110941,74069.3041437538,61028.0301863372,0.570244067926353,0.172628865136724
"Q8C0C7","Farsa","Phenylalanine--tRNA ligase alpha subunit",0.0749924445975666,6,18,24,284938.854796831,256342.518639791,284160.43623886,295830.440316696,246733.094621823,297340.792794712,220305.011398285,220778.760863442,252510.690945785,318235.835238026,297987.503032051,254731.837939231,233136.987265741,240637.518504673,304812.966724984,223457.491651489,264496.296310776,0.370254045919323,0.124333687270526
"Q8C0D0","Trub1","Probable tRNA pseudouridine synthase 1",0.0385402166194213,12,12,24,77861.825400543,64801.2640877799,82559.3482736241,69599.3529913216,77011.3366210232,69105.4808663895,67694.6086127169,66904.9006007032,77012.8643200396,66716.7479623947,79604.9394656182,77032.6374622049,73489.0866759186,78673.3876943865,70030.9180134822,69294.7611162186,72962.0912602728,0.243387817962851,0.0759629175463431
"Q8C0D5","Eftud1","Elongation factor Tu GTP-binding domain-containing protein 1",0.00212227394764467,6,18,24,40032.6020194279,32405.9391821728,33338.9169037872,33386.4328253577,30874.8666922146,35082.9131627775,30246.5023641903,29026.0828504989,34400.5388319248,35247.1620180136,33560.6995049129,33811.9521423061,24640.4591153473,29552.7099137561,27124.8054452748,27924.7236916486,31916.0816664757,0.48226919159216,0.118216003443541
