"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"Q8BH60","Gopc","Golgi-associated PDZ and coiled-coil motif-containing protein",0.258110014104372,6,18,24,67481.754441473,63650.3682800348,56392.0210646892,59517.3740058328,62616.3985404252,58783.9911198323,59781.708560416,56582.3488034114,60600.7456020143,0.182996649077783,0.0622813938363041
"Q8BH64","Ehd2","EH domain-containing protein 2",1,6,18,24,97774.8180599843,88428.4063534113,91114.7893843034,92351.5123322606,81141.7703064929,88590.409088698,85446.5898054608,84079.1208442525,88615.927021858,0.187698174724152,0.0588860496673901
"Q8BH74","Nup107","Nuclear pore complex protein Nup107",0.110014104372355,24,18,24,5211.21807836906,5173.24809752944,4906.67286467152,6114.12720462197,6158.50429190842,5586.34927167683,3906.65457262586,5437.12818051726,5311.73782024005,0.423938416294198,0.135376858502239
"Q8BH97","Rcn3","Reticulocalbin-3",0.212860310421286,24,6,24,2712298.61979293,3058361.81966559,2934080.21969624,3371604.36615894,2727661.45952685,3398796.53880428,3231405.91499579,3457155.56600281,3111420.56308043,0.239394492357678,0.0960389797420127
"Q8BHF7","Pgs1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",0.442350332594235,24,6,24,33031.3200281451,34046.458657316,26542.5289210033,35507.0205477843,30719.4008627584,34196.6832149083,36529.8595568272,37482.5072050067,33506.9723742187,0.326498561607463,0.104735631047385
"Q8BHG1","Nrd1","Nardilysin",0.917960088691796,6,12,24,372024.295507865,371826.082390777,364332.708060996,364166.96626638,362390.615899471,354211.237369633,353560.467426146,354594.932616518,362138.413192223,0.0509855552714272,0.0207142718710196
"Q8BHG9","Cggbp1","CGG triplet repeat-binding protein 1",0.920310296191819,6,18,24,9860.31578089829,8350.63720204237,7843.27114106626,6114.02842556636,7362.48170127258,7617.04945098103,6983.71171160157,7750.12434480114,7735.2024697787,0.484316651046771,0.140370063272137
"Q8BHJ5","Tbl1xr1","F-box-like/WD repeat-containing protein TBL1XR1",0.923579946146942,6,6,24,30941.5577230549,30763.3030446817,34840.6468729329,28140.1773600127,30212.4949246286,25782.9869245392,27255.8149586669,29609.5099069735,29693.3114644363,0.305040411516313,0.092771982960402
"Q8BHJ9","Slu7","Pre-mRNA-splicing factor SLU7",0.764966740576497,24,6,24,18242.1539175696,19969.4699666089,23545.1812632937,19985.1760875895,18009.845568009,19403.6358676455,17741.7503028642,21198.3536894007,19761.9458328726,0.29366698044359,0.0976323563105083
"Q8BHL4","Gprc5a","Retinoic acid-induced protein 3",0.254573170731707,18,12,24,50984.5964123228,63537.320516755,62296.4793109872,54760.1450543044,47829.8804174833,56107.5088432204,61055.9626553467,65430.3604214025,57750.2817039778,0.304768729858973,0.109495497923748
"Q8BHL5-3","Elmo2","Engulfment and cell motility protein 2",0.881513303769401,6,18,24,154640.54263272,141576.474224198,134945.107013438,159747.464301319,150961.977120454,150274.445807634,163854.304589705,122471.923810378,147309.029937481,0.280922227217775,0.0927583016906654
"Q8BHN3-2","Ganab","Neutral alpha-glucosidase AB",0.930570953436807,12,18,24,781077.171022173,781020.706566511,724781.983557977,787450.530276297,719223.659255221,807463.71989334,786588.17068181,785613.30364846,771652.405612724,0.114352083912773,0.0411914443728279
"Q8BHN5","Rbm45","RNA-binding protein 45",0.914315937940762,12,12,24,19294.5535445532,19384.9818549629,17222.0886132285,19006.5719837365,18417.2936327885,18098.2002168792,19813.8163836586,15598.3008960212,18354.4758907286,0.229672343287492,0.0755186589708653
"Q8BHS3","Rbm22","Pre-mRNA-splicing factor RBM22",0.51410437235543,18,18,24,94794.4200748341,90005.1014808591,113536.364942938,92768.3500689972,95200.5912106139,100743.22219805,103351.810747966,109462.570398065,99982.8038902904,0.235353106199136,0.0834140020219098
"Q8BHS6","Armcx3","Armadillo repeat-containing X-linked protein 3",0.473946784922395,12,12,24,8196.53809585347,9682.70935625556,9819.74040106038,8832.92193102252,9283.54344663063,10444.2952181685,7827.22388358388,8424.89993688253,9063.98403368218,0.288733003595269,0.0991303012019542
"Q8BI06","Cemip","Cell migration-inducing and hyaluronan-binding protein",0.314174894217207,12,18,24,157387.503661206,190314.643631293,228363.215894385,166725.908242462,172867.660361651,177146.088911266,169813.777745578,169875.960446058,179061.844861737,0.396375410339276,0.122919650904523
"Q8BIA4","Fbxw8","F-box/WD repeat-containing protein 8",0.0193935119887165,12,12,24,93619.4833240839,97217.3102542399,86638.8286017555,88508.7008542548,97080.6742328929,104694.055913469,92602.6753863749,83854.7392417603,93027.0584761039,0.224013496858677,0.0722242013639584
"Q8BIF9","Znf787","Zinc finger protein 787",0.846614950634697,6,12,24,18259.1522076043,14704.3692537179,11934.4170820425,15409.2363368081,12740.0510886686,14529.2871773841,15218.6484426224,12960.3273091031,14469.4361122439,0.43710999354079,0.137131483498353
"Q8BIG4","Fbxo28","F-box only protein 28",0.473946784922395,12,12,24,13266.138002906,15188.6354911994,12890.729923386,15994.0083459744,13864.5834894419,16958.2095248775,14963.2083583322,12869.1469623391,14499.3325123071,0.282017296938848,0.10472356662464
"Q8BIJ7","Rufy1","RUN and FYVE domain-containing protein 1",0.917960088691796,18,18,24,93218.8093446945,108045.038830464,107567.660873854,112659.488495653,116229.693648188,112461.058842988,116595.594349199,116273.916661954,110381.407630874,0.211781906991788,0.0705898171961798
"Q8BJ05","Zc3h14","Zinc finger CCCH domain-containing protein 14",0.930570953436807,6,18,24,10855.5563227102,12495.198776963,12958.2865358838,9492.76602244657,13423.0009280597,10279.7615229466,9245.95812105185,10936.000532859,11210.8160953651,0.372590431550721,0.140948276717035
"Q8BJ71","Nup93","Nuclear pore complex protein Nup93",0.258110014104372,6,18,24,424019.916588461,403274.72311568,339648.367601189,381957.271738484,375720.396730209,371572.56963553,360474.761482071,327084.416856367,372969.052968499,0.259902259880745,0.0847060574854078
"Q8BJH1","Zc2hc1a","Zinc finger C2HC domain-containing protein 1A",0.442350332594235,6,18,24,89831.2929734935,79107.2803621606,78479.1243505467,68296.8268340578,76542.7100218202,66608.3024010405,69291.9090309694,57848.7504857501,73250.7745574798,0.436617123586137,0.133454601181121
"Q8BJL1","Fbxo30","F-box only protein 30",0.914315937940762,6,12,24,34794.0987430624,26920.1394023997,28758.2826710661,54506.085323295,27383.2303166121,27721.1432285002,24577.2278297267,24723.7202574235,31172.9909715107,0.960089377401115,0.31914522840132
"Q8BJM3","R3hcc1l","Coiled-coil domain-containing protein R3HCC1L",0.473946784922395,18,12,24,31720.4903543153,33307.5577207568,34631.2729441228,30651.1409534258,33933.5015974494,34266.5467531871,37308.2037590481,38528.5683485905,34293.410303862,0.229706737398397,0.0764607854030511
"Q8BJS4","Sun2","SUN domain-containing protein 2",0.750554323725055,12,12,24,471514.72669778,484621.61713349,423749.625441713,454404.300593677,411543.164742424,424306.884597941,423339.392298741,414122.775854656,438450.310920053,0.166674422553645,0.0635807216362429
"Q8BJU0","Sgta","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",0.846614950634697,12,12,24,1116646.62551087,1170868.72193889,1088092.58585685,1165058.46141755,1134654.05873806,1124829.29168014,1177768.78533465,1107270.95139633,1135648.68523417,0.0789647367568686,0.028679372966635
"Q8BJW6","Eif2a","Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",0.00762195121951219,24,18,24,28656.5018769615,27364.6516605676,23390.0589042147,29097.3464088,28145.3652572595,25376.3608814556,26970.3608939373,29030.9403500604,27253.9482791571,0.209411401464721,0.0732070710414096
"Q8BJY1","Psmd5","26S proteasome non-ATPase regulatory subunit 5",0.846614950634697,12,12,24,189745.187059108,177555.185507629,171421.655307482,190887.166463754,178590.993139762,194509.91196418,191398.143617543,171641.310421876,183218.694185167,0.126014742979034,0.0514692977814152
"Q8BK63","Csnk1a1","Casein kinase I isoform alpha",0.914315937940762,6,12,24,87930.2864055468,78640.7987996351,76752.3567071285,88874.6772552617,79328.5701049686,81756.0337694492,85653.4751629851,77760.7330737852,82087.116409845,0.14767628683177,0.0581884396930941
"Q8BK67","Rcc2","Protein RCC2",0.212860310421286,24,6,24,5362.86710875007,6053.48489212222,5882.27286103348,7270.73116667051,5717.87472408615,7454.94579187323,6783.80208041795,7950.43392548741,6559.55156880513,0.394473126645254,0.142866626091527
"Q8BK72","Mrps27","28S ribosomal protein S27, mitochondrial",0.0038787023977433,24,12,24,35788.2185184984,35192.6286503702,37183.8814978772,40651.2362054463,35879.427811145,35137.917203082,38222.2074814202,40608.0751322127,37332.9490625065,0.147679707625919,0.0611221637078457
"Q8BKE9","Ift74","Intraflagellar transport protein 74 homolog",0.201692524682652,6,12,24,7326.91678534194,7663.10259138588,6740.29340968928,6289.65758642744,11050.5667783851,6620.22838669853,5007.65365386411,7075.24618765026,7221.70817243032,0.836770606099882,0.241273106468631
"Q8BKG3","Ptk7","Inactive tyrosine-protein kinase 7",0.753526093088858,6,6,24,1101452.58254699,1172252.36965048,1212390.15190143,1124858.4479381,1089982.5722499,1032401.24805834,1054835.92717671,1077184.30878615,1108169.70103851,0.162419982854986,0.0541093107115033
"Q8BKI2","Tnrc6b","Trinucleotide repeat-containing gene 6B protein",0.710920177383592,6,18,24,18515.4341188967,18364.2461282168,19801.9260917148,17481.2258071241,20881.2151642209,17683.7778079296,19263.3765038568,18231.3513596043,18777.8191226955,0.181064123308519,0.0608040556637572
"Q8BKS9","Kiaa0020","Pumilio domain-containing protein KIAA0020",0.750554323725055,6,12,24,162400.915813946,127375.934350414,94241.9901338218,116409.14144632,110932.782170277,109321.249680631,111018.684711588,95692.1841702422,115924.110309655,0.587961602621396,0.186259535830554
"Q8BKX1","Baiap2","Brain-specific angiogenesis inhibitor 1-associated protein 2",0.314174894217207,6,18,24,226720.950950086,210657.487156245,185228.679804045,191404.966273222,187716.859470106,188115.676936087,172326.874945673,167527.117789993,191212.326665682,0.309571219556301,0.101067310166655
"Q8BL48","Unkl;Unk","Putative E3 ubiquitin-protein ligase UNKL;RING finger protein unkempt homolog",0.080394922425952,12,12,24,57859.5641565773,55952.0520322358,51023.3950523588,48741.53719645,49067.0393298903,54533.7567048616,50476.7229444999,42827.5832356694,51310.2063315679,0.292962784514466,0.0929416335441935
"Q8BL66","Eea1","Early endosome antigen 1",0.846262341325811,18,12,24,391026.982808691,362836.661510605,303846.952244684,399963.310668024,351659.821778347,415082.568760528,442096.753285282,373751.215772655,380033.033353602,0.36378364222871,0.111385899425646
"Q8BLF1","Nceh1","Neutral cholesterol ester hydrolase 1",0.917960088691796,6,12,24,23975.4343135594,19840.1649181044,16896.0634955099,23185.9138262742,19876.7599520047,23845.5393811116,22467.5295410419,22083.490238977,21521.3619583229,0.328946227090973,0.114263945423421
"Q8BLN5","Lss","Lanosterol synthase",0.026330376940133,24,6,24,66611.2551973004,71215.592389721,77987.2503276425,79116.4919104114,72044.147239836,75928.5034134533,80438.0182928676,85931.8870287845,76159.1432250021,0.253687620597357,0.0797904956140866
"Q8BLU0","Flrt2","",0.212860310421286,12,18,24,15496.2762965795,29375.0522407541,21185.2379799912,20039.702126282,19776.5223566508,20848.8998464742,19218.9521413716,18866.1265745901,20600.8461953367,0.673699313735776,0.191864429946813
"Q8BLY7","Hps6","Hermansky-Pudlak syndrome 6 protein homolog",0.00317348377997179,18,12,24,22408.8831116251,24329.3307242336,27634.2644069417,23911.0508734514,21736.7434737461,23303.9450821936,24826.2429029137,23326.8865762324,23934.6683939172,0.246400778825681,0.0750127100584255
"Q8BM39","Prpf18","Pre-mRNA-splicing factor 18",0.258110014104372,6,18,24,57642.4156712439,53072.0854624302,54975.6115932821,54058.0235270825,58402.7375149852,54433.7202181667,51757.1358715025,52275.6723056427,54577.175270542,0.121765217978763,0.0437964610770785
"Q8BMA3","Cnksr3","Connector enhancer of kinase suppressor of ras 3",0.212860310421286,18,6,24,70473.7897174931,67857.9503737411,79636.3536516547,58438.6770849379,72214.3865439593,64996.3784453901,73784.8275095912,52753.3178341915,67519.4601451199,0.398152410574424,0.128119399195002
"Q8BMJ2","Lars","Leucine--tRNA ligase, cytoplasmic",0.51410437235543,6,18,24,172080.321222332,148260.791998587,140885.550759126,144944.336249687,144900.591535886,142421.277847572,144796.895584643,133419.411631018,146463.647103606,0.263962494146863,0.0767520515390633
"Q8BMK4","Ckap4","Cytoskeleton-associated protein 4",0.416574279379157,6,12,24,2049822.67451818,2086505.59818462,1985605.90505995,2137431.08854788,2181389.95650774,2077439.19016724,2029070.45720679,2013719.70188914,2070123.07151019,0.09457604436289,0.0314412813988512
"Q8BML9","Qars","",0.750554323725055,24,18,24,111718.179145536,97846.6785162163,98929.90334184,110068.612646258,99633.3108011814,115395.327450698,93022.5039690351,112423.726518902,104879.780298708,0.213318748551368,0.0801112818060809
"Q8BMQ2","Gtf3c4","General transcription factor 3C polypeptide 4",0.881513303769401,12,6,24,26313.8199597066,18857.9277818516,17196.8193459583,22724.1217413329,14746.7089828683,23949.3221734823,20288.4411324421,18746.9459638592,20353.0133851877,0.568324245551595,0.185980848381095
"Q8BMS1","Hadha","Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",0.442350332594235,6,18,24,355078.494698436,369164.135012787,309199.189332242,307075.141604581,344050.168201928,290830.97469219,343211.151326923,286985.361907456,325699.327097068,0.252314838467073,0.0951970013308435
"Q8BMZ5-2","Tsen34","tRNA-splicing endonuclease subunit Sen34",0.753526093088858,6,18,24,18964.1142580544,13630.8025807786,15583.2992758572,14495.8264096527,13439.8082690266,15621.3859076381,14443.4249600802,14365.0585006439,15067.9650202165,0.366625883562639,0.116794460918163
"Q8BNE1","Tcaf1","TRPM8 channel-associated factor 1",0.914315937940762,24,12,24,15020.5109700039,16887.1765652437,14655.1436180433,14962.6562264297,18087.3845894799,14041.8624335084,20407.0284802333,18369.1988129798,16553.8702119903,0.384512259985855,0.135854666252332
"Q8BNV1","Trmt2a","tRNA (uracil-5-)-methyltransferase homolog A",0.473946784922395,24,12,24,14835.95810677,11490.0507947372,12456.2016662052,14681.0371389072,10612.8828270209,10424.8549292561,12497.1973110364,12261.9617510423,12407.5180656219,0.35551857786417,0.133101500381426
"Q8BP47","Nars","Asparagine--tRNA ligase, cytoplasmic",0.212860310421286,24,6,24,630262.411112236,708273.393353835,742118.774016639,761980.844684495,696326.750085136,779845.873449988,773959.682858173,835633.929054073,741050.207326822,0.277135767470696,0.0843060513120974
"Q8BP48","Metap1","Methionine aminopeptidase 1",0.201692524682652,24,12,24,13769.0819140975,9725.07872894514,12425.9816853474,12744.4737538221,9781.43926382973,9987.14467421362,9763.72223009998,15070.2959183596,11658.4022710894,0.458486254387497,0.18198049741126
"Q8BP67","Rpl24","60S ribosomal protein L24",0.0176304654442877,24,12,24,706108.034069486,624806.388234505,666359.551083162,735511.317491886,633605.652206781,666349.821725426,687336.031018599,707054.563051618,678391.419860183,0.163187395972958,0.0559909194161127
"Q8BP92","Rcn2","Reticulocalbin-2",0.0881374722838137,18,18,24,69605.9522934632,77354.3495674711,85761.5724680144,81361.5225303317,81344.9398699022,73430.6389163743,85051.1028362946,79295.1065131434,79150.6481243744,0.20411229165382,0.070066154291414
"Q8BPB5","Efemp1","EGF-containing fibulin-like extracellular matrix protein 1",0.920310296191819,6,18,24,327002.269612605,288296.799524381,249015.427044775,312505.421407267,335840.821768948,315157.661223883,341480.712265075,282546.458522119,306480.696421132,0.301700192867105,0.101886128715347
"Q8BQ89","Lix1l","LIX1-like protein",0.750554323725055,6,6,24,13605.0764344221,13349.0724063267,17662.2895630618,13356.8051195014,14101.0991638727,10290.3929309456,12283.8869424088,13742.4885289257,13548.8888861831,0.544096028393437,0.151671190954326
"Q8BR63","Fam177a1","Protein FAM177A1",0.753526093088858,6,18,24,34706.3987741471,29392.8369157103,20804.9612925416,31656.7117394583,20946.8850840812,31892.1989667549,35170.5107791277,24313.0497192423,28610.4441588829,0.502108579888156,0.204224279369385
"Q8BRF7","Scfd1","Sec1 family domain-containing protein 1",0.613540197461213,18,18,24,119024.268355726,125449.226358256,144513.144884514,136604.805823493,132981.119883824,126870.565490251,124483.883374025,141626.186434646,131444.150075592,0.193914118765496,0.0682295752776068
"Q8BRG8","Tmem209","Transmembrane protein 209",0.421808885754584,18,18,24,22848.8773113695,24460.5188559687,28763.9553637186,24258.7531491719,23839.3938101689,22222.3765084338,23255.3276881718,25202.6991318756,24356.4877273599,0.268576443718385,0.0827991874776097
"Q8BRN9","Cc2d1b","Coiled-coil and C2 domain-containing protein 1B",0.212860310421286,6,18,24,59943.0688494021,56488.5215215004,52043.1389115437,55717.8079983697,57817.9460122718,54609.1890759017,56970.8488100347,52022.5417141764,55701.6328616501,0.142195600529314,0.0493119328898474
"Q8BSU7","Mob3a","MOB kinase activator 3A",0.917960088691796,24,18,24,15130.8130608334,14529.4517447377,12470.3318279032,16158.1791363856,14150.8281005479,16778.3868524381,15369.4526318027,16071.0233012352,15082.3083319855,0.285636318374336,0.0906756399808264
"Q8BSY0","Asph","Aspartyl/asparaginyl beta-hydroxylase",0.917960088691796,6,12,24,87356.2672266826,83037.6935274625,71704.8979248088,83919.7222681339,78948.5855818722,80273.2054823575,82693.564333596,75863.2792884826,80474.6519541745,0.194488188787524,0.0614639864441339
"Q8BSZ2","Ap3s2","AP-3 complex subunit sigma-2",0.750554323725055,24,18,24,17982.6965015454,16137.2909765057,15783.5968964233,18491.0440925475,17423.1480781757,20441.4637913525,18454.1004624675,21298.5597622786,18251.487570162,0.302165116385981,0.104569248927028
"Q8BT60","Cpne3","Copine-3",0.405487804878049,6,18,24,260790.661025516,240582.922779023,216341.748765093,221834.644583987,227721.103316168,227346.483715756,235255.820123486,218914.063768627,231098.431009707,0.192337576963281,0.0626294187750958
"Q8BTI8","Srrm2","Serine/arginine repetitive matrix protein 2",0.662527716186253,6,12,24,403976.401573483,355887.310233076,327512.085172611,363369.206857524,341008.386030036,318785.705142153,305456.225724454,300272.164089207,339533.435602818,0.305431591148472,0.101222682545083
"Q8BTJ4-2","Enpp4","Bis(5-adenosyl)-triphosphatase enpp4",0.846614950634697,18,12,24,181318.5182674,190634.977011973,234719.519581434,172312.160173945,197582.422074548,186474.896301583,185242.248693657,218229.749625085,195814.311466203,0.318706834756868,0.105854354375715
"Q8BTM8","Flna","Filamin-A",0.195121951219512,6,18,24,11098525.6402334,11305591.2636413,10753037.9731462,10029363.1404688,11017651.2125269,10285009.0441828,10012295.6755594,9828972.978629,10541305.8660485,0.140079256192366,0.054157391288084
"Q8BTS4","Nup54","Nuclear pore complex protein Nup54",0.254573170731707,24,12,24,23724.1958509586,19879.8561279771,21852.3466359241,24506.4910206227,18883.038912705,23396.7927120511,22558.8840203427,24796.6440218208,22449.7811628003,0.263414822007921,0.0951699834748217
"Q8BTV2","Cpsf7","Cleavage and polyadenylation specificity factor subunit 7",0.963137472283814,18,6,24,23292.2338102416,22173.3573487445,23073.2235485931,21070.0664552707,17759.9879837386,18775.5930339704,21807.6258292156,17729.0491883535,20710.142149766,0.268621266897048,0.111100432393423
"Q8BU11","Tox4","TOX high mobility group box family member 4",0.881513303769401,6,18,24,52840.8657224309,46551.4913133723,47055.191832142,42980.5451156066,46082.2635000411,42006.3130279274,45883.207149176,46238.2820560182,46204.7699645893,0.234489917443739,0.0699028998936056
"Q8BU30","Iars","Isoleucine--tRNA ligase, cytoplasmic",0.923579946146942,12,18,24,1482365.34929204,1483550.92622149,1464518.670162,1515523.89353828,1494865.94942429,1545712.84265212,1521661.91487584,1519339.64634808,1503442.39906427,0.0540055093169214,0.0176802780903178
"Q8BU33","Ilvbl","Acetolactate synthase-like protein",0.914315937940762,18,12,24,1068379.32717695,1159778.72171493,1264653.49442775,1119074.04522108,1127725.79555702,1073863.63800274,1075583.38945955,1106176.88980023,1124404.41267003,0.174558339543264,0.05760719910962
"Q8BUK6","Hook3","Protein Hook homolog 3",0.201692524682652,18,12,24,100509.114428423,111946.442052441,109796.214281338,103386.900988144,104794.117471572,104790.832101711,114950.332577405,106385.546518242,107069.937552409,0.134876497354014,0.0447588402468028
"Q8BUR4","Dock1","Dedicator of cytokinesis protein 1",0.930570953436807,12,18,24,15309.2017089998,19988.4054146504,14598.2104117856,18792.3202121348,16756.745672417,16887.8397290749,17458.4073132113,16307.230656238,17012.295139814,0.316841140984563,0.103090815804661
"Q8BUV8","Gpr107","Protein GPR107",0.87672778561354,6,18,24,90044.6121737091,82027.41937422,76134.1363478735,79177.4385877181,81867.2583129702,74858.6800142447,85443.9280151466,69742.2985072353,79911.9714166397,0.254058475927505,0.079895270235485
"Q8BUY9","Pggt1b","Geranylgeranyl transferase type-1 subunit beta",0.110014104372355,12,6,24,15087.1031721728,11816.6611195196,7370.99369277982,9898.45160380564,8674.23401869236,9141.0871005067,7450.7182329341,8182.4361126417,9702.71063163159,0.795252973353432,0.269016392833877
"Q8BVA5","","UPF0554 protein C2orf43 homolog",0.416574279379157,12,12,24,98817.0373923866,110974.279411472,88941.6323990674,88856.699467142,90700.1224415097,105101.086962572,129396.970043037,98291.1830307594,101384.876393493,0.399865068815104,0.136088553579977
"Q8BVE3","Atp6v1h","V-type proton ATPase subunit H",0.0193935119887165,18,12,24,411027.15218408,464759.587526764,526367.604126603,465527.21737073,462312.510477769,499047.302854635,510251.618922724,519107.765579686,482300.094880374,0.239146649911257,0.0800221131997904
"Q8BVG4","Dpp9","Dipeptidyl peptidase 9",0.881513303769401,6,6,24,148566.922847244,157098.310831487,166327.47416568,181304.610279765,204450.90656864,158857.535865453,161926.801258733,145413.063160312,165493.203122164,0.356738780170611,0.116125954133011
"Q8BVU0","Lrch3","Leucine-rich repeat and calponin homology domain-containing protein 3",0.416574279379157,18,12,24,2794.25736955041,3197.05686269969,3191.14746669196,2638.19101702899,2094.2466659394,2321.71725426212,3140.6372131359,3107.82417018672,2810.6347524369,0.392370511965001,0.151761566466629
"Q8BVU5","Nudt9","ADP-ribose pyrophosphatase, mitochondrial",1,6,18,24,93870.7217866847,108318.085898908,122066.031894956,103805.92174201,108344.971476047,102342.99597313,93688.5940486952,106152.795606081,104823.764803314,0.270715690277933,0.0864486410548149
"Q8BVZ5","Il33","Interleukin-33;Interleukin-33(102-266);Interleukin-33(109-266)",0.473946784922395,6,12,24,53129.2762698329,50515.0676666807,42727.6493173566,51230.0779442413,56338.2935567396,49508.1382665008,54400.6607969935,49385.6963430226,50904.357520171,0.267376800384716,0.0806813564655942
"Q8BW72","Kdm4a","Lysine-specific demethylase 4A",0.473946784922395,12,12,24,10658.5816321433,12161.9976608734,9649.55962148567,11000.8258643285,10347.6040742345,12403.8155896321,13315.8355114618,9487.16636144357,11128.1732894504,0.34405189876472,0.123433087678339
"Q8BWT1","Acaa2","3-ketoacyl-CoA thiolase, mitochondrial",0.254573170731707,24,12,24,171109.550746395,161722.012472873,193865.199657663,202441.095772023,195532.359655481,200576.800877409,194947.59510859,219676.429930041,192483.880527559,0.301087121156985,0.0946720032205776
"Q8BWT5","Dip2a","Disco-interacting protein 2 homolog A",0.442350332594235,24,6,24,69386.6463328562,64175.4765004745,72183.4669049462,74956.5107627718,61294.813062182,73768.8088170952,73576.4735781005,72795.5580604609,70267.2192523609,0.194424908882826,0.0708829749487473
"Q8BWW4","Larp4","La-related protein 4",0.442350332594235,6,18,24,109223.353192751,99377.625182733,86764.3498191751,99557.4345605504,102978.751375593,99887.6469828965,104410.101862542,85470.5493462823,98458.7265403154,0.241246303716337,0.0842154380478612
"Q8BWY3","Etf1","Eukaryotic peptide chain release factor subunit 1",0.846262341325811,18,12,24,450045.979781151,413145.95002647,405408.67555768,450629.656541942,409722.34059242,480493.572117877,491941.071565477,435505.028713627,442111.534362081,0.195725262252327,0.0733951327570047
"Q8BX70","Vps13c","Vacuolar protein sorting-associated protein 13C",0.662527716186253,18,12,24,111934.206864494,117825.040820303,132019.750982481,124863.838373441,142900.951139718,152734.654870096,155036.61935162,143572.12272829,135110.898141305,0.319015068955041,0.118369211094788
"Q8BX94","Osbpl2","Oxysterol-binding protein-related protein 2",0.0193935119887165,12,12,24,148994.682014051,165832.678549642,165267.196338996,148203.156073066,148951.160708902,157896.659085358,153740.419254479,140029.012403248,153614.370553468,0.167976902508692,0.0582441772826355
"Q8BXA1","Golim4","Golgi integral membrane protein 4",0.421808885754584,6,18,24,55639.512760287,61827.899406267,55110.7248182778,61008.9081117124,62868.1187939265,59523.7346135497,57695.6818483529,48987.1284830396,57832.7136044266,0.240019695527903,0.0786289222903237
"Q8BXZ1","Tmx3","Protein disulfide-isomerase TMX3",0.828159645232816,6,18,24,710307.172091245,653022.92582547,614349.520068735,638717.227011813,631380.758787346,603458.968321352,626602.879278254,556589.862524414,629303.664238579,0.244265715110399,0.0695338145888452
"Q8BY87","Usp47","Ubiquitin carboxyl-terminal hydrolase 47",0.442350332594235,12,18,24,83682.0214576435,92943.2343993447,76489.143768053,83694.3084632492,72529.4808691991,86889.788814885,86459.9058423144,89270.3800402224,83994.7829568639,0.243035969753374,0.0792716462238862
"Q8BY89-2","Slc44a2","Choline transporter-like protein 2",0.00352609308885755,18,12,24,7023.00230307317,7878.40177408994,8932.63441007727,7483.20491527128,7372.18490842871,8548.0570371748,9036.31918734047,7913.20280526768,8023.37591759042,0.250931391592074,0.0927659033527567
"Q8BYK6","Ythdf1;Ythdf3;Ythdf2","YTH domain-containing family protein 1;YTH domain-containing family protein 3;YTH domain-containing family protein 2",0.739421720733427,12,18,24,7933.90517509755,9558.00740009267,9215.75334336975,8329.84020083948,6697.9852826338,6866.57329775992,6916.79981025498,5026.51918137777,7568.17296142824,0.598755900771556,0.196756205519104
"Q8BYL4","Yars2","Tyrosine--tRNA ligase, mitochondrial",0.0176304654442877,24,12,24,21836.7318767208,21041.8858664628,23570.8630900295,26815.2538872177,28228.7088758684,21828.6094064536,26253.3296548158,32582.1533155911,25269.691996645,0.456684135709311,0.156851881811094
"Q8BYR2","Lats1","Serine/threonine-protein kinase LATS1",0.212860310421286,6,18,24,17178.5466268269,12758.2027348434,12582.8574221553,12828.5347301397,13086.5942013877,13896.0602666656,12971.6384880741,11063.2837840784,13295.7147817714,0.459942390696634,0.132072300836885
"Q8BZQ7","Anapc2","Anaphase-promoting complex subunit 2",0.750554323725055,18,12,24,3289.91629929852,4661.78176893851,4643.04736613032,4473.40709106604,5274.29953980576,3668.74702318051,5698.98484857257,4020.03789810463,4466.27772938711,0.539390672779464,0.178739793974596
"Q8BZW8","Nhlrc2","NHL repeat-containing protein 2",0.0315964523281596,24,6,24,81441.6094721907,93640.6028890946,93512.1724391123,97021.8749822923,86326.575087439,91826.2046775593,93525.4905525458,96281.1127991723,91696.9553624258,0.16991039068333,0.0573839185905352
"Q8C052","Map1s","Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain",0.00152439024390244,18,6,24,93663.3800071405,95938.9059721001,97481.6133377259,90234.6672927956,94816.7947132775,95141.9889551747,100972.72092231,92021.3803337027,95033.9314417784,0.112991785845385,0.034700512367324
"Q8C0D4","Arhgap12","Rho GTPase-activating protein 12",0.51410437235543,6,6,24,11116.1345051103,11209.5760091058,10290.2644716179,11780.785287365,12360.2398371285,8966.73200932392,9144.44294562069,9853.0159642638,10590.148878692,0.320440049207667,0.11603447849791
"Q8C0E3","Trim47","Tripartite motif-containing protein 47",0.110014104372355,24,18,24,108554.068871934,101759.851008384,88157.470308747,105830.596044692,92428.7661235305,91270.6376709856,89184.5694794521,97433.9544365875,96827.4892430391,0.210648842830068,0.0806686134918736
