"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr.tot","Amplitude.tot","CV.tot"
"Q61823","Pdcd4","Programmed cell death protein 4",0.51410437235543,6,6,24,93123.1706139498,88273.0833716033,92750.381385816,95967.9024590147,88471.5903193917,76675.0307579891,83741.9425738987,86893.7422503288,88237.105466499,0.218648057402002,0.0690372933262415,"Pdcd4","Programmed cell death protein 4",0.753526093088858,6,6,24,208412.671816337,208956.749151765,221035.74722523,214300.272117914,192380.809952635,159901.945136969,156942.094073095,180654.626162341,192823.114454536,0.332396109944833,0.128238145779394
"Q61879","Myh10;Myh11","Myosin-10;Myosin-11",0.833148558758315,6,18,24,1122215.34004399,1118312.28743446,1028814.84541186,1000159.96570373,951237.34879075,942867.438199266,907195.854035839,862093.255417166,991612.041879633,0.262322434219086,0.0952710836374513,"Myh10;Myh11","Myosin-10;Myosin-11",0.00152439024390244,12,18,24,6517593.91067846,7174141.03233072,6967407.47803362,6775158.28444557,6492060.45889814,7255585.26457151,6875332.43062978,6750025.8601621,6850913.08996874,0.111448619424371,0.0404737243435589
"Q61881","Mcm7","DNA replication licensing factor MCM7",0.846262341325811,18,12,24,13509.9046896673,14246.5707972004,14556.1293462908,13758.9346548588,13185.9654389599,10030.4803182474,11715.5488173909,11019.5910644817,12752.8906408871,0.354872409360563,0.128325547406206,"Mcm7","DNA replication licensing factor MCM7",0.753526093088858,6,18,24,20694.8577340601,25394.4235226349,23864.0897302301,22645.098496851,21985.5614286783,17379.0107786264,19034.2789650899,18707.0481518332,21213.0461010005,0.37785298282223,0.129903126228811
"Q61937","Npm1","Nucleophosmin",0.914315937940762,18,12,24,258518.774184339,238466.337227775,264377.388167319,251191.187234688,213033.913112909,277948.543239596,252591.96865399,255991.131253996,251514.905384326,0.258094565121277,0.0764129438631277,"Npm1","Nucleophosmin",0.110014104372355,24,6,24,2118616.43543818,1961389.25909524,2166619.56794347,2299807.55741406,1877357.89387638,2074643.83862405,2050114.93857434,2233405.36267544,2097744.35670514,0.201382814920883,0.0660484272976724
"Q61990","Pcbp3;Pcbp1;Pcbp2","Poly(rC)-binding protein 3;Poly(rC)-binding protein 1;Poly(rC)-binding protein 2",0.764966740576497,12,18,24,94638.446754186,101362.185676366,102939.775068086,99823.1502201208,87557.5828595952,96208.1673002123,87448.9904087215,87854.1615609003,94729.0574810235,0.163527275276308,0.0680931540619842,"Pcbp3;Pcbp1;Pcbp2","Poly(rC)-binding protein 3;Poly(rC)-binding protein 1;Poly(rC)-binding protein 2",0.750554323725055,18,12,24,386521.034991525,428336.573216635,439906.279234937,425739.902785582,425325.444242595,417346.451155276,423455.68499971,398504.885030365,418142.031957078,0.127672513556092,0.0414354950013082
"Q62018","Ctr9","RNA polymerase-associated protein CTR9 homolog",0.212860310421286,12,18,24,17127.9253455148,25598.9472846303,20622.6100087306,22504.0420054508,21318.2060293596,24134.2074211592,22410.6222998418,19326.1309111892,21630.3364132345,0.391626915887101,0.123664066214636,"Ctr9","RNA polymerase-associated protein CTR9 homolog",0.0881374722838137,12,18,24,37891.1498285057,47602.984066219,43512.440560862,44417.9779327328,42355.1923227478,46937.0588063357,42686.4061604105,40492.7919941219,43237.0002089919,0.224618594971201,0.0738723837184585
"Q62073","Map3k7","Mitogen-activated protein kinase kinase kinase 7",0.0176304654442877,6,12,24,12426.4971929501,9325.55123684271,8838.26143231311,10251.2903904174,10016.8286731441,9482.20342001587,8473.58000056968,9039.67496332058,9731.73591369669,0.406188292349465,0.12704594568084,"Map3k7","Mitogen-activated protein kinase kinase kinase 7",0.51410437235543,6,6,24,73431.678977927,50208.3343315552,54322.9425186465,52889.2697411949,55470.2896951566,54443.9466201466,54361.0092998992,56368.3262729362,56436.9746821828,0.411491664412399,0.125986145339247
"Q62077","Plcg1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.920310296191819,6,18,24,27988.3383225206,26795.3328305018,24013.2299770574,22109.222120208,21302.00513884,20358.3363059512,17242.8022977612,17714.4234094462,22190.4613002858,0.484241218753799,0.176031247232193,"Plcg1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.750554323725055,6,12,24,66940.4803202252,61071.0045632816,55875.0943682343,58066.7739405949,53349.965659985,51226.2750506359,44809.0370785874,50086.6260278203,55178.1571261706,0.401090656054931,0.125244392804403
"Q62087","Pon3","Serum paraoxonase/lactonase 3",0.0193935119887165,18,12,24,5287.77576156381,5773.42856943089,6858.07913712827,6734.26211569385,5617.8970360667,6487.18390945453,8560.68479395501,7082.42574251357,6550.21713322583,0.499664204380255,0.158280104005136,"Pon3","Serum paraoxonase/lactonase 3",0.100846262341326,24,6,24,24217.3330563609,27070.2629821764,30260.9273847777,28620.2435702404,27768.1530790648,29151.4219846256,29505.7620611481,32836.1044276132,28678.7760682509,0.300527865998919,0.0874393960605737
"Q62092","Nsg1","Neuron-specific protein family member 1",0.764966740576497,18,18,24,20576.3366898072,21897.119500382,25780.8410075735,23353.3443255202,34033.9991001379,25309.8386428336,30457.3062055377,30261.8237488397,26458.826152579,0.508626585802597,0.177657794816749,"Nsg1","Neuron-specific protein family member 1",0.828159645232816,24,12,24,28187.9281346314,31841.7866571676,37189.141631064,32326.4337364426,46137.8836696325,36740.1210142761,42460.1448051163,44221.9553551931,37388.1743754405,0.480097138596638,0.172293074387267
"Q62093","Srsf2","Serine/arginine-rich splicing factor 2",0.450332594235033,12,12,24,14062.8161017851,14241.3400104486,12781.0922453933,11518.6256737963,9767.31763198643,12742.5018730272,9816.49910701944,9196.90721482701,11765.8874822854,0.428733727329658,0.169506785646177,"Srsf2","Serine/arginine-rich splicing factor 2",0.473946784922395,12,12,24,57306.6527444596,62676.3330174088,50193.0159879006,45990.540497923,37013.4035117399,51488.4151964385,45593.7145060387,47501.8837119603,49720.4948967337,0.516143887122789,0.156915195517542
"Q62130","Ptpn14","Tyrosine-protein phosphatase non-receptor type 14",0.739421720733427,18,18,24,675.57929196156,965.216156162506,829.708655326551,1464.10316213882,858.577888917083,665.33376287524,1033.87607238398,824.069307210397,914.558037122017,0.873393887365741,0.27924336868448,"Ptpn14","Tyrosine-protein phosphatase non-receptor type 14",0.562915742793792,18,12,24,2166.38536632361,1768.72777067989,2293.46963940193,2450.61946834559,1694.56116688488,1918.52363718956,2198.36344190951,1645.83090035759,2017.06017388657,0.398990857291726,0.149054384624005
"Q62141","Sin3b","Paired amphipathic helix protein Sin3b",0.881513303769401,6,18,24,30798.6600101258,25289.8077875989,27435.2044647725,23798.8378662871,22836.3247704036,23363.784721502,19974.4416612395,21233.0206828836,24341.2602456016,0.444686028565107,0.14266510770294,"Sin3b","Paired amphipathic helix protein Sin3b",0.917960088691796,6,18,24,45000.6379369202,34475.5924024336,35869.9827396939,31808.4363688635,31752.8790606648,31956.9999297961,26286.5561408069,29443.2519293532,33324.2920635665,0.561574774354274,0.166450306357365
"Q62165","Dag1","Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan",0.220028208744711,12,12,24,137583.412363283,115035.462245569,105615.223202733,96982.2645809957,104820.628019695,110181.887471023,112841.552147449,77617.141976519,107584.696500908,0.557386620375489,0.157577081872156,"Dag1","Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan",0.662527716186253,12,12,24,194347.427387404,168220.009623163,144830.031810068,146490.32724892,143657.714662119,159583.509154524,161830.426092185,126688.373816529,155705.977474364,0.434530868167952,0.130556238211413
"Q62167","Ddx3y;Ddx3x;D1Pas1","ATP-dependent RNA helicase DDX3Y;ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10",0.0193935119887165,6,12,24,530298.082539705,480767.88730197,383581.288769427,413238.227950431,472920.455065433,416653.992114278,391832.973565918,407398.712464891,437086.452471507,0.335669964009791,0.118120610077343,"Ddx3y;Ddx3x;D1Pas1","ATP-dependent RNA helicase DDX3Y;ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10",0.0650406504065041,6,12,24,1046223.17688309,948299.14318963,848094.367912605,856212.310125076,938492.376789881,906852.075456004,822111.561427902,840866.69633366,900893.963514731,0.248765808776033,0.0832888570048705
"Q62181","Sema3c","Semaphorin-3C",0.416574279379157,12,12,24,1970.77427484736,2007.26210813544,1518.83767273774,1684.47923518779,1750.0427192312,1887.42930008025,2171.0112517843,1257.65288191246,1780.93618048957,0.512852947723688,0.164875410489581,"Sema3c","Semaphorin-3C",0.881513303769401,6,18,24,21477.7130476363,20757.64491437,19890.2138173608,21300.3204338799,20759.4052601002,17500.9175903477,23664.3255378294,17327.035142036,20334.696967945,0.311649119029573,0.103419695403038
"Q62188","Dpysl3","Dihydropyrimidinase-related protein 3",0.930570953436807,12,18,24,55669.3998636447,62009.9307852296,61010.325176868,61478.1086258239,61683.8077062091,63098.9252463394,62398.7899759235,67835.5113006104,61898.0998350811,0.196550644840158,0.053500253460241,"Dpysl3","Dihydropyrimidinase-related protein 3",0.881513303769401,18,18,24,330755.902999938,355880.970519532,337900.84821665,349654.544975386,385311.757096712,342121.03819082,390766.329936907,390063.882377575,360306.90928919,0.166553639105498,0.0686084059457382
"Q62261","Sptbn1","Spectrin beta chain, non-erythrocytic 1",0.828159645232816,12,12,24,992968.935162343,967823.494126808,925427.402067616,953942.826052259,880168.477833039,929205.815666703,894112.98942698,883566.278362623,928402.027337296,0.12149958100891,0.0444055944404482,"Sptbn1","Spectrin beta chain, non-erythrocytic 1",0.828159645232816,12,12,24,2682374.97945136,2535258.90501986,2373190.95967554,2453934.06870166,2306091.67626835,2440839.46735003,2370566.21317643,2318879.276156,2435141.9432249,0.154522123127119,0.0514107561404486
"Q62283","Tspan7","Tetraspanin-7",0.846614950634697,6,12,24,5677.802460382,7095.56222881566,4961.13071413542,5721.48045860241,6438.33785542905,4755.58067518746,5767.54889563142,5973.08195106314,5798.81565490582,0.403527494730509,0.129255709558414,"Tspan7","Tetraspanin-7",0.822028465187845,24,18,24,10534.1765644168,12063.7634856746,11107.3384933093,11122.2253236638,12780.250089744,11446.1788576886,12040.1954498503,13151.918858884,11780.7558904039,0.222204951772194,0.0757838715667785
"Q62293","Tgtp1","",0.963137472283814,18,6,24,6065.40083205237,6263.65790380951,6554.12595082118,4702.96961628603,5396.88916593013,4866.75482740505,5125.9656440366,5264.87014633262,5530.07926083419,0.334743183094253,0.123192958228676,"Tgtp1","",0.914315937940762,12,12,24,17283.4316801729,18403.6862603253,19913.8328467685,16239.2767410351,15972.6918798901,15964.9322632613,13380.0856224942,12832.2235373279,16248.7701039094,0.435824327881701,0.145648538245058
"Q62312","Tgfbr2","TGF-beta receptor type-2",1,6,18,24,7805.11043906539,8179.79970672861,8049.03517455206,9039.66649439835,10604.2192492029,10367.1415715475,10570.9789822854,9781.83580604759,9299.72342797848,0.300988393022132,0.127293359653762,"Tgfbr2","TGF-beta receptor type-2",0.846262341325811,12,12,24,9045.33183121259,10006.9135191321,9265.9824583109,11355.9365692191,12772.6261412642,13219.0927058944,12538.5927397158,11105.0277673551,11163.687966513,0.373869359946423,0.14432197748851
"Q62318","Trim28","Transcription intermediary factor 1-beta",0.846614950634697,18,12,24,123756.050597638,140358.537836909,127927.676782708,134791.824914872,124463.298099058,118892.351921819,129176.867519814,123205.26405713,127821.483966243,0.167938794395151,0.054238929421684,"Trim28","Transcription intermediary factor 1-beta",0.753526093088858,12,18,24,363718.295895964,383276.588437671,374748.493750034,386068.456032656,347573.385393164,342786.05807403,356674.578522013,318866.595794756,359214.056487536,0.18708026321412,0.0631452510795278
"Q62348","Tsn","Translin",0.184312638580931,6,18,24,3245.17904145994,3695.34160867609,3139.26811388827,2853.13424201982,3268.16146027518,3068.62935451597,2583.77232223092,2869.9757740723,3090.43273964231,0.359680789096812,0.108423242809311,"Tsn","Translin",0.886212457165894,6,6,24,43140.2404706608,46787.6090273485,61088.4020557396,33855.1581567565,66791.2467372407,30614.6277300963,34357.2879452035,48937.0767291354,45696.4561065227,0.791672310929613,0.286090625959433
"Q62356","Fstl1","Follistatin-related protein 1",0.828159645232816,18,12,24,13451.9984269118,12730.688796529,12758.4014747833,15169.4995688611,14530.5527163098,15199.8758933559,15295.1978606238,14648.3432225361,14223.0697449889,0.180306298856359,0.0762899396419796,"Fstl1","Follistatin-related protein 1",0.846262341325811,18,12,24,15155.7501126975,15607.7261257536,14293.122686948,17084.3315617137,17029.9949167959,18073.8998557387,18187.0953581915,16915.0312579517,16543.3689844738,0.235379666312106,0.0841822090396878
"Q62376","Snrnp70","U1 small nuclear ribonucleoprotein 70 kDa",0.212860310421286,12,6,24,10581.9025325911,12854.1353638714,10107.8100479405,11930.5343356583,10424.016830589,10630.3954839025,10354.3643222334,10208.7116252059,10886.483817749,0.252269269114548,0.0897515440689949,"Snrnp70","U1 small nuclear ribonucleoprotein 70 kDa",0.562915742793792,12,12,24,153320.37323909,151042.942856134,130873.660786946,143850.318697268,149067.22666093,150772.026077437,155728.99690528,134088.751274417,146093.037062188,0.170133612238849,0.0623652405192593
"Q62381","Tll1","Tolloid-like protein 1",0.0193935119887165,6,12,24,2731.02746650924,2670.0027895884,1601.34956586488,2576.45410727749,2878.47373002261,1902.71827729779,1593.03561011154,2752.64133459197,2338.21286015799,0.549752395008303,0.232720312069973,"Tll1","Tolloid-like protein 1",0.0881374722838137,24,18,24,3551.26967844195,3730.38787991314,3470.14080532809,3834.80049659651,3646.53455789748,3203.19260433126,2876.8446144115,4025.37128171738,3542.31773982966,0.324230278495883,0.102801688537181
"Q62383","Supt6h","Transcription elongation factor SPT6",0.846262341325811,18,12,24,62636.8308339122,74221.7255359801,79662.138618257,67247.7932635602,83937.9400472447,68843.9356259625,72633.8326633825,75013.014862528,73024.6514313534,0.291697513042654,0.0936603513461651,"Supt6h","Transcription elongation factor SPT6",0.833148558758315,18,18,24,160956.061160997,164414.089182554,180437.00789042,154710.720256152,174749.562735272,149812.738945966,171386.253320159,166854.906324648,165415.167477021,0.185135797469771,0.0617112739313762
"Q62392","Phlda1","Pleckstrin homology-like domain family A member 1",0.0736953455571227,18,12,24,39301.5409153959,47552.0362032565,51522.4888659115,43325.4815777702,44629.5547715229,48219.0041079995,48785.1093068901,49241.4898553396,46572.0882005108,0.262409276086134,0.0840970822046724,"Phlda1","Pleckstrin homology-like domain family A member 1",0.258110014104372,12,18,24,82271.7237679513,86080.9652596593,89837.9178381609,89251.8156895516,88380.622752303,92629.93912228,89783.1051566552,83004.8850760837,87655.1218328306,0.118170109603899,0.0409524333366
"Q62417","Sorbs1","Sorbin and SH3 domain-containing protein 1",0.750554323725055,18,6,24,6133.48738938917,5631.46501698706,5649.79560214778,4629.97189419585,5202.82502280746,5865.39841877308,5974.25068140989,5596.56558101741,5585.46995084096,0.26918334686716,0.0854778853983702,"Sorbs1","Sorbin and SH3 domain-containing protein 1",0.0736953455571227,12,12,24,16664.4884490742,17053.934046891,15053.0572226489,13727.1277989548,15366.4147041881,18730.2121095406,17286.0334438987,15198.7073853434,16134.9968950675,0.310076558621171,0.0983314983992746
"Q62418","Dbnl","Drebrin-like protein",0.753526093088858,6,18,24,68882.4882580907,84905.9213237351,80541.8185388586,70149.4280218808,67361.7433365544,61101.0305545749,55657.4847546599,64760.4053875865,69170.0400219926,0.42284833953798,0.139139721977324,"Dbnl","Drebrin-like protein",0.846614950634697,6,12,24,163482.455366704,193031.305038707,177470.911612232,162363.133693671,161970.525546422,150821.507687809,140971.719331394,156384.858902418,163312.05214742,0.318773691364306,0.0979043140337456
"Q62419","Sh3gl1","Endophilin-A2",0.220028208744711,6,12,24,53589.4442643437,49371.3038355323,47013.2139065136,47049.4519739808,47708.5903280316,42946.8382555679,37457.8147318806,45443.5053326501,46322.5203285626,0.348245937786686,0.101839398448484,"Sh3gl1","Endophilin-A2",0.0736953455571227,24,12,24,594403.117326065,573626.906034611,651011.61698245,680319.014069321,666854.644520832,649930.371457333,607000.170402273,724196.57080832,643417.801450151,0.234015385390879,0.0768969595260103
"Q62422","Ostf1","Osteoclast-stimulating factor 1",0.923579946146942,24,18,24,54118.6327881713,38985.5767398349,37269.9001464622,59940.4150672612,45030.2452456043,56860.5162840603,56535.6002007268,45268.8370193328,49251.2154364317,0.460303663978805,0.176927824664533,"Ostf1","Osteoclast-stimulating factor 1",0.750554323725055,24,12,24,168035.195180064,133753.832636882,146167.033898327,186143.49987656,144677.850950185,167270.219640775,174921.019071542,151964.201842941,159116.60663716,0.329253296352306,0.111336049161695
"Q62425","Ndufa4","Cytochrome c oxidase subunit NDUFA4",0.562915742793792,12,12,24,42190.316249315,46205.6316933434,43623.0064976524,42488.8229768178,50967.8283031543,45098.4327315458,42350.0017576322,42667.0689019397,44448.8886389251,0.197474274894527,0.0676056054180686,"Ndufa4","Cytochrome c oxidase subunit NDUFA4",0.473946784922395,24,12,24,390885.486053731,435231.900928592,440239.008443972,477209.124823437,515365.575325932,472002.823432392,449263.210669834,516065.685619033,462032.851912115,0.270933547359773,0.091504005373224
"Q62432","Smad3;Smad2","Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 2",0.923579946146942,24,18,24,148158.777092015,135574.669505184,125018.926270243,151456.938164609,124501.677748791,146378.287904781,134142.299672143,126738.630700572,136496.275882292,0.197479823105671,0.0800005941967643,"Smad3;Smad2","Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 2",0.212860310421286,6,18,24,393380.592198111,336919.99623867,331425.211704166,350419.885098193,359566.202895032,379591.89131489,353579.375315965,322361.397972075,353405.569092138,0.200956635766881,0.0680559668942429
"Q62433","Ndrg1","Protein NDRG1",0.442350332594235,12,6,24,197205.381645986,141376.658170279,106048.410641651,127753.915982256,114782.009794804,130519.26471549,122136.707496377,129306.860040246,133641.151060886,0.6821025580871,0.208076275712382,"Ndrg1","Protein NDRG1",0.473946784922395,6,12,24,397080.055210608,295047.757521988,247933.799265745,305254.939946995,255032.339301112,299270.085110252,267077.615115606,267392.264376928,291761.106981154,0.511193069864849,0.162910318396271
"Q62446","Fkbp3","Peptidyl-prolyl cis-trans isomerase FKBP3",0.662527716186253,18,12,24,9338.3188413162,13670.8704072974,13254.6073720766,10301.2725925522,12737.7119226578,10545.9517289394,13899.4100913817,15103.6295659393,12356.4715652701,0.466582283961019,0.165342141621125,"Fkbp3","Peptidyl-prolyl cis-trans isomerase FKBP3",0.930570953436807,18,18,24,142690.539264489,165913.860360029,177025.037969746,148662.429292089,167596.306438303,144756.167922602,162445.850370002,167517.712573122,159575.988023798,0.215160809157181,0.0787031161245961
"Q62448","Eif4g2","Eukaryotic translation initiation factor 4 gamma 2",0.828159645232816,12,12,24,8139.75259947381,6642.88994331496,5575.22547873413,7299.37709279521,4341.66538770062,7472.05729617631,6075.21514160364,5562.00115260406,6388.52301155034,0.594517262426121,0.194137638243507,"Eif4g2","Eukaryotic translation initiation factor 4 gamma 2",0.914315937940762,12,12,24,24237.5068511273,20615.158283251,16386.2431358506,22757.0151668485,15216.2749006026,24885.7973409326,23372.3546761237,18957.6146165626,20803.4956214124,0.464802772394533,0.175251084400923
"Q62470","Itga3","Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain",0.0881374722838137,12,18,24,9868.34793992568,12656.4116246534,14213.7049898132,11245.9954803336,10804.3478967982,12823.5030768287,11828.4454410621,12309.8596384875,11968.8270109878,0.363056216444463,0.112402166050154,"Itga3","Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain",0.212860310421286,12,18,24,84385.3023585297,111639.635486301,109672.74554726,96544.6733646771,91630.3307918258,99738.8072709112,85772.0625107763,92749.592326981,96516.6437071578,0.28237961952411,0.104555967692615
"Q62523","Zyx","Zyxin",0.51410437235543,12,6,24,149659.763460958,140221.595839747,110900.316237259,112089.039449549,104278.028140955,114175.246818438,102117.74968678,118364.090212802,118975.728730811,0.399594222126972,0.143103953650919,"Zyx","Zyxin",0.739421720733427,6,18,24,1228511.25146285,1086333.14031719,953963.212046838,935880.443549404,905410.886089363,905620.938159425,831848.179289734,845758.947582586,961665.874812174,0.412474938086567,0.13843692931464
"Q63829","Commd3","COMM domain-containing protein 3",0.881513303769401,18,18,24,2746.43800417807,3922.04390649907,4055.76896679793,3322.53231424244,4449.44029575624,3223.44290528164,3652.6188121911,4001.06336025161,3671.66857064976,0.463822444430706,0.149277196480871,"Commd3","COMM domain-containing protein 3",0.917960088691796,18,18,24,36977.0714517495,38971.9766942802,40505.0883361108,36607.3204481395,37374.1548920805,32610.1733869507,38189.5317106666,41760.1885576346,37874.4381847015,0.241588142537249,0.0731272558472626
"Q63844","Mapk3","Mitogen-activated protein kinase 3",0.828159645232816,18,18,24,16181.9985242431,18371.5692296693,22727.9009618694,17152.9830053574,22103.3860870028,16399.706224666,19728.4555218584,21667.896577461,19291.7370165159,0.339311200024252,0.137150914357389,"Mapk3","Mitogen-activated protein kinase 3",0.220028208744711,24,12,24,68138.2059872856,64003.2790006052,81675.9445098911,74374.8996833849,73174.5708735256,67908.8779795787,66581.0132747673,80003.7285781518,71982.5649858988,0.245513139365733,0.0893658058245074
"Q63850","Nup62","Nuclear pore glycoprotein p62",1,6,18,24,26259.5561876728,20562.2227213228,19960.6583461181,21373.8120512481,18407.5037898541,19645.8294670121,19705.5090536326,19391.9776857927,20663.3836628317,0.379998383901791,0.11710040678459,"Nup62","Nuclear pore glycoprotein p62",0.220028208744711,6,12,24,99861.2180659468,76803.6418766682,75251.8779306116,78530.3369944668,76348.6458786975,77083.7830826725,73390.1482561066,75362.7617494406,79079.0517293263,0.334741871974464,0.107899421672699
"Q63918","Sdpr","Serum deprivation-response protein",0.710920177383592,12,12,24,54359.0371758049,72245.5343011503,61200.1025310604,49495.2213906963,51268.4544534381,45967.1706423172,41319.246404927,38726.5189326789,51822.6607290091,0.646802284887473,0.210539333251537,"Sdpr","Serum deprivation-response protein",0.917960088691796,12,12,24,131996.39197935,171690.113554306,153082.252521446,125915.637757496,121556.061290679,114713.904823718,104478.023408491,100420.433873077,127981.60240107,0.556874412760384,0.188875972882007
"Q63943","Mef2d","Myocyte-specific enhancer factor 2D",0.0734478935698448,12,6,24,13275.4777227052,14389.8943541997,11510.4090912354,11533.4425321366,12140.2715963301,11605.4474746633,10916.0938644023,11169.3360659164,12067.5465876986,0.287863027049633,0.0980470005178269,"Mef2d","Myocyte-specific enhancer factor 2D",0.212860310421286,12,6,24,30762.2351029086,32584.6629916582,26040.7534709239,27427.9803691194,27043.3581588129,27463.4581489066,26627.9995880076,27982.8279050871,28241.659466928,0.231711225340616,0.0796649949058504
"Q64008","Rab34","Ras-related protein Rab-34",0.00831485587583148,24,6,24,2484.27206941211,3209.92459810912,2994.15032185093,3839.04799598741,2860.36685238304,2943.48249464262,3424.98984739065,3553.6745271981,3163.73858837175,0.428219933073722,0.136708826181064,"Rab34","Ras-related protein Rab-34",0.750554323725055,24,12,24,30585.7984561803,35107.6911350945,31142.1440893888,43454.0030070145,42971.4845944073,34939.6870070787,41912.9725023899,35256.2810894993,36921.2577351317,0.34853104526257,0.140259886849113
"Q64010","Crk","Adapter molecule crk",0.917960088691796,12,12,24,76720.1943192556,77010.5718005693,88589.6160350138,74087.2550734707,69773.8566726354,72123.4718648767,63576.8616546388,55400.7274075013,72160.3193534952,0.459932673869256,0.136406212610199,"Crk","Adapter molecule crk",0.914315937940762,18,12,24,160605.821668524,174936.130581003,195965.436757347,168096.270080834,169126.900731405,178908.371351473,149410.42070026,182474.745885259,172440.512219513,0.269977254520234,0.0820838950278088
"Q64012","Raly","RNA-binding protein Raly",0.917960088691796,12,12,24,56381.0865123503,57756.8826930767,59343.2755161006,54336.6792429369,45687.7241662105,52319.1837929279,43263.4547647669,36759.2183350632,50730.9381279291,0.445173261414697,0.157587407077339,"Raly","RNA-binding protein Raly",0.917960088691796,12,12,24,164850.724317299,176714.91192382,185367.712343964,164535.186347312,152194.717608174,152458.440765133,147619.127604677,133533.361423206,159659.272791698,0.324656062967194,0.104206272342155
"Q64092","Tfe3","Transcription factor E3",0.753526093088858,12,18,24,1361.8245439339,2027.97602367256,1427.66203083226,1292.32638444624,2240.2279521723,2081.2246801754,2338.24511221431,2529.97256875997,1912.43241202587,0.647158130416057,0.252684979437141,"Tfe3","Transcription factor E3",0.833148558758315,12,18,24,2242.13049389582,4403.5901348697,3487.36516301838,3031.33165832656,4276.08210361854,4556.01395932145,4384.06043335836,4893.17433455226,3909.21853512013,0.678151865095199,0.231213829873622
"Q640N1","Aebp1","Adipocyte enhancer-binding protein 1",0.846262341325811,18,12,24,163810.933312045,178232.990854927,156999.40150779,198977.961350036,206975.819687911,231529.993389095,254915.986955905,224762.01633493,202025.63792408,0.484674056492333,0.170161574561698,"Aebp1","Adipocyte enhancer-binding protein 1",0.881513303769401,24,6,24,209308.341605369,232220.72553826,198636.119830167,258475.747469143,273441.749078086,294983.501405075,330730.383687136,299417.130387522,262151.712375095,0.503884802659478,0.176776082614762
"Q64127","Trim24","Transcription intermediary factor 1-alpha",0.0807926829268293,24,6,24,13721.9163291111,14667.1260520451,15020.2587451309,14725.9816092063,12579.5149917015,12601.7622814221,14318.5961729316,15464.7611755636,14137.489669639,0.204084759832455,0.0763655505900187,"Trim24","Transcription intermediary factor 1-alpha",0.881513303769401,24,18,24,25403.1038820782,28033.8785175928,25193.1500487754,24341.3324396555,23142.1490673782,21676.4283948115,22819.1612201349,26235.1191212191,24605.5403364557,0.258374741454552,0.0832509485910149
"Q64133","Maoa","Amine oxidase [flavin-containing] A",0.184312638580931,6,18,24,27123.4802691067,23968.5110540945,19580.0722390692,23252.5896888058,20251.9795073013,23789.04104146,20076.3239801623,19538.6457351431,22197.5804393929,0.34169645447047,0.124255829180043,"Maoa","Amine oxidase [flavin-containing] A",0.473946784922395,12,12,24,93461.642059476,81513.4422679882,67796.20640751,67190.5014113108,62664.524715204,76997.7193036334,64638.7324182583,64084.0913194629,72293.3574878555,0.426002034134956,0.149731303396245
"Q64191","Aga","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain",0.442350332594235,6,6,24,4174.5745586869,3335.67271162237,4062.06049864888,4131.03888434812,3710.78365099559,3254.22336272621,3483.82459192174,3306.90297003928,3682.38515362364,0.249933441930978,0.106294161476385,"Aga","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain",0.923579946146942,6,6,24,23423.7370650155,17107.2880717594,20935.7426431481,18338.4304516418,16264.3079092432,13770.204646259,13963.9355600328,16043.4332975462,17480.8849555808,0.552233622227153,0.190727522019485
"Q64261","Cdk6","Cyclin-dependent kinase 6",0.220028208744711,18,12,24,7395.75052026268,9778.7466010186,13220.7774958945,11820.6920258284,10271.0180463236,13865.2798092211,12588.6160404481,11737.5465508125,11334.8033862262,0.570766785140716,0.185658687935867,"Cdk6","Cyclin-dependent kinase 6",0.51410437235543,24,6,24,27336.7060721244,32820.1634727977,37128.969833001,33215.247678753,32201.9989347487,34155.6561051828,30710.3965714816,34608.3262630859,32772.1831163969,0.298798030210482,0.0882760537566094
