"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr","Amplitude","CV"
"Q6NSQ7","Ltv1","Protein LTV1 homolog",0.822028465187845,24,6,24,47799.7519607663,51689.5885239297,46178.8123872654,50516.5968256252,53514.0538238575,57804.4840628623,61149.5842457082,62947.260089393,53950.016489926,0.310814505594428,0.113603845570127
"Q6NV83","U2surp","U2 snRNP-associated SURP motif-containing protein",0.764966740576497,6,12,24,5593.37139339645,4766.29288823946,4135.08352406639,4411.76896037015,2507.23942052233,3700.03373814885,3886.03028698447,4385.37467557749,4173.1493609132,0.739521092098844,0.213443305973521
"Q6NVE8","Wdr44","WD repeat-containing protein 44",0.220028208744711,6,12,24,6658.00605331707,5336.86710712572,3606.6979884535,6358.30903007111,6028.4639888606,4065.24791578897,4504.11635511601,3701.36822724327,5032.38458324703,0.606334435373137,0.24342147910745
"Q6NWW9","Fndc3b","Fibronectin type III domain-containing protein 3B",0.917960088691796,18,18,24,3233.41099451284,3647.42760202961,3263.86107251025,4215.79131405498,3194.00123415331,3132.01279649067,3849.3159378231,3175.82481124919,3463.95572035299,0.312873086453272,0.114786764131054
"Q6NXH3","Gpbp1","Vasculin",0.212860310421286,12,18,24,3050.07229485286,4056.99820469549,3334.51188100036,3684.95266924766,3260.364240239,4351.48591972261,4548.54071760126,3915.93435258668,3775.35753499324,0.396907685923602,0.142379435929298
"Q6NXJ0","Wwc2","Protein WWC2",0.963137472283814,18,18,24,6457.29547483042,7274.35051999216,7600.99559487171,6870.67599148077,7940.42897750977,5722.43129406339,7381.60347063784,6690.8323072549,6992.32670383012,0.317204526818155,0.101198893573005
"Q6NZF1","Zc3h11a","Zinc finger CCCH domain-containing protein 11A",0.080394922425952,12,12,24,2675.92311969346,3432.33765079562,3222.8114056795,1718.45923031501,3816.046121484,3767.77099482787,2991.20981204915,2562.4856957838,3023.38050382855,0.693788588142573,0.231409396442347
"Q6NZJ6","Eif4g1","Eukaryotic translation initiation factor 4 gamma 1",0.212860310421286,6,18,24,602855.470347221,483934.113907554,477782.229236418,465112.740453422,480541.024749903,462554.134260449,457234.721945622,447533.654931612,484693.511229025,0.320453671892086,0.101781901004696
"Q6NZN0","Rbm26","RNA-binding protein 26",0.917960088691796,6,18,24,11621.4133462517,11633.2697360015,8816.29264076801,9474.68945527133,9350.59953894177,8770.40534160998,8867.70853881691,6173.80179202731,9338.52254871106,0.58461795380338,0.18691987339657
"Q6P069","Sri","Sorcin",0.421808885754584,6,18,24,62083.9194217944,68728.3532892405,59091.9236616621,54846.0828326785,56004.8324465257,52162.7502180862,40538.148626519,45507.0956757251,54870.3882715289,0.513759890366017,0.16353078163748
"Q6P1B1","Xpnpep1","Xaa-Pro aminopeptidase 1",0.0193935119887165,6,12,24,7719.27841410995,6465.14780948882,6070.29683749694,6992.86568326095,7352.69185833827,6650.6038381241,5040.23763874482,7659.76451859294,6743.8608247696,0.397256237187644,0.133400517208494
"Q6P1F6","Ppp2r2a;Ppp2r2c","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform",0.881513303769401,6,18,24,79232.1119592736,73241.3714829579,61366.1577159788,70030.6955970468,63039.4843631661,72318.4822630289,78144.748258376,64843.9959192093,70277.1309448797,0.254221451602906,0.0956675200409384
"Q6P1G0","Heatr6","HEAT repeat-containing protein 6",0.0736953455571227,6,12,24,3666.40040440775,2911.03744311131,2839.54366210396,2876.24854103078,2950.12151857727,3565.97674585733,2241.0438728096,3221.67139730488,3034.00544815036,0.469793662521964,0.149064191197402
"Q6P2L6","Whsc1l1","Histone-lysine N-methyltransferase NSD3",0.442350332594235,6,18,24,51728.038108346,45649.0759829519,43895.2957449719,44985.9575024466,55755.321405368,49525.1485192991,62424.4900203365,43560.4106570741,49690.4672425993,0.379631756553305,0.134515450345386
"Q6P3B9","Rbfa","Putative ribosome-binding factor A, mitochondrial",0.881513303769401,12,18,24,10453.9483713409,10475.1735491531,7890.09664041591,10898.2932046132,9707.53894504239,10589.8948820017,10476.4395331949,9792.19487806465,10035.4475004783,0.299757092451921,0.0951622378220702
"Q6P4S6","Sik3","Serine/threonine-protein kinase SIK3",0.923579946146942,24,6,24,17603.5038776944,17931.1369851678,19131.4138201904,19587.8867259566,15753.849904208,17410.19624209,16217.6458833031,16454.5140960053,17511.2684418269,0.218946836117863,0.0778552038487018
"Q6P4T2","Snrnp200","U5 small nuclear ribonucleoprotein 200 kDa helicase",0.110014104372355,6,18,24,257876.201462148,241597.988332931,240833.650862155,243467.455319025,258140.571114868,245469.28804829,241649.348672319,212254.411242493,242661.114381779,0.189095644719501,0.0584811119847235
"Q6P549","Inppl1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",0.220028208744711,18,12,24,125669.665787314,129026.770649281,139249.133638682,135738.227046599,132023.396010358,158548.71877596,146817.928720104,139162.337566178,138279.52227431,0.23777239353939,0.0761264120457661
"Q6P5B0","Rrp12","RRP12-like protein",0.442350332594235,6,18,24,50959.9395520527,35664.1317681774,35454.6384976652,37584.3440871029,39149.6685300965,45799.903156467,40197.1641086828,34370.170171763,39897.4949840009,0.415809799260386,0.14411620169725
"Q6P5D8","Smchd1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1",0.828159645232816,6,18,24,66837.836799631,59490.7838855631,55398.4850455587,59156.8008191674,56869.4575127597,51801.2823461219,54662.1587488953,48470.2005328814,56585.8757113223,0.324597543748438,0.0977348885750539
"Q6P5E4","Uggt1","UDP-glucose:glycoprotein glucosyltransferase 1",0.87672778561354,24,6,24,15285.3854235116,15077.2197333861,13583.5204060547,19582.9477731765,13331.5135463019,17887.0908294715,17703.6591656092,16812.4661884759,16157.9753832484,0.386894649768788,0.136564817785868
"Q6P5F6","Slc39a10","Zinc transporter ZIP10",0.920310296191819,6,18,24,23152.2314104503,21380.3177693042,19204.6431253408,19599.7402126289,18884.0005698428,18374.1105673281,16279.1424181484,15950.919604879,19103.1382097403,0.376970093945061,0.125647137703503
"Q6P6J9","Txndc15","Thioredoxin domain-containing protein 15",0.212860310421286,6,18,24,5481.20135860703,4061.60129703707,2802.10389059752,2883.36063303416,4615.60771830503,4684.80587336587,4615.81976243946,2190.78988400344,3916.9113021737,0.84005258755223,0.294663445056089
"Q6P6L0","Filip1l","Filamin A-interacting protein 1-like",0.917960088691796,12,12,24,78321.9562648332,76108.5749330891,82028.3734334104,77546.3000425556,75894.414493701,82524.8364450304,74158.9467275455,75317.9408140796,77737.6678942806,0.107616937118079,0.0396246689679968
"Q6P8I4","Pcnp","PEST proteolytic signal-containing nuclear protein",0.0881374722838137,12,18,24,14498.9810164117,16733.2868190058,18355.8020247954,15895.5256275388,15065.9618254607,15955.2121188051,15297.0335780819,15276.0414477281,15884.7305572284,0.242800530640958,0.0757609018046213
"Q6P8M1","Tatdn1","Putative deoxyribonuclease TATDN1",0.828159645232816,6,18,24,23905.9467982527,20544.4380463667,17399.6954631847,20408.7406780126,20218.1915538112,15428.7042940952,18144.2313555456,13094.4824199775,18643.0538261558,0.579919174138036,0.181135950502964
"Q6P8X1","Snx6","Sorting nexin-6;Sorting nexin-6, N-terminally processed",0.822028465187845,12,18,24,59682.677461398,62540.332561862,61489.9255556695,67397.9374280759,66784.9223254336,67035.5837510935,64061.9499929333,60498.0062303105,63686.416913347,0.121144513078439,0.0486028762789415
"Q6P9J9","Ano6","Anoctamin-6",0.442350332594235,24,18,24,58843.9706234221,64393.9141552296,59377.0022524164,64930.2390610167,60212.8188284949,57440.8899092983,53279.9552888429,60314.0044956709,59849.099326799,0.194660970728378,0.0622009788072141
"Q6P9R4","Arhgef18","Rho guanine nucleotide exchange factor 18",0.920310296191819,6,18,24,24840.1055725773,23442.1892911284,22672.8242732071,21887.2655822694,19526.7514081585,19600.570044388,18684.1158599634,15756.1485379444,20801.2463212046,0.436702536682757,0.14188001145372
"Q6PAC3","Dcaf13","DDB1- and CUL4-associated factor 13",0.914315937940762,18,12,24,62340.7617162748,72149.2878249172,74560.8408256718,71060.664809813,62738.1651266568,62472.1784319252,62058.2643874519,63543.1631430475,66365.4157832198,0.188389936093509,0.0792620525669857
"Q6PAL7","Ahdc1","AT-hook DNA-binding motif-containing protein 1",0.0886917960088692,6,18,24,19876.7916768407,17716.674728344,14449.8952838896,16711.4406268146,17259.5797289723,17536.7606230299,15375.9694287788,12599.0931344093,16440.7756538849,0.442661507926586,0.136463183672025
"Q6PAM1","Txlna","Alpha-taxilin",0.917960088691796,6,12,24,50494.8215060483,49185.6109058434,41384.7682567124,41396.622959022,39670.869371626,38143.4668701375,36414.7233578571,39789.1956175178,42060.0098555956,0.334762121942727,0.120861562454352
"Q6PB44","Ptpn23","Tyrosine-protein phosphatase non-receptor type 23",0.710920177383592,6,12,24,100547.369920721,87268.8350846989,80724.9846276142,98603.2288834312,91009.152262277,87289.9347616645,92395.1475277404,85873.0351919193,90463.9610325083,0.219119139454701,0.0733434685403014
"Q6PB66","Lrpprc","Leucine-rich PPR motif-containing protein, mitochondrial",0.662527716186253,6,12,24,89622.2700443854,80251.6718877192,72718.7628116085,94095.2491229043,84292.6269231127,86408.2366582849,80768.4474353199,73007.6626241369,82645.615938434,0.25865239273212,0.0911599613175233
"Q6PB93","Galnt2","Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form",0.753526093088858,6,18,24,10622.0633277281,10553.6353504301,12910.0170784044,10930.890292962,11262.6511633691,12299.0202822139,9761.42758327739,10587.7921219886,11115.9371500467,0.283250026752246,0.0921693721732247
"Q6PCM1","Kdm3a","Lysine-specific demethylase 3A",0.442350332594235,24,6,24,23222.4661033409,25789.1386909257,27783.404653769,28953.5241038429,23538.247845216,24319.3964233505,21701.576431663,27423.232886027,25341.3733922669,0.286170270250344,0.100694324992779
"Q6PD10","Ip6k1","Inositol hexakisphosphate kinase 1",0.314174894217207,12,18,24,16210.9516556209,16356.6701728762,15378.1540815699,16185.9360510098,14655.3082368886,17130.7420889747,17869.7915955644,14938.6023691527,16090.7695314572,0.19977188489286,0.0674133916642481
"Q6PDI5","Ecm29","Proteasome-associated protein ECM29 homolog",0.739421720733427,6,12,24,12819.6993965001,10468.896605051,9339.62432292686,8093.95581606094,9389.58563912266,10170.7136523288,9412.64126624444,11860.6246341834,10194.4676665523,0.46355962223944,0.148975924677245
"Q6PDL0","Dync1li2","Cytoplasmic dynein 1 light intermediate chain 2",0.739421720733427,6,12,24,34356.8130620598,35437.9525490296,35426.2750344028,35886.8260165756,37173.1598867034,35594.2577349988,34127.3643335805,33248.3134418365,35156.3702573984,0.111639694773124,0.0344764033319473
"Q6PDM2","Srsf1","Serine/arginine-rich splicing factor 1",0.822028465187845,24,6,24,3566.65219695137,3963.26250610324,4336.10312369737,4391.61803302725,2978.62468959842,3409.64442252039,2722.64434793378,3401.26283395703,3596.22651922361,0.464090255764475,0.167273210443634
"Q6PDN3","Mylk","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",0.562915742793792,6,12,24,86501.1971996184,91243.8563994202,82292.5868291901,79903.662204507,89145.3654298735,71255.2300864787,75824.9153922661,78539.0993860371,81838.2391159239,0.244245557197627,0.0834642310732003
"Q6PDQ2","Chd4","Chromodomain-helicase-DNA-binding protein 4",0.473946784922395,12,12,24,58061.6756930339,52239.3442115438,44329.6177224199,51230.0779442413,52955.1664188199,58112.5923918224,60376.8389817344,44232.8887915992,52692.2752694018,0.306381724979523,0.115922028025829
"Q6PDY0","Ccdc85b","Coiled-coil domain-containing protein 85B",0.51410437235543,6,18,24,46289.5192692217,37905.4192755883,36970.4851142771,30686.7014134427,32199.0533182905,30249.899559679,25796.4195795027,28435.1398614754,33566.5796739347,0.610520937455907,0.195082270717301
"Q6PFD9","Nup98","Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96",0.0440687361419069,6,12,24,6411.6616038911,5145.25292683381,4118.64302936081,5301.71886182,5711.14312412158,3642.18875348409,4202.1408332638,5035.65772906807,4946.05085773041,0.55993618546774,0.18476042377794
"Q6PFX9","Tnks","Tankyrase-1",0.920310296191819,6,18,24,2061.64974849441,1916.35103438917,2217.61026765817,1173.79151772336,2519.36842946749,2379.41036166976,1413.96137207699,2244.63654547825,1990.8474096197,0.675881489079652,0.236902351042012
"Q6PGH2","Hn1l","Hematological and neurological expressed 1-like protein",0.405487804878049,6,6,24,28762.6010938814,26282.6111130904,23499.3871626082,30151.3189320776,28359.3556293635,21027.9125068756,28270.9667129786,25948.9625773816,26537.8894660321,0.343787942778183,0.11423459176886
"Q6PGL7","Fam21","WASH complex subunit FAM21",0.110014104372355,12,6,24,73159.8931317678,82309.568011612,74511.3336897955,73427.4109820466,80224.7305944601,80741.9999493588,70307.0607852811,71595.5467475938,75784.6929864895,0.15837640496176,0.060772813075678
"Q6RHR9","Magi1","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",0.923579946146942,6,18,24,1495.00894827172,1307.27822500966,902.154097492176,784.967521155619,1106.85870202465,1038.13167822128,1483.25970611907,1188.83172029419,1163.31132482355,0.610362344081712,0.22130993781943
"Q6S5J6","Krit1","Krev interaction trapped protein 1",0.110014104372355,18,6,24,2098.26145010761,2267.75528837504,2187.59656653318,1252.12330881607,1746.92383121673,1910.61589466844,2041.40959924469,1009.76336549636,1814.30616305726,0.69337355981796,0.251229621824689
"Q6VNB8","Wdfy3","WD repeat and FYVE domain-containing protein 3",0.753526093088858,6,18,24,5967.33377415987,6165.21449714065,4866.86087623767,6013.76768412993,4441.20989682917,4322.62924086831,5494.11878025217,3631.00858958286,5112.76791740008,0.495662222205164,0.182979631296306
"Q6WKZ8","Ubr2","E3 ubiquitin-protein ligase UBR2",0.750554323725055,6,6,24,123208.649620202,86115.9069151613,87969.1265986977,90470.7492356853,99668.9181060133,94290.4638002112,103923.912093773,92178.2023249312,97228.2410868344,0.381501735405388,0.123835484455923
"Q6Y5D8","Arhgap10","Rho GTPase-activating protein 10",0.212860310421286,6,18,24,101564.782957337,97437.0032978154,96249.4013537386,94674.9834002348,97065.8595148241,90747.3698944278,88243.7642821921,84518.4378063383,93812.7003133635,0.181706155926208,0.0593890360031163
"Q6Y685","Tacc1","Transforming acidic coiled-coil-containing protein 1",0.920310296191819,24,6,24,53807.0597356671,58472.8727836629,61705.4878764641,60805.4232571715,61507.9370765042,61616.6032167716,61130.3092123984,64265.2212321572,60413.8642988496,0.173108633553991,0.0512969877866684
"Q6Y7W8","Gigyf2","PERQ amino acid-rich with GYF domain-containing protein 2",0.212860310421286,6,18,24,60130.0500397838,45490.0600656972,45254.6791842415,45857.1887728598,56976.0195199208,50568.0390182437,55385.4314273742,44564.5226872423,50528.2488394204,0.308055943161794,0.12244363140249
"Q6ZPE2-2","Sbf1","Myotubularin-related protein 5",0.442350332594235,12,18,24,1938.92583033179,2561.83011956119,2566.53243571955,2957.54370379156,1835.11905340373,2673.8497374883,2328.24045206784,2191.8155346982,2381.73210838277,0.471264021019548,0.160057640875321
"Q6ZPJ3","Ube2o","E2/E3 hybrid ubiquitin-protein ligase UBE2O",0.258110014104372,12,18,24,23857.3802552964,26303.5342600976,27422.8276808034,24468.5598632714,25459.6561336868,28860.7289144829,26850.1214004338,27017.6906013196,26280.062388674,0.19038572227069,0.0621259420737769
"Q6ZPT1","Klhl9;Klhl13","Kelch-like protein 9;Kelch-like protein 13",0.750554323725055,12,18,24,172829.646941829,175153.940541348,174133.099255507,189234.987979748,158370.202512606,187093.542995617,181103.623684442,163878.46800846,175224.688989945,0.176144044797895,0.060683562763994
"Q6ZQ08","Cnot1","CCR4-NOT transcription complex subunit 1",0.881513303769401,6,18,24,140765.548296098,139744.234240778,133208.85050231,138502.756475743,128903.814909661,127071.347224174,133032.057753503,117016.077504681,132280.585863368,0.179538596963485,0.0598932901901195
"Q6ZQ38","Cand1;Cand2","Cullin-associated NEDD8-dissociated protein 1;Cullin-associated NEDD8-dissociated protein 2",0.0176304654442877,6,12,24,284842.774438627,266787.909016717,227026.316945993,274165.219986695,283780.689574503,269555.806010711,247527.22418718,240092.51983455,261722.307499372,0.220907640793182,0.0808737969241314
"Q6ZQ88","Kdm1a","Lysine-specific histone demethylase 1A",0.963137472283814,12,18,24,42878.6535985224,49768.843628669,45604.3233313677,52038.7820724582,46500.0212224239,47746.1595808081,49752.532407292,43472.2046973249,47220.1900673583,0.193987539246859,0.0681211692653671
"Q6ZQ93","Usp34","Ubiquitin carboxyl-terminal hydrolase 34",0.0440687361419069,18,12,24,3894.38296470832,3975.60716283749,5028.99674623249,5156.16792338986,3664.00033077852,4192.72356027162,4412.1469104668,4101.47456326843,4303.18752024419,0.346758672633133,0.124281524113509
"Q6ZQA6","Igsf3","Immunoglobulin superfamily member 3",0.753526093088858,6,18,24,2559.73700539034,2194.10581090971,2028.96745199626,2993.40050097523,1800.46474213182,2545.66533247239,2295.56468131422,1382.98739681191,2225.11161525023,0.723744864359181,0.223993557178055
"Q6ZQF0","Topbp1","DNA topoisomerase 2-binding protein 1",0.961650876839347,12,18,24,5551.43605149766,5968.85076247811,5699.7152974897,6558.63295483278,4328.67002097366,6429.87555776495,5071.81197902359,5078.91967537297,5585.98903742918,0.399206464408926,0.133986981339361
"Q6ZQH8","Nup188","Nucleoporin NUP188 homolog",0.110014104372355,6,18,24,10633.2709914872,8420.10205010626,7912.89055089228,8020.66175680396,10467.3347196789,7240.79885932296,6941.85735355762,6709.19145469107,8293.26346706753,0.473164701975116,0.181617855146816
"Q6ZQK5","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",0.846262341325811,24,12,24,63115.0244876356,66663.2386796302,58316.311866267,72484.0710010437,69574.5943828219,65246.4696621273,70311.6500789263,63789.3193097894,66187.5849335302,0.214054631982794,0.0690915944936489
"Q6ZQL4","Wdr43","WD repeat-containing protein 43",0.764966740576497,24,6,24,79976.9546132667,74234.2794241844,80565.6438479991,86986.8119445885,78486.8168841741,87499.5253765009,83010.2255951127,85297.2143788682,82007.1840080868,0.161757120583587,0.0556523493208955
"Q6ZQM8","Ugt1a6;Ugt1a9;Ugt1a2;Ugt1a1;Ugt1a7c","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-9;UDP-glucuronosyltransferase 1-2;UDP-glucuronosyltransferase 1-1;UDP-glucuronosyltransferase 1-7C",0.750554323725055,6,12,24,86443.8699994904,80726.9411719877,67488.230766413,79549.5392901724,78995.8020809802,80795.1569893536,79635.5344060731,82303.4425659386,79492.3146588011,0.238458765661049,0.067880591414843
"Q6ZWN5","Rps9","40S ribosomal protein S9",0.846262341325811,6,12,24,364701.488199235,310668.246767416,280248.963369789,319394.47030309,249074.483471468,316056.268328556,312983.768733008,287116.860583031,305030.568719449,0.379066941432072,0.111172216279984
"Q6ZWQ0","Syne2","Nesprin-2",0.920310296191819,6,18,24,249807.897719139,224114.941464069,213352.239737231,210784.82430808,205629.932873888,175891.58276739,171384.647067383,173255.069225009,203027.641895274,0.386268834724528,0.137189899815688
"Q6ZWR6","Syne1","Nesprin-1",0.914315937940762,12,12,24,7348.30474368231,7453.76650557887,7827.28446177288,7321.89871747255,6009.49075343923,6394.33627959703,4020.22123316925,4706.91616838418,6385.27735788704,0.596225193554228,0.218112134483061
"Q6ZWV3","Rpl10;Rpl10l","60S ribosomal protein L10;60S ribosomal protein L10-like",0.930570953436807,6,18,24,107424.523159409,72768.6129763302,73977.0691817973,80286.6286030775,74558.7507015036,89678.4577587619,75697.6451008983,68116.5395909741,80313.528384094,0.489431660634397,0.157705709317733
"Q6ZWX6","Eif2s1","Eukaryotic translation initiation factor 2 subunit 1",0.833148558758315,18,6,24,19278.7694180924,19245.2570792488,19453.0039236534,16433.2788062382,18354.8292367209,16849.2426554635,18720.297851062,16911.8517407979,18155.8163389096,0.166322739834267,0.0681304680459089
"Q6ZWY3","Rps27l;Rps27","40S ribosomal protein S27-like;40S ribosomal protein S27",0.846262341325811,24,12,24,10204.5778527,11449.1460423382,12199.383398847,11074.1199235855,12613.3029451916,11511.283575244,10224.9462414396,15943.7400500157,11902.5625036702,0.482178706941972,0.154483249131821
"Q6ZWY9","Hist1h2bc;Hist1h2bh;Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist2h2bb;Hist1h2bp;Hist1h2bk","Histone H2B type 1-C/E/G;Histone H2B type 1-H;Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 2-B;Histone H2B type 1-P;Histone H2B type 1-K",0.750554323725055,6,12,24,1997680.60663113,1604369.65091558,1411101.37818231,1596231.40981938,1425224.30761273,1299137.30091321,1368130.20751775,1347611.26843873,1506185.76625385,0.463782968455026,0.150979525246096
"Q71LX4","Tln2","Talin-2",0.710920177383592,12,6,24,2289.16532280502,2566.74705910788,2127.05346495114,3437.90625118605,2022.59887738474,2705.74396148515,1620.66315785547,2503.40821576573,2409.16078881765,0.754305441864026,0.224360493019642
"Q76MZ3","Ppp2r1a","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",0.846614950634697,12,12,24,101622.3156313,109302.519965597,112803.556192103,108410.704977027,105922.028667694,101080.794714893,99416.6750189781,94503.0447547396,104132.704990291,0.175742207398431,0.057847106820954
"Q78JE5","Fbxo22","F-box only protein 22",0.920310296191819,12,6,24,9960.81116593861,7589.45311392055,7051.46638664499,7303.03191785249,6739.57045616009,6838.62788244839,5811.42254287925,6083.64709595807,7172.25382022531,0.578533432734679,0.177282445410698
"Q78JW9","Ubfd1","Ubiquitin domain-containing protein UBFD1",0.0289634146341463,24,6,24,35466.651965809,45458.6753451864,52050.5649819252,59991.4838390077,45758.4189612052,43460.18338466,48702.5020212771,52545.1107431556,47929.1989052783,0.511688749934393,0.151788967263404
"Q78PY7","Snd1","Staphylococcal nuclease domain-containing protein 1",0.562915742793792,12,12,24,449341.764908285,444383.47619807,412237.153553149,426998.150395846,401470.282720798,446208.496339321,413732.807483052,410985.412944461,425669.693067873,0.112461570478437,0.0440250018347382
"Q78ZA7","Nap1l1;Nap1l4","Nucleosome assembly protein 1-like 1;Nucleosome assembly protein 1-like 4",0.920310296191819,6,18,24,430725.74200715,394938.941348012,373403.137332596,381840.020999484,372439.759717876,340519.441888654,337654.43458135,327043.595958715,369820.63422923,0.28035792611877,0.0927036788504032
"Q791T5","Mtch1","Mitochondrial carrier homolog 1",0.201692524682652,6,12,24,56351.8531893786,52826.4477165657,44338.7971705303,45725.219954575,48428.0138300364,43909.4363112442,39886.9278582693,40116.7884494236,46447.9355600029,0.354481316179045,0.125336438189697
"Q7M6Y3-2","Picalm","Phosphatidylinositol-binding clathrin assembly protein",0.662527716186253,12,12,24,54189.9602282784,57309.5458100628,52039.8384358187,50497.0385726159,46012.0018839373,50433.9820259522,46885.5455956304,43753.8586346124,50140.2213983635,0.270355550841122,0.0892061208086874
"Q7TMB8","Cyfip1;Cyfip2","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2",0.710920177383592,6,18,24,49654.6203129045,46308.1551136786,57279.7562088574,44504.9035016629,45198.7518341639,42742.310215969,44755.7094864305,42231.1673566675,46584.4217537918,0.323039082286451,0.104910879317229
"Q7TME2","Spag5","Sperm-associated antigen 5",0.914315937940762,24,12,24,1270.76227589087,1297.96742459146,1856.41445549414,1341.41957508064,977.511485202261,706.421623503563,856.453980061696,1113.13869902104,1177.51118985571,0.976630066786453,0.301133330294328
"Q7TMK6","Hook2","Protein Hook homolog 2",0.917960088691796,12,18,24,6231.08746129171,7744.70286471395,6535.8701944668,6869.49064281355,5442.63285680904,6020.71822706251,6281.91692738211,5096.04804197543,6277.80840206439,0.421907559629813,0.130951891395822
"Q7TMK9","Syncrip","Heterogeneous nuclear ribonucleoprotein Q",0.923579946146942,6,18,24,107732.733912785,107251.005401541,100047.73321398,108258.881568566,112547.673075548,103858.730999266,119080.237928694,93262.4176743601,106504.926721843,0.24240963351641,0.073061769230059
"Q7TMM9","Tubb2a","Tubulin beta-2A chain",0.881513303769401,12,6,24,58741.2337056299,48173.4536693702,43871.5735756979,61274.6237712829,43065.7789753782,64816.1507669318,49298.1923364202,50520.476271703,52470.1853840518,0.414528205539075,0.155161412123664
"Q7TMS5","Abcg2","ATP-binding cassette sub-family G member 2",0.258110014104372,18,18,24,1125.71642740795,703.352509793932,986.109948749036,892.972540551287,799.241044441763,892.339636529011,1259.66931972636,1310.16619748408,996.195953085427,0.60913085002074,0.218237814478223
"Q7TMW6","Narfl","Cytosolic Fe-S cluster assembly factor NARFL",0.846614950634697,18,12,24,5705.72822258186,7247.35966035288,11003.9923471676,10300.6799182186,8185.1750508676,7354.20054464509,5858.87583917031,5890.00424478772,7693.25197847396,0.688689794564185,0.264032370836888
"Q7TMY8","Huwe1","E3 ubiquitin-protein ligase HUWE1",0.846614950634697,18,12,24,13720.9823571312,12342.5644195455,13315.3567533915,14221.220635078,11509.5631311815,12879.1914044423,12391.09284196,12252.4231995811,12829.0493427889,0.211368545824536,0.0689345662849603
"Q7TN98","Cpeb4","Cytoplasmic polyadenylation element-binding protein 4",0.405487804878049,6,18,24,25163.0730832366,23867.0337911096,21471.6573890088,16509.9313533857,21373.0464769474,18852.0176697571,15076.7474831137,17951.9641103522,20033.1839196139,0.503480906509708,0.176569378002144
"Q7TNC4","Luc7l2","Putative RNA-binding protein Luc7-like 2",0.920310296191819,6,6,24,97844.3055752909,112197.028122572,111588.15600634,114273.439485141,116329.324793094,91334.9323765031,91940.8992427414,94646.5332869362,103769.327361077,0.240864936221664,0.103861813506559
"Q7TNC9","Inpp5a","",0.881513303769401,12,6,24,8336.44709844678,7586.73310480961,5946.73527753906,8899.69657260974,6923.32494167936,8588.15263305655,7879.63361701173,7038.01506743054,7649.84228907292,0.386015970458464,0.128589450035209
"Q7TNE3","Spag7","Sperm-associated antigen 7",0.0881374722838137,12,6,24,10190.5682730011,10558.8661371819,6774.43270547063,10204.8642342843,10087.0036534698,10648.6207547578,9760.50972454836,9046.75195311441,9658.95217947854,0.401098170619199,0.131300158129091
"Q7TNV0","Dek","Protein DEK",0.917960088691796,6,6,24,54755.0412952946,48449.6392098652,53000.4831515513,55434.8060040688,55737.994249732,50239.9841428476,58352.8686983413,47375.8312415745,52918.3309991594,0.207433553732848,0.0732087214225861
"Q7TPM1","Prrc2b","Protein PRRC2B",0.0440687361419069,12,12,24,53268.9050808322,59598.7473241202,56904.7396545946,51438.6993096736,57094.4506286926,57172.5936720067,45397.0173804067,51352.8943755688,54028.5059282369,0.262856240418287,0.0849708487335805
"Q7TPR4","Actn1","Alpha-actinin-1",0.51410437235543,12,6,24,416565.512627858,419659.74415275,413662.54650692,400641.330105679,406021.693327472,464326.238096617,403452.239002633,424365.539082928,418586.855362857,0.152142637005961,0.0483223725080567
"Q7TPV4","Mybbp1a","Myb-binding protein 1A",0.195121951219512,12,6,24,319034.181063042,271855.28599039,215530.233982201,238754.706576234,234650.406126541,245027.122727038,233531.989644488,222632.43728439,247627.04542429,0.417983208996799,0.134746711629661
"Q7TQH0-2","Atxn2l","Ataxin-2-like protein",0.963137472283814,6,6,24,133513.162474754,109486.64365926,111739.668470095,117092.692511089,110874.736198896,106102.464344568,112673.584000036,105699.457998998,113397.801207212,0.245275518393271,0.0785720057399157
"Q7TQI3","Otub1","Ubiquitin thioesterase OTUB1",0.184312638580931,6,18,24,52339.7897551992,43940.7010298143,34226.9646677999,40897.4923910631,36370.5660376461,42703.8346441633,36114.9874113038,34190.0659097635,40098.0502308442,0.452633575471822,0.155225525240349
