"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"Q8CAS9","Parp9","Poly [ADP-ribose] polymerase 9",0.750554323725055,18,6,24,139896.323074687,135773.772892413,136251.735162709,135861.842292442,137637.111171204,140439.374585961,140760.052764219,132161.440571208,137347.706564355,0.0626047016590121,0.0214161528483067
"Q8CAY6","Acat2","Acetyl-CoA acetyltransferase, cytosolic",0.812361419068736,12,18,24,234911.34312457,225790.834986624,230654.339958718,235773.242385508,222104.801501284,243245.64429589,222783.685711604,229989.20239297,230656.636794646,0.0916550379316756,0.0311775317828001
"Q8CB44","Gramd4","GRAM domain-containing protein 4",0.914315937940762,6,12,24,183674.639581674,179141.848253983,158702.892230291,181888.554383643,160263.587399577,165949.237166822,167891.609096946,156049.916659501,169195.285596555,0.163271233147973,0.0649217476480123
"Q8CB77","Tceb3","Transcription elongation factor B polypeptide 3",0.750554323725055,6,18,24,18669.4531636688,19268.429596444,14888.7196918864,15355.6654129366,19931.9454299632,16832.6478562068,23340.7537212242,12288.6546908907,17572.0336954026,0.62895958555014,0.19655273089827
"Q8CBC4","Cnst","Consortin",0.846614950634697,12,12,24,13917.7553119505,13642.9726936531,11348.4217517345,14651.3839793836,12598.7776698776,14678.9692596358,14928.8093720647,12109.190902949,13484.5351176561,0.265518061178259,0.0984071714094373
"Q8CBE3","Wdr37","WD repeat-containing protein 37",0.828159645232816,18,6,24,78683.9131565265,84226.657076578,81463.6599599489,82942.7890053047,85197.5683404327,83928.3312021364,89483.8059028827,77162.0451619587,82886.0962257211,0.148658958522652,0.0465494957786589
"Q8CBG9-2","Rnf170","E3 ubiquitin-protein ligase RNF170",0.00352609308885755,6,12,24,62990.2585790992,57467.0932834289,50293.2200577224,57734.095018538,60340.1928931355,58283.8447157748,53476.5627509163,57009.3898341969,57199.3321416015,0.22197878971636,0.0681996287551365
"Q8CBQ5","Pi4k2b","Phosphatidylinositol 4-kinase type 2-beta",0.0289634146341463,12,6,24,49413.6474729208,45888.7730310281,35458.4439002527,36252.7707777496,41675.2606688949,42139.1057702172,27549.0257493552,39426.6559497608,39725.4604150224,0.550393160837914,0.170224709347827
"Q8CBR1","Ildr1","Immunoglobulin-like domain-containing receptor 1",0.212860310421286,18,18,24,26172.9547802605,27644.8890837554,32807.2003017663,26506.5741836061,28047.4323766466,25422.5444420039,28838.3236502024,27685.6221889323,27890.6926258967,0.264771332817519,0.0814849490112566
"Q8CBW3","Abi1;Abi2","Abl interactor 1;Abl interactor 2",0.195121951219512,6,18,24,294815.244546251,279234.750382192,248127.076626312,247336.273783914,253221.418194493,247900.248101564,233236.704090452,243501.184813207,255921.612567298,0.240614850141295,0.0799586865097145
"Q8CBY0","Gatc","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",0.00152439024390244,6,18,24,14556.4143964981,13631.5611888527,11690.1317347879,10598.2853045827,14262.2805556649,13573.8174093658,13064.0881126874,11560.5444655271,12867.1403959958,0.307615287476551,0.110546230194472
"Q8CBY1","Samd4a","Protein Smaug homolog 1",0.917960088691796,6,18,24,57852.580425993,54736.8388894546,59515.8406834284,57217.6088025117,58960.9899579062,51976.7805862275,52578.0559655025,48601.2549922864,55179.9937879138,0.197799690465581,0.0701537261291288
"Q8CBY3","Leng8","Leukocyte receptor cluster member 8 homolog",0.0736953455571227,12,12,24,28748.5703267514,27092.9872152265,25285.5247697465,23935.6951752148,26945.737829806,30380.533196492,29070.5168647395,22622.7949049919,26760.2950353711,0.289897337874867,0.0996861519980855
"Q8CBY8-2","Dctn4","Dynactin subunit 4",0.881513303769401,6,6,24,518049.337542684,503543.957081912,474300.452914081,515472.59578289,487781.170992119,492716.200736857,510130.056238569,502659.405790868,500581.647134998,0.0873961018726776,0.029702808133714
"Q8CC12","Cdan1","Codanin-1",0.828159645232816,24,12,24,7517.89001166503,7188.41809663607,10252.3134678152,9571.0395405723,8048.00117069661,7409.58225405132,6968.00429552421,7277.92318082135,8029.14650222276,0.409048355436256,0.151536691118111
"Q8CC27","Cacnb2;Cacnb4;Cacnb1","Voltage-dependent L-type calcium channel subunit beta-2;Voltage-dependent L-type calcium channel subunit beta-4;Voltage-dependent L-type calcium channel subunit beta-1",0.917960088691796,6,18,24,22466.0400675804,24531.9343151565,18496.1428571961,22799.5439827438,32745.5599841603,23651.4246426583,26965.7828887507,21697.0694114204,24169.1872687083,0.589569560967936,0.174733678045297
"Q8CC35","Synpo","Synaptopodin",0.710920177383592,6,18,24,578399.845464607,586050.101579732,599296.646545969,554640.181352802,591788.185683459,539288.646959262,566670.456292257,537175.050566214,569163.639305538,0.10914540509923,0.0415946413001983
"Q8CC86","Naprt","Nicotinate phosphoribosyltransferase",0.914315937940762,24,12,24,146456.781429663,140980.946273792,146203.708876873,148890.407031411,130157.537963341,132481.572184003,136269.358719991,132972.616892705,139301.616171472,0.134477040417183,0.0524006431217461
"Q8CC88","Vwa8","von Willebrand factor A domain-containing protein 8",0.753526093088858,6,18,24,350114.488231028,344369.648704827,327208.196683648,363996.79560167,346567.915477608,371109.079646364,372082.266764444,341737.611317797,352148.250303423,0.127429484718811,0.044557736182345
"Q8CCA0","Dcun1d4","DCN1-like protein 4",0.812361419068736,6,18,24,49419.0315175289,50116.2168548161,46280.9161914239,49480.3865990179,47887.3908253285,43944.7273770974,48408.2374887489,43783.0112136266,47414.9897584485,0.133569693328069,0.0524592220013754
"Q8CCB4","Vps53","Vacuolar protein sorting-associated protein 53 homolog",0.914315937940762,6,12,24,222892.948790661,188126.955910967,208228.126705923,219873.444772892,208886.100352884,220068.047177964,212455.871360086,211544.734674206,211509.528718198,0.164370811520336,0.0517324471119993
"Q8CCF0","Prpf31","U4/U6 small nuclear ribonucleoprotein Prp31",0.886212457165894,6,6,24,48677.0544735189,46009.9424638179,44637.2607536503,43967.4812516975,45001.492718197,42785.28025719,48250.4675351311,46571.1606230895,45737.5175095365,0.128817096710604,0.0447512141143987
"Q8CCH2","Nhlrc3","NHL repeat-containing protein 3",0.0289634146341463,24,6,24,28586.0278765998,34237.8341117156,35994.1275324401,37120.4597218214,35965.1902981459,34402.2324411684,36455.6226003238,44886.8673355722,35956.0452397234,0.453354626469421,0.12484353629281
"Q8CCH7","Zfpm2","Zinc finger protein ZFPM2",0.833148558758315,18,6,24,70367.6064608217,60635.5805840248,64403.3074173039,63712.3415121273,57488.9403499819,64216.8083596913,65732.0223549739,52525.5332403037,62385.2675349036,0.28599818395482,0.0874525347372579
"Q8CCJ3","Ufl1","E3 UFM1-protein ligase 1",0.914315937940762,12,12,24,215782.398884941,248743.520778357,241095.050206507,218787.056350996,242783.560862453,225254.359696935,230262.441483796,236856.512426981,232445.612586371,0.141801437018599,0.0510963693103738
"Q8CCJ9","Phf20l1","PHD finger protein 20-like protein 1",0.442350332594235,6,18,24,29727.3525051627,34183.68133439,28761.43522051,27516.6399434895,32276.2544413431,26950.1053862818,29276.215766366,26328.8759520928,29377.5700687045,0.267374237008963,0.0915762186588536
"Q8CCK0","H2afy2","Core histone macro-H2A.2",0.828159645232816,6,18,24,142998.572446535,153335.290349002,139100.186994442,125059.312410059,128674.965732511,116011.649144061,124647.168390985,107615.716816104,129680.357785462,0.352555886748358,0.114637860292845
"Q8CCM6","Timm21","Mitochondrial import inner membrane translocase subunit Tim21",0.473946784922395,6,12,24,39110.1920235554,35095.1493450845,31669.5696920131,39053.2003125488,33554.6413644709,35303.5440468648,34293.2450949257,34739.6258377704,35352.3959646542,0.210470100498465,0.072652325965242
"Q8CCN5","Bcas3","Breast carcinoma-amplified sequence 3 homolog",0.0881374722838137,6,18,24,255152.473172029,226703.444147799,217913.739009261,211360.357785316,233387.305647425,211077.013898576,216586.408338184,207147.359115953,222416.012639318,0.215834793036793,0.0710610989722909
"Q8CCS6","Pabpn1;Pabpn1l","Polyadenylate-binding protein 2;Embryonic polyadenylate-binding protein 2",0.764966740576497,6,6,24,558058.080197154,484614.44917804,591039.635465847,510933.322738425,570178.294551956,453679.522621839,436329.135690144,505924.82632552,513844.658346116,0.301084184223422,0.108208793616203
"Q8CD10","Micu2","Calcium uptake protein 2, mitochondrial",0.923579946146942,24,6,24,57516.2632946971,62018.831325454,65769.5389637913,58213.3578922892,60292.3080813844,63245.2775731877,56760.1096631489,67604.5216713333,61427.5260581607,0.176539943964481,0.0643466979026114
"Q8CD15","Mina","Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA",0.0289634146341463,12,6,24,37855.4032962945,39214.9100599378,34268.4414192095,34202.031204653,38130.7529696178,42157.8457420137,36008.347081671,36018.3822399072,37232.0142516631,0.213682087774913,0.072016176368475
"Q8CD26","Slc35e1","Solute carrier family 35 member E1",0.963137472283814,12,18,24,51565.5944057671,70114.2565718172,64187.4318820158,57724.9126025391,57113.5131095564,57157.3191679423,51053.5290434304,59983.1765859067,58612.4666711219,0.325199204383219,0.107363395456005
"Q8CD92","Ttc27","Tetratricopeptide repeat protein 27",0.258110014104372,18,18,24,204191.098530988,182101.162671587,255864.424898378,211616.379341071,218882.76405134,203086.492518833,204747.912182974,210910.868575195,211425.137846296,0.348885960194649,0.0988439470708825
"Q8CDA1","Inpp5f","Phosphatidylinositide phosphatase SAC2",0.473946784922395,12,12,24,177978.877356431,178232.870026154,168540.083837388,176247.095212338,180724.329018196,179652.512327301,182300.191595711,165389.007082517,176133.120807005,0.0960136539664462,0.0340933175773883
"Q8CDD9","Lrif1","Ligand-dependent nuclear receptor-interacting factor 1",0.881513303769401,18,18,24,3922.83346713612,4770.83893419297,4557.21468200459,3537.20487270986,4571.4090931132,2836.62394712291,4959.4961921209,5467.24636629875,4327.85844433741,0.607834672277176,0.19563902554228
"Q8CDG3","Vcpip1","Deubiquitinating protein VCIP135",0.914315937940762,6,12,24,261795.548763232,235318.404085439,233761.974249704,252886.89615179,251483.208124843,255640.565533538,259871.492056103,240334.31553582,248886.550562559,0.112635955820689,0.0440573388493491
"Q8CDJ8","Ston1","Stonin-1",0.100846262341326,24,6,24,480460.314494793,520157.65569797,590902.383645947,577921.229508685,542705.393947181,583373.48854711,605749.337850241,612775.001897633,564255.600698695,0.234494238495816,0.0814044963426557
"Q8CDM1","Atad2","ATPase family AAA domain-containing protein 2",0.0289634146341463,24,18,24,34033.4742513827,31090.9560515736,30223.2847236797,34503.2736908118,32837.632934583,30520.2219592347,28597.4829863124,31294.7927905447,31637.6399235153,0.186669761675548,0.0635534231723438
"Q8CDM8","Fam160b1","Protein FAM160B1",0.764966740576497,18,12,24,438608.780462008,415587.23180532,423326.611464593,448637.048003252,423982.422347262,469112.649124853,459063.740009393,447613.759999698,440741.530402047,0.121444006582967,0.0426342168181398
"Q8CDN6","Txnl1","Thioredoxin-like protein 1",0.963137472283814,24,18,24,1014061.31636262,1073514.77118949,1023471.13477831,1054601.6623061,1018067.85823297,1001369.43062377,981256.031356055,1031879.96495079,1024777.77122501,0.0900280455177609,0.0283753041951524
"Q8CE46","Pus7l","Pseudouridylate synthase 7 homolog-like protein",0.846614950634697,6,12,24,2664.17379745868,3294.29395397273,3004.10731985916,2634.9584490721,2261.41826411552,1781.0064006826,1324.89963382102,1972.05065263981,2367.1135589527,0.831981343988854,0.277592025371982
"Q8CE50","Snx30","Sorting nexin-30",0.710920177383592,12,18,24,73615.2064714172,83812.4194523232,73103.1219087002,76726.8857879579,72413.9570165788,78011.1597831013,82987.6395619389,84557.3889354619,78153.4723646849,0.155379301155278,0.064432464032018
"Q8CE64","Znf276","Zinc finger protein 276",0.739421720733427,6,18,24,1798.54938417289,1432.8700391205,1080.18885740911,1399.18297979543,1136.42607995982,1164.00549142554,1351.30195258971,1052.17055101843,1301.83691693643,0.573327444816122,0.191186297662796
"Q8CE90","Map2k7","Dual specificity mitogen-activated protein kinase kinase 7",0.201692524682652,12,12,24,11345.8528996721,13208.4018426629,11887.9584935231,11105.9840472338,12800.9770904136,12485.2782908505,13132.8077367996,11748.9301674979,12214.5238210817,0.172124417310516,0.0660428189124411
"Q8CE96","Trmt6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6",0.917960088691796,12,12,24,42544.8133215983,36928.8744255576,36141.8638663597,52067.3595193214,36218.7992652297,55775.423517953,53722.6470809032,33349.6018871096,43343.6728605041,0.517395507829204,0.21049309848933
"Q8CEC0","Nup88","Nuclear pore complex protein Nup88",0.750554323725055,24,12,24,241941.475826083,238447.127478853,235476.395087232,236785.717295395,211070.404297177,215397.742314838,219217.164818422,255145.103027075,231685.141268134,0.190235327516707,0.0649968541082572
"Q8CEC6","Ppwd1","Peptidylprolyl isomerase domain and WD repeat-containing protein 1",0.710920177383592,24,12,24,146280.686039636,143108.673214305,143320.974509452,139409.908087301,131755.016548545,131578.204246266,144343.040608828,147401.710544693,140899.776724878,0.112303274470932,0.0437967756351771
"Q8CEE0-3","Cep57","Centrosomal protein of 57 kDa",0.753526093088858,6,6,24,10962.1004788117,8970.06521883817,7033.85157698417,12360.7167624437,9169.46862005555,11730.2093731683,13980.3497675171,9015.33774956932,10402.7624434235,0.66775514949151,0.216649519110696
"Q8CEF1","Fem1c","Protein fem-1 homolog C",0.917960088691796,24,12,24,2314.67503970844,1660.89265322322,1999.5610877788,3068.50671414032,2671.74897594306,2459.29208257151,3994.01767129382,2445.835052806,2576.81615968315,0.905429364568052,0.275625833254923
"Q8CEI1","Bola3","BolA-like protein 3",0.51410437235543,12,6,24,48683.8309434567,45271.5143622787,40889.6046783813,39933.6360297977,40380.5653996465,47401.9989306919,36774.6582849573,46597.0034085531,43241.6015047204,0.27541007372725,0.099194129406191
"Q8CES0","Naa30","N-alpha-acetyltransferase 30",0.473946784922395,12,12,24,85455.7416765478,84119.8038952651,83284.8626322408,79302.4053721767,70346.5711045677,82875.0434900275,82696.2941140629,77362.3267493016,80680.3811292738,0.187271928571715,0.0610800058770582
"Q8CF89","Tab1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",0.828159645232816,12,6,24,92096.0324170918,84765.6950669683,69377.2663219642,77017.662294591,67917.9428604596,71016.693228629,60715.2138123551,68970.8051266178,73984.6638910846,0.424153019751952,0.137224170064071
"Q8CFC7","Clasrp","CLK4-associating serine/arginine rich protein",0.750554323725055,6,12,24,195592.129493358,150721.080584753,136706.300698029,162973.073632795,151450.116993995,168989.97486081,161729.381491648,150077.87455048,159779.991538234,0.368543196356587,0.109922265123574
"Q8CFD4","Snx8","Sorting nexin-8",0.917960088691796,24,12,24,67673.8204180184,63466.1836015758,76539.4670077167,86181.446875262,95999.5909553772,86674.9627657781,92535.8955537145,94702.9383461203,82971.7881904454,0.392102039299519,0.149613687485858
"Q8CFE2","","UPF0609 protein C4orf27 homolog",0.846614950634697,12,12,24,6595.08333150696,7960.66574876559,8388.11820418365,6731.99449074957,7864.02720813408,6508.34155635634,5427.93036344549,6357.0175718403,6979.14730937275,0.42414749388693,0.142824293292862
"Q8CFE3","Rcor1;Rcor3","REST corepressor 1;REST corepressor 3",0.963137472283814,6,6,24,70810.5833723712,62823.8818668371,61399.4333119733,67797.0849646449,63283.2948669441,57879.162622115,67227.0927527611,54031.6241139315,63156.5197339473,0.265672638852214,0.0869344507981131
"Q8CFE4","Scyl2","SCY1-like protein 2",0.0650406504065041,12,12,24,328938.48381722,327607.911749222,315960.888639658,299470.27987097,326968.326748237,344071.757418369,299827.951732184,309523.061486514,319046.082682797,0.139796349080214,0.0490311312611855
"Q8CFE6","Slc38a2","Sodium-coupled neutral amino acid transporter 2",0.828159645232816,18,6,24,92751.5862623062,127596.496034345,131404.624682025,117147.782279635,128047.425388062,124906.470395273,125396.939047531,125357.773523938,121576.137201639,0.317932772906011,0.10146435933512
"Q8CFG0","Sulf2","Extracellular sulfatase Sulf-2",0.314174894217207,12,18,24,2489.00669098466,3081.62500087419,3560.17187388446,2527.04037717058,2926.47554186491,3200.17939997525,2823.76019026082,2899.51950872272,2938.4723229672,0.36453131599285,0.119394569194728
"Q8CFG9","C1rb;C1ra","Complement C1r-B subcomponent;Complement C1r-B subcomponent heavy chain;Complement C1r-B subcomponent light chain;Complement C1r-A subcomponent;Complement C1r-A subcomponent heavy chain;Complement C1r-A subcomponent light chain",0.846614950634697,18,12,24,305917.608669939,279591.72300054,311117.610989051,323682.632354024,326208.44550754,368763.645554599,343074.489904584,340693.132071976,324881.161006532,0.274475510607604,0.0831648716704827
"Q8CFH6","Sik2;Sik1","Serine/threonine-protein kinase SIK2;Serine/threonine-protein kinase SIK1",0.739421720733427,6,18,24,57862.5130600114,52276.8296773445,46080.8586850249,48932.5024444145,44563.6518811265,44645.8049165767,42837.3482285559,36150.1599356245,46668.7086035849,0.465244352673583,0.139353820327699
"Q8CFI0","Nedd4l","E3 ubiquitin-protein ligase NEDD4-like",0.753526093088858,6,18,24,390730.51398595,434052.986528198,433420.379612081,385530.202900947,395652.684504138,382555.049231094,366629.663572101,405345.525707035,399239.625755193,0.168879336134434,0.0601185981682602
"Q8CFI2","Cdc34","Ubiquitin-conjugating enzyme E2 R1",0.0193935119887165,6,12,24,15552.3698206422,14017.8924968229,11410.4770958379,14146.7460420655,15144.7537919753,15039.992283867,10833.6901386566,15294.4167620749,13930.0423039928,0.338741231290667,0.130665437151112
"Q8CFI7","Polr2b","DNA-directed RNA polymerase II subunit RPB2",0.764966740576497,12,18,24,563213.210081059,595011.628918161,623772.815504222,577543.950693916,553181.593516279,567613.587584537,516727.600124053,554258.116244725,568915.312833369,0.188156678095113,0.0555246079310539
"Q8CFJ9","Wdr24","WD repeat-containing protein 24",0.473946784922395,6,12,24,61080.1852088543,55838.879030316,59491.6877700861,58935.9054221842,62827.1082151021,63261.2825220734,53363.5019503354,57077.7911750867,58984.5426617548,0.167802955233485,0.0583199742920386
"Q8CFQ3","Aqr","Intron-binding protein aquarius",0.254573170731707,6,12,24,384995.114052989,350923.379652655,341223.984255621,390940.176326989,350501.863387356,368277.824447918,331098.324515794,350359.872096406,358540.067341966,0.166904224274938,0.0585698987747341
"Q8CFT2","Setd1b","Histone-lysine N-methyltransferase SETD1B",0.914315937940762,12,12,24,53706.7732493971,52267.389250646,45272.0098616369,45927.9764352991,42379.5198751155,45044.8143701251,46096.8846697131,40444.7796564383,46392.5184210464,0.28586492055888,0.0973799039156147
"Q8CFV9","Rfk","Riboflavin kinase",0.846614950634697,6,12,24,237674.936090568,159497.565185795,159492.374108052,186006.127441749,154035.209075422,165436.471019612,161456.158889756,143037.766526365,170829.576042165,0.553985859807111,0.173185044215999
"Q8CFX1","H6pd","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase",0.473946784922395,18,12,24,513923.117149059,540997.242023525,572749.836767557,564250.97186844,547791.586258904,638789.317330575,596641.62340592,599545.341653512,571836.129557187,0.218360110051474,0.0687128733467923
"Q8CG14","C1sa","Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain",0.143394452280207,18,18,24,221347.727988135,246823.037139115,271767.323596348,255807.960910971,251588.296803271,245716.453863831,250289.750196621,264418.03797032,250969.823558576,0.200899035960971,0.059481045932226
"Q8CG19","Ltbp1","Latent-transforming growth factor beta-binding protein 1",0.662527716186253,24,6,24,466222.431316713,484521.497284393,421469.250400623,593293.571373904,510303.280682851,535645.829425453,597404.346837666,557397.912127818,520782.264931178,0.337828509694533,0.119155527864169
"Q8CG46","Smc5","Structural maintenance of chromosomes protein 5",0.0193935119887165,12,12,24,3440.40450457888,5028.01275601311,3820.45956720739,3084.99556867605,4119.81319342117,4941.57861702306,4518.75225755372,3631.52666205309,4073.19289081581,0.47702557659819,0.173658878434768
"Q8CG47","Smc4","Structural maintenance of chromosomes protein 4",0.0886917960088692,6,18,24,335553.89655854,301535.839249821,265872.775689865,288697.034984128,299331.482990842,299408.934581459,286210.518855059,256246.908134302,291607.173880502,0.27196514876118,0.0829999517871059
"Q8CG48","Smc2","Structural maintenance of chromosomes protein 2",0.0289634146341463,6,18,24,184598.46737374,171733.810560416,151246.009778144,162758.422316863,180308.926127027,165532.399415781,152001.828917015,147527.13009478,164463.374322971,0.225407860148606,0.0838197565181218
"Q8CG50","Rab43","Ras-related protein Rab-43",0.416574279379157,6,12,24,109463.196584086,101053.024645734,78601.4079119864,94296.5008131981,125592.318648408,100106.903394072,102463.075416599,114262.030014107,103229.807178524,0.455206805289836,0.135128954329937
"Q8CG70","Leprel2","Prolyl 3-hydroxylase 3",0.710920177383592,12,18,24,48701.6539876766,49932.4916275295,48578.9918756743,50211.1291883529,45528.3116166004,52737.8260354556,46209.945470294,49930.209979679,48978.8199726578,0.147196572373117,0.0471127119462246
"Q8CG71","Leprel1","Prolyl 3-hydroxylase 2",0.750554323725055,12,12,24,17192.7396873632,14743.6642021289,16593.7206904159,14266.3149213635,12421.6812386258,19026.6427164266,13182.7605559334,13482.3452575432,15113.7336587251,0.437017194225055,0.150704750283344
"Q8CG72-2","Adprhl2","Poly(ADP-ribose) glycohydrolase ARH3",0.0038787023977433,6,12,24,83382.141875585,72446.6644120681,68370.7935350833,71038.8233870663,78596.9436340831,75463.3339959344,67539.7992404215,70815.385214451,73456.7356618366,0.215669026024991,0.0734337605792855
"Q8CG73","Rpgrip1l","Protein fantom",0.026330376940133,6,18,24,37654.7083921096,35113.2002708597,31259.6698087805,31709.3508357365,35022.2807554422,34575.6531531448,33587.7972160205,30076.900250204,33624.9450852872,0.225362691974219,0.0738502285925451
"Q8CG76","Akr7a2","Aflatoxin B1 aldehyde reductase member 2",0.258110014104372,6,18,24,59297.4537764266,56913.0024807974,58638.0516174653,52614.226696669,63863.4748114047,55132.8957281947,47431.3608937216,56174.9344956358,56258.1750625394,0.292084019778749,0.0864651050126097
"Q8CG79","Tp53bp2","Apoptosis-stimulating of p53 protein 2",0.753526093088858,6,18,24,11426.8920538596,11783.2086340445,12052.2226396793,11167.9900391406,14337.3316160934,11831.9117065937,11512.8828894205,12769.4125411026,12110.2315149918,0.261707761162892,0.0842902463279834
"Q8CGA0","Ppm1f","Protein phosphatase 1F",0.881513303769401,6,18,24,172851.967292541,186739.939372954,170633.944712775,177229.514988568,194344.42008772,178337.6753872,191026.755910686,173725.048757043,180611.158313686,0.131279128024663,0.0494524190015053
"Q8CGB3","Uaca","Uveal autoantigen with coiled-coil domains and ankyrin repeats",0.914315937940762,12,12,24,984755.961560705,1060363.41649673,1021309.59099084,976247.612908869,966653.789708283,932004.539287568,885062.761494469,907691.126245845,966761.099836664,0.181327791355981,0.0599618389898019
"Q8CGB6","Tns2","Tensin-2",0.822028465187845,18,6,24,248369.969391146,235194.952351689,247221.697267652,242126.684371527,248114.851196262,253207.205520047,261007.895692861,248226.209972874,247933.683220507,0.104112289245566,0.030319365786231
"Q8CGC4","Lsm14b","Protein LSM14 homolog B",0.920310296191819,24,18,24,55209.9428069667,50529.2095876382,39177.6680825698,44792.3189211076,40973.6665060571,40011.2579455819,49161.76150629,50720.3634003025,46322.0235945642,0.346104800272116,0.127955275502165
"Q8CGC6","Rbm28","RNA-binding protein 28",0.750554323725055,6,18,24,785301.61551623,530243.766086288,471916.29064953,540571.890662916,588296.806913557,507886.562446141,724213.395965682,417605.158539648,570754.435847499,0.644228820456908,0.219249553743719
"Q8CGC7","Eprs","Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase",0.739421720733427,18,12,24,3098868.08043986,3135634.71942595,3058924.79023227,3117993.65678689,3049511.10386089,3019433.73950934,3213367.66306551,3122363.34501618,3102012.13729211,0.0625187507246389,0.0195112008423705
"Q8CGF1","Arhgap29","Rho GTPase-activating protein 29",0.613540197461213,6,18,24,7927.54154365755,9205.86840439572,7237.55939774216,8476.45605923632,7780.3792335671,7352.04547577879,6637.19336070818,6389.52615514175,7625.82120377845,0.369316585584058,0.122077525471243
"Q8CGF6","Wdr47","WD repeat-containing protein 47",0.258110014104372,12,18,24,12030.8518991915,12740.3226639407,12903.3238517731,12194.3570558135,11308.6989435215,13850.8347113762,12850.6617031287,13396.4795263183,12659.4412943829,0.200809475611112,0.0633430213542117
"Q8CGF7","Tcerg1;Tcerg1l","Transcription elongation regulator 1;Transcription elongation regulator 1-like protein",0.914315937940762,6,12,24,550852.928914536,502126.751926654,500575.010079882,506735.97127035,486503.325674582,493363.894681003,482668.608912446,448600.810833377,496428.412786604,0.205975555482787,0.0574953451627128
"Q8CGK3","Lonp1","Lon protease homolog, mitochondrial",0.920310296191819,24,6,24,1554403.47626187,1557298.70142225,1601717.28029554,1702800.55215693,1731598.44949079,1709348.69912139,1749360.60524515,1778090.49776328,1673077.28271965,0.133697961123349,0.0530051574334077
"Q8CGP5","Hist1h2af;H2afj;Hist1h2ak;Hist3h2a;Hist1h2ah","Histone H2A type 1-F;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 3;Histone H2A type 1-H",0.613540197461213,6,18,24,518267.669834378,522320.965785269,410955.331070411,442528.667915183,513202.761914321,405314.187843662,433440.979600448,385163.233216579,453899.224647531,0.302176617893978,0.123000781679967
"Q8CGU1","Calcoco1","Calcium-binding and coiled-coil domain-containing protein 1",0.201692524682652,12,12,24,306711.755249634,333927.188143878,333395.682317443,313704.308232853,319804.690134961,322345.140603217,313289.086561965,303785.634951237,318370.435774399,0.0946744728960942,0.0352547858637899
"Q8CGY6","Unc45b","Protein unc-45 homolog B",0.750554323725055,6,12,24,442075.084077719,416745.250564275,384527.156508667,399346.530070535,388219.792540046,367631.852555234,373192.54406486,372048.02984887,392973.280028776,0.189435860669799,0.0651050048623927
"Q8CGY8","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",0.828159645232816,6,6,24,447771.087656686,438381.432543565,423012.735128528,443096.496672279,434063.610905527,395788.052396625,422297.60038199,407501.142177056,426489.019732782,0.121885987340615,0.0421331813269125
"Q8CGZ0","Cherp","Calcium homeostasis endoplasmic reticulum protein",0.753526093088858,6,18,24,563272.434571748,504289.647050143,515584.798531343,543760.756141602,481158.022370726,548142.149105092,534241.168905329,484698.259690715,521893.404545837,0.157339432699824,0.0580478042899058
"Q8CH02","Sugp1","SURP and G-patch domain-containing protein 1",0.416574279379157,6,12,24,23186.2952764474,19853.3210879413,16980.1470243674,21391.2773226053,20442.4301915036,19359.2012429561,20195.1060279263,18820.5212675542,20028.5374301627,0.30986527467221,0.0910102319439491
"Q8CH18","Ccar1","Cell division cycle and apoptosis regulator protein 1",0.881513303769401,6,18,24,700059.286228545,635372.772764823,588613.393188546,623116.972446245,587147.829338956,576752.5146954,602319.13387675,535431.134280805,606101.629602509,0.27161806520089,0.0801256859395994
"Q8CH25","Sltm","SAFB-like transcription modulator",0.442350332594235,6,18,24,270818.372071217,212308.557028751,193655.86898944,212917.616550211,217007.519170322,225507.60255905,223798.657080854,172994.784966224,216126.122302009,0.452622691153904,0.130036925851808
"Q8CH72","Trim32","E3 ubiquitin-protein ligase TRIM32",0.201692524682652,24,12,24,247297.43057387,220245.362358389,240827.664679709,248579.158220416,234550.983945204,201742.785892451,205995.490740401,240293.397792169,229941.534275326,0.203688178717136,0.0798205788157184
"Q8CH77","Nav1","Neuron navigator 1",0.750554323725055,24,12,24,13624.4177091642,12896.0378339899,13936.0890418011,14117.2240809506,13652.7593432498,11116.3486754015,12889.2992427901,11255.9687797059,12936.0180883816,0.231978293864965,0.0901532262406091
"Q8CHC4","Synj1","Synaptojanin-1",0.753526093088858,6,6,24,272239.481362691,244586.620802426,243468.971311329,282865.608410866,269940.370128186,279219.096750765,295169.184390429,253342.671291725,267604.000556052,0.193196712200388,0.0701993396751694
