"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"Q61335","Bcap31","B-cell receptor-associated protein 31",0.110014104372355,12,6,24,100846.558504771,109338.089315509,102176.54005666,103410.8055196,108185.561644197,108880.805634961,97217.7608618312,80799.7360823536,1.18461676000064,0.378418332956502
"Q61398","Pcolce","Procollagen C-endopeptidase enhancer 1",0.753526093088858,6,18,24,441743.529262774,424375.821488173,362736.721768184,442685.252216063,423191.51839025,419043.527626423,447246.858613892,392982.166299371,1.06784269286672,0.870917328663506
"Q61468","Msln","Mesothelin;Megakaryocyte-potentiating factor;Mesothelin, cleaved form",0.212860310421286,6,18,24,857719.705571297,684167.030145683,672187.262954865,659916.200134645,674521.044531959,606757.742346169,586573.224387619,551883.151486169,1.26443437030548,0.376706831876485
"Q61475","Cd55;Cd55b","Complement decay-accelerating factor, GPI-anchored;Complement decay-accelerating factor transmembrane isoform",0.914315937940762,6,12,24,33964.8250220838,31290.566349263,29252.5289108977,28510.5988185217,28482.3784343787,26385.1296232988,23703.701677305,29199.2496290703,1.17922296890924,0.595958729804283
"Q61490","Alcam","CD166 antigen",0.739421720733427,6,18,24,70428.9590624565,66506.3150770762,48576.8142812728,58562.1509044409,50486.9997342566,51883.296064971,57230.3274727327,45257.8625568989,1.16466907261324,0.80272159473399
"Q61508","Ecm1","Extracellular matrix protein 1",0.416574279379157,24,12,24,358376.256362366,341005.659154766,352819.7204731,486578.318247325,404445.528615047,479078.886093484,497917.984037201,524231.506190419,1.32509302217644,0.502017191649454
"Q61543","Glg1","Golgi apparatus protein 1",0.212860310421286,24,6,24,28695.7287001186,28793.074906749,28626.8824812612,31807.4485783075,26765.5172181904,29286.2889889551,31832.1667957579,32772.0012591909,1.16440676310482,0.112433848961979
"Q61545","Ewsr1","RNA-binding protein EWS",0.764966740576497,12,6,24,4736.73229340593,3699.01362097585,2955.16345234835,3592.49547320381,2577.24112929158,4315.23788102142,2898.4142945438,3313.97995983311,1.36912019426961,0.624022343158526
"Q61550","Rad21","Double-strand-break repair protein rad21 homolog",0.613540197461213,6,18,24,16146.4141918078,17257.202420066,15503.8815787223,15797.6355834368,16131.1487181809,13219.1939573992,15092.1675097615,12749.2483961219,1.13068602979931,0.774359829490734
"Q61553","Fscn1","Fascin",0.917960088691796,6,18,24,1427047.26298864,1382761.19784724,1406749.08209959,1145184.90566279,1096152.77237186,1170347.10814437,978524.326371964,1003882.07928248,1.18800778378559,0.76783795709108
"Q61554","Fbn1;Fbn2","Fibrillin-1;Fibrillin-2",0.753526093088858,12,18,24,170718.590075597,147579.429716298,138426.923251643,175626.424681233,132868.354754946,148238.784304597,150723.46350508,138092.891586753,1.0849693814587,0.939939932010595
"Q61576","Fkbp10","Peptidyl-prolyl cis-trans isomerase FKBP10",0.212860310421286,6,18,24,30215.8614946504,26055.5949680624,27123.6189283512,24895.2853834737,26081.7010210175,26890.0708774966,25408.6242664858,25314.4950576042,1.12124693677428,0.405045924644033
"Q61578","Fdxr","NADPH:adrenodoxin oxidoreductase, mitochondrial",1,6,18,24,21175.4330163324,19234.125965041,15934.6968007124,18097.4095559719,14625.5055291948,14631.9562032025,15623.0569986348,14914.2944476869,1.13445775555381,0.935844206213622
"Q61581","Igfbp7","Insulin-like growth factor-binding protein 7",0.881513303769401,12,6,24,3100.41338457101,3659.87687449889,3873.72710258619,4890.7486009862,5179.60663425528,5283.50602096389,3916.5031967884,4915.53351969799,1.25879232626428,0.740556343484223
"Q61584","Fxr1","Fragile X mental retardation syndrome-related protein 1",0.750554323725055,18,12,24,34621.4073239736,35329.7798790024,40508.182532103,35031.0042788364,40432.9176764952,35935.1715514985,36132.4267271554,37318.3005287759,1.07543200017473,0.759548197957648
"Q61595-5","Ktn1","Kinectin",0.739421720733427,6,18,24,62128.750076831,71239.1309301041,59968.6125261379,55553.3408707917,59739.7008438553,58944.5760063688,55817.7428887492,60143.1310899241,1.12521760370252,0.49332517387078
"Q61598","Gdi1;Gdi2","Rab GDP dissociation inhibitor alpha;Rab GDP dissociation inhibitor beta",0.750554323725055,18,12,24,559439.596065843,580707.403597581,565600.359070693,592873.274632404,538142.208045169,552180.143739749,578507.44902036,547157.978735418,1.04238955475189,0.691725966787844
"Q61656","Ddx5","Probable ATP-dependent RNA helicase DDX5",0.846614950634697,24,12,24,635211.715428273,667545.786778901,652725.595282433,680497.804159962,730562.177369542,622461.040721151,649537.78248412,635415.426149497,1.05873384828869,0.813793517236116
"Q61687","Atrx","Transcriptional regulator ATRX",0.914315937940762,12,12,24,13200.759964311,13924.3543332896,14121.9105087092,12064.8738512776,10287.132301065,11134.627977567,7844.84677118134,9250.85644137128,1.17560984150276,0.890787573719639
"Q61699","Hsph1","Heat shock protein 105 kDa",0.963137472283814,24,6,24,183545.667850738,176212.965627117,178378.439296764,189007.302256585,170103.632494604,216675.891384467,183126.217179742,187439.715768444,1.1109561269538,0.626660968265193
"Q61712","Dnajc1","DnaJ homolog subfamily C member 1",0.473946784922395,18,12,24,1556.55770174902,1892.18479959586,2170.88790817493,1710.65568492242,1155.72128091803,416.477814496009,1652.51285575295,1713.96487601037,1.65611065930127,0.580360962694238
"Q61753","Phgdh","D-3-phosphoglycerate dehydrogenase",0.258110014104372,6,18,24,358147.713418878,352311.272408635,347436.438285753,360005.207095739,386091.47910033,363448.351397247,324683.346808514,318506.592400896,1.10730142011044,0.362581413660553
"Q61768","Kif5b;Kif5c;Kif5a","Kinesin-1 heavy chain;Kinesin heavy chain isoform 5C;Kinesin heavy chain isoform 5A",0.473946784922395,18,12,24,407498.045660722,417718.285341953,418889.365516925,406870.534910077,405195.188003637,400647.242979554,413774.845412842,407217.377422058,1.02457382003214,0.470993320023536
"Q61792","Lasp1","LIM and SH3 domain protein 1",0.0734478935698448,18,6,24,161882.187776294,178111.53198655,182163.156694639,163813.309008969,172058.482193452,178587.505332914,178256.334121106,168966.823670225,1.0830559141678,0.0648410786670778
"Q61810","Ltbp3","Latent-transforming growth factor beta-binding protein 3",0.917960088691796,6,12,24,59131.5405960421,47177.7211032977,34013.877703799,57556.3825602972,43476.9523786193,52523.9143355363,51808.5359603284,40842.231185826,1.1955908555104,0.828581045029322
"Q61823","Pdcd4","Programmed cell death protein 4",0.51410437235543,6,6,24,93123.1706139498,88273.0833716033,92750.381385816,95967.9024590147,88471.5903193917,76675.0307579891,83741.9425738987,86893.7422503288,1.10860100265031,0.532259076105302
"Q61879","Myh10;Myh11","Myosin-10;Myosin-11",0.833148558758315,6,18,24,1122215.34004399,1118312.28743446,1028814.84541186,1000159.96570373,951237.34879075,942867.438199266,907195.854035839,862093.255417166,1.11341071413839,0.735099285721181
"Q61881","Mcm7","DNA replication licensing factor MCM7",0.846262341325811,18,12,24,13509.9046896673,14246.5707972004,14556.1293462908,13758.9346548588,13185.9654389599,10030.4803182474,11715.5488173909,11019.5910644817,1.09963397126269,0.898530669863649
"Q61937","Npm1","Nucleophosmin",0.914315937940762,18,12,24,258518.774184339,238466.337227775,264377.388167319,251191.187234688,213033.913112909,277948.543239596,252591.96865399,255991.131253996,1.09631303298126,0.693838392210863
"Q61990","Pcbp3;Pcbp1;Pcbp2","Poly(rC)-binding protein 3;Poly(rC)-binding protein 1;Poly(rC)-binding protein 2",0.764966740576497,12,18,24,94638.446754186,101362.185676366,102939.775068086,99823.1502201208,87557.5828595952,96208.1673002123,87448.9904087215,87854.1615609003,1.08438341601289,0.789739407477954
"Q62018","Ctr9","RNA polymerase-associated protein CTR9 homolog",0.212860310421286,12,18,24,17127.9253455148,25598.9472846303,20622.6100087306,22504.0420054508,21318.2060293596,24134.2074211592,22410.6222998418,19326.1309111892,1.29358021021307,0.213854253519708
"Q62073","Map3k7","Mitogen-activated protein kinase kinase kinase 7",0.0176304654442877,6,12,24,12426.4971929501,9325.55123684271,8838.26143231311,10251.2903904174,10016.8286731441,9482.20342001587,8473.58000056968,9039.67496332058,1.29641470857424,0.173965167632549
"Q62077","Plcg1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.920310296191819,6,18,24,27988.3383225206,26795.3328305018,24013.2299770574,22109.222120208,21302.00513884,20358.3363059512,17242.8022977612,17714.4234094462,1.23771550308364,0.676478318810679
"Q62087","Pon3","Serum paraoxonase/lactonase 3",0.0193935119887165,18,12,24,5287.77576156381,5773.42856943089,6858.07913712827,6734.26211569385,5617.8970360667,6487.18390945453,8560.68479395501,7082.42574251357,1.41382968453201,0.0757820421992665
"Q62092","Nsg1","Neuron-specific protein family member 1",0.764966740576497,18,18,24,20576.3366898072,21897.119500382,25780.8410075735,23353.3443255202,34033.9991001379,25309.8386428336,30457.3062055377,30261.8237488397,1.19131054880717,0.868492031686878
"Q62093","Srsf2","Serine/arginine-rich splicing factor 2",0.450332594235033,12,12,24,14062.8161017851,14241.3400104486,12781.0922453933,11518.6256737963,9767.31763198643,12742.5018730272,9816.49910701944,9196.90721482701,1.30258980198839,0.5709359100444
"Q62130","Ptpn14","Tyrosine-protein phosphatase non-receptor type 14",0.739421720733427,18,18,24,675.57929196156,965.216156162506,829.708655326551,1464.10316213882,858.577888917083,665.33376287524,1033.87607238398,824.069307210397,1.49148503026185,0.575400105801436
"Q62141","Sin3b","Paired amphipathic helix protein Sin3b",0.881513303769401,6,18,24,30798.6600101258,25289.8077875989,27435.2044647725,23798.8378662871,22836.3247704036,23363.784721502,19974.4416612395,21233.0206828836,1.19104532898559,0.773784929021205
"Q62165","Dag1","Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan",0.220028208744711,12,12,24,137583.412363283,115035.462245569,105615.223202733,96982.2645809957,104820.628019695,110181.887471023,112841.552147449,77617.141976519,1.38834401079781,0.201393211036682
"Q62167","Ddx3y;Ddx3x;D1Pas1","ATP-dependent RNA helicase DDX3Y;ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10",0.0193935119887165,6,12,24,530298.082539705,480767.88730197,383581.288769427,413238.227950431,472920.455065433,416653.992114278,391832.973565918,407398.712464891,1.29378396340519,0.061104772578041
"Q62181","Sema3c","Semaphorin-3C",0.416574279379157,12,12,24,1970.77427484736,2007.26210813544,1518.83767273774,1684.47923518779,1750.0427192312,1887.42930008025,2171.0112517843,1257.65288191246,1.32376496132821,0.429092075895339
"Q62188","Dpysl3","Dihydropyrimidinase-related protein 3",0.930570953436807,12,18,24,55669.3998636447,62009.9307852296,61010.325176868,61478.1086258239,61683.8077062091,63098.9252463394,62398.7899759235,67835.5113006104,1.10191806942696,0.403892948004508
"Q62261","Sptbn1","Spectrin beta chain, non-erythrocytic 1",0.828159645232816,12,12,24,992968.935162343,967823.494126808,925427.402067616,953942.826052259,880168.477833039,929205.815666703,894112.98942698,883566.278362623,1.04258708334321,0.866041940794176
"Q62283","Tspan7","Tetraspanin-7",0.846614950634697,6,12,24,5677.802460382,7095.56222881566,4961.13071413542,5721.48045860241,6438.33785542905,4755.58067518746,5767.54889563142,5973.08195106314,1.1293225966764,0.880805389212004
"Q62293","Tgtp1","",0.963137472283814,18,6,24,6065.40083205237,6263.65790380951,6554.12595082118,4702.96961628603,5396.88916593013,4866.75482740505,5125.9656440366,5264.87014633262,1.17177762414083,0.697433299114036
"Q62312","Tgfbr2","TGF-beta receptor type-2",1,6,18,24,7805.11043906539,8179.79970672861,8049.03517455206,9039.66649439835,10604.2192492029,10367.1415715475,10570.9789822854,9781.83580604759,1.02238933297177,0.997651593886632
"Q62318","Trim28","Transcription intermediary factor 1-beta",0.846614950634697,18,12,24,123756.050597638,140358.537836909,127927.676782708,134791.824914872,124463.298099058,118892.351921819,129176.867519814,123205.26405713,1.04444271214132,0.917925194799459
"Q62348","Tsn","Translin",0.184312638580931,6,18,24,3245.17904145994,3695.34160867609,3139.26811388827,2853.13424201982,3268.16146027518,3068.62935451597,2583.77232223092,2869.9757740723,1.18188418178969,0.31075824676788
"Q62356","Fstl1","Follistatin-related protein 1",0.828159645232816,18,12,24,13451.9984269118,12730.688796529,12758.4014747833,15169.4995688611,14530.5527163098,15199.8758933559,15295.1978606238,14648.3432225361,1.06757035249616,0.861099946507983
"Q62376","Snrnp70","U1 small nuclear ribonucleoprotein 70 kDa",0.212860310421286,12,6,24,10581.9025325911,12854.1353638714,10107.8100479405,11930.5343356583,10424.016830589,10630.3954839025,10354.3643222334,10208.7116252059,1.14770456076288,0.513890693242633
"Q62381","Tll1","Tolloid-like protein 1",0.0193935119887165,6,12,24,2731.02746650924,2670.0027895884,1601.34956586488,2576.45410727749,2878.47373002261,1902.71827729779,1593.03561011154,2752.64133459197,1.75605034693952,0.0330619124227608
"Q62383","Supt6h","Transcription elongation factor SPT6",0.846262341325811,18,12,24,62636.8308339122,74221.7255359801,79662.138618257,67247.7932635602,83937.9400472447,68843.9356259625,72633.8326633825,75013.014862528,1.07054060276852,0.932513990497217
"Q62392","Phlda1","Pleckstrin homology-like domain family A member 1",0.0736953455571227,18,12,24,39301.5409153959,47552.0362032565,51522.4888659115,43325.4815777702,44629.5547715229,48219.0041079995,48785.1093068901,49241.4898553396,1.19511841650407,0.188085802286245
"Q62417","Sorbs1","Sorbin and SH3 domain-containing protein 1",0.750554323725055,18,6,24,6133.48738938917,5631.46501698706,5649.79560214778,4629.97189419585,5202.82502280746,5865.39841877308,5974.25068140989,5596.56558101741,1.13665513002144,0.526615454392678
"Q62418","Dbnl","Drebrin-like protein",0.753526093088858,6,18,24,68882.4882580907,84905.9213237351,80541.8185388586,70149.4280218808,67361.7433365544,61101.0305545749,55657.4847546599,64760.4053875865,1.08225581626183,0.972718106027735
"Q62419","Sh3gl1","Endophilin-A2",0.220028208744711,6,12,24,53589.4442643437,49371.3038355323,47013.2139065136,47049.4519739808,47708.5903280316,42946.8382555679,37457.8147318806,45443.5053326501,1.19920446365125,0.452217974440496
"Q62422","Ostf1","Osteoclast-stimulating factor 1",0.923579946146942,24,18,24,54118.6327881713,38985.5767398349,37269.9001464622,59940.4150672612,45030.2452456043,56860.5162840603,56535.6002007268,45268.8370193328,1.12156804981795,0.946152734290148
"Q62425","Ndufa4","Cytochrome c oxidase subunit NDUFA4",0.562915742793792,12,12,24,42190.316249315,46205.6316933434,43623.0064976524,42488.8229768178,50967.8283031543,45098.4327315458,42350.0017576322,42667.0689019397,1.09397180273921,0.562126255319452
"Q62432","Smad3;Smad2","Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 2",0.923579946146942,24,18,24,148158.777092015,135574.669505184,125018.926270243,151456.938164609,124501.677748791,146378.287904781,134142.299672143,126738.630700572,1.08794421844819,0.83052023771317
"Q62433","Ndrg1","Protein NDRG1",0.442350332594235,12,6,24,197205.381645986,141376.658170279,106048.410641651,127753.915982256,114782.009794804,130519.26471549,122136.707496377,129306.860040246,1.36725564746107,0.609858750247458
"Q62446","Fkbp3","Peptidyl-prolyl cis-trans isomerase FKBP3",0.662527716186253,18,12,24,9338.3188413162,13670.8704072974,13254.6073720766,10301.2725925522,12737.7119226578,10545.9517289394,13899.4100913817,15103.6295659393,1.23002263195661,0.748174447494102
"Q62448","Eif4g2","Eukaryotic translation initiation factor 4 gamma 2",0.828159645232816,12,12,24,8139.75259947381,6642.88994331496,5575.22547873413,7299.37709279521,4341.66538770062,7472.05729617631,6075.21514160364,5562.00115260406,1.21153763187731,0.863399129397513
"Q62470","Itga3","Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain",0.0881374722838137,12,18,24,9868.34793992568,12656.4116246534,14213.7049898132,11245.9954803336,10804.3478967982,12823.5030768287,11828.4454410621,12309.8596384875,1.2597365450815,0.132787063222279
"Q62523","Zyx","Zyxin",0.51410437235543,12,6,24,149659.763460958,140221.595839747,110900.316237259,112089.039449549,104278.028140955,114175.246818438,102117.74968678,118364.090212802,1.19425008181654,0.665921844399532
"Q63829","Commd3","COMM domain-containing protein 3",0.881513303769401,18,18,24,2746.43800417807,3922.04390649907,4055.76896679793,3322.53231424244,4449.44029575624,3223.44290528164,3652.6188121911,4001.06336025161,1.07877713332005,0.962272059777505
"Q63844","Mapk3","Mitogen-activated protein kinase 3",0.828159645232816,18,18,24,16181.9985242431,18371.5692296693,22727.9009618694,17152.9830053574,22103.3860870028,16399.706224666,19728.4555218584,21667.896577461,1.22101809407266,0.66065185468918
"Q63850","Nup62","Nuclear pore glycoprotein p62",1,6,18,24,26259.5561876728,20562.2227213228,19960.6583461181,21373.8120512481,18407.5037898541,19645.8294670121,19705.5090536326,19391.9776857927,1.1260745089733,0.859611649639266
"Q63918","Sdpr","Serum deprivation-response protein",0.710920177383592,12,12,24,54359.0371758049,72245.5343011503,61200.1025310604,49495.2213906963,51268.4544534381,45967.1706423172,41319.246404927,38726.5189326789,1.33994981860663,0.702277032845129
"Q63943","Mef2d","Myocyte-specific enhancer factor 2D",0.0734478935698448,12,6,24,13275.4777227052,14389.8943541997,11510.4090912354,11533.4425321366,12140.2715963301,11605.4474746633,10916.0938644023,11169.3360659164,1.15913488073842,0.341629377265362
"Q64008","Rab34","Ras-related protein Rab-34",0.00831485587583148,24,6,24,2484.27206941211,3209.92459810912,2994.15032185093,3839.04799598741,2860.36685238304,2943.48249464262,3424.98984739065,3553.6745271981,1.38320336160379,0.0646678432689449
"Q64010","Crk","Adapter molecule crk",0.917960088691796,12,12,24,76720.1943192556,77010.5718005693,88589.6160350138,74087.2550734707,69773.8566726354,72123.4718648767,63576.8616546388,55400.7274075013,1.17513976798591,0.744757199504919
"Q64012","Raly","RNA-binding protein Raly",0.917960088691796,12,12,24,56381.0865123503,57756.8826930767,59343.2755161006,54336.6792429369,45687.7241662105,52319.1837929279,43263.4547647669,36759.2183350632,1.20835371748495,0.772495706445696
"Q64092","Tfe3","Transcription factor E3",0.753526093088858,12,18,24,1361.8245439339,2027.97602367256,1427.66203083226,1292.32638444624,2240.2279521723,2081.2246801754,2338.24511221431,2529.97256875997,1.1407942300369,0.964960621741115
"Q640N1","Aebp1","Adipocyte enhancer-binding protein 1",0.846262341325811,18,12,24,163810.933312045,178232.990854927,156999.40150779,198977.961350036,206975.819687911,231529.993389095,254915.986955905,224762.01633493,1.14281315137765,0.927537434844359
"Q64127","Trim24","Transcription intermediary factor 1-alpha",0.0807926829268293,24,6,24,13721.9163291111,14667.1260520451,15020.2587451309,14725.9816092063,12579.5149917015,12601.7622814221,14318.5961729316,15464.7611755636,1.1478745174176,0.272989899531733
"Q64133","Maoa","Amine oxidase [flavin-containing] A",0.184312638580931,6,18,24,27123.4802691067,23968.5110540945,19580.0722390692,23252.5896888058,20251.9795073013,23789.04104146,20076.3239801623,19538.6457351431,1.20428371331418,0.467991029285777
"Q64191","Aga","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain",0.442350332594235,6,6,24,4174.5745586869,3335.67271162237,4062.06049864888,4131.03888434812,3710.78365099559,3254.22336272621,3483.82459192174,3306.90297003928,1.19658309034289,0.463409328859878
"Q64261","Cdk6","Cyclin-dependent kinase 6",0.220028208744711,18,12,24,7395.75052026268,9778.7466010186,13220.7774958945,11820.6920258284,10271.0180463236,13865.2798092211,12588.6160404481,11737.5465508125,1.46090064173687,0.257186391622621
"Q64310","Surf4","Surfeit locus protein 4",0.080394922425952,18,12,24,56130.2216385415,59207.7983222907,69475.014013048,58033.5841779125,56174.4653002017,52443.216886249,59803.0854902152,56863.3052982265,1.15787661457265,0.263489456855311
"Q64324","Stxbp2","Syntaxin-binding protein 2",0.562915742793792,6,12,24,40859.4061779168,41591.0316209061,29943.5660158374,29555.6812267951,31562.2803486693,23772.8408006997,24594.9425031971,25761.2685002409,1.32790001951209,0.636069644001991
"Q64327","Mea1","Male-enhanced antigen 1",0.212860310421286,18,18,24,35920.5623480543,33247.9267517863,40487.5545588212,36392.1796650375,33826.9395902883,35233.4986235678,36252.6662206589,34924.4318072103,1.1205990581951,0.274996734654124
"Q64331","Myo6","Unconventional myosin-VI",0.220028208744711,18,12,24,48996.1700670548,50903.9243538094,54069.0121675477,51042.1014014299,53040.1561172142,54990.7047458069,55122.0059721414,53575.8896913876,1.07011906664004,0.529293972189917
"Q64337","Sqstm1","Sequestosome-1",0.914315937940762,24,12,24,88251.1057806522,79058.2155824287,79102.8420646813,88200.0163054973,86887.6283869311,124746.005166041,118080.230843411,126010.521272363,1.22309058927473,0.895987927328318
"Q64429","Cyp1b1","Cytochrome P450 1B1",0.917960088691796,6,12,24,55125.8281713263,51642.5114431635,49600.9931547134,52616.6395477322,49411.8497270458,49372.2587471237,43764.4220590737,36253.6751076169,1.17629467504175,0.641764957087419
"Q64433","Hspe1","10 kDa heat shock protein, mitochondrial",0.442350332594235,12,18,24,255963.240052859,273812.227929973,272677.053217244,261261.119279019,245737.359931762,299225.028190637,254915.619812413,284345.449840725,1.14218969668,0.215660072553749
"Q64449","Mrc2","C-type mannose receptor 2",0.764966740576497,12,12,24,15626.7521821755,18118.9222295574,17613.2981265175,16555.073381796,18190.3945297357,15936.9868479498,17864.8351584276,16595.7461966735,1.07020380600144,0.801951084321448
"Q64471","Gstt1","Glutathione S-transferase theta-1",0.442350332594235,6,6,24,47584.9384053827,37718.1571098739,42915.4670140872,39121.4449713319,42157.8360200542,33445.3970496491,34531.68110372,36827.0138459867,1.26107774527767,0.267927020636174
"Q64511","Top2b","DNA topoisomerase 2-beta",0.184312638580931,6,18,24,2193.15300326836,2470.91904581492,1819.49038331974,1417.08433167208,3214.01409891283,2309.04056586719,2133.01190040229,2202.27717178474,1.49395607402489,0.351031788286527
"Q64512","Ptpn13","Tyrosine-protein phosphatase non-receptor type 13",0.923579946146942,18,6,24,7804.36326148145,8292.78470056747,9280.31889974173,8045.15896259335,8234.81735176461,6695.35700322445,7262.83255110083,6457.90703447532,1.14066580502262,0.774152643343373
"Q64514","Tpp2","Tripeptidyl-peptidase 2",0.0736953455571227,18,12,24,59937.7452091165,62601.0096881829,63981.4753085097,62935.3960331261,59830.8416825004,69204.1884798698,70879.0703452152,70123.0200451295,1.12600932476364,0.361181374155415
"Q64674","Srm","Spermidine synthase",0.416574279379157,18,12,24,14626.374794474,15039.3488373031,16859.5519828012,14228.5302851926,14211.4731452737,16341.9928669574,15145.4951019184,17715.449060141,1.10982786064998,0.677671688257309
"Q64727","Vcl","Vinculin",0.473946784922395,12,12,24,1159883.55076089,1090516.30509834,1150999.24061751,1054681.75689687,1145447.83706992,1232669.02934325,1155820.5802625,1099691.18763193,1.07835801611857,0.426042567210322
"Q64735","Cr1l","Complement component receptor 1-like protein",0.710920177383592,18,12,24,43236.3648668351,47842.8679466565,46203.5659552036,47822.8919793476,46566.7307716224,44892.8921768995,50655.7053966616,46796.3385990361,1.07857385832016,0.52079285940358
"Q64737","Gart","Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase",0.914315937940762,6,12,24,74318.7655644632,79040.3262917375,70060.8484542507,63000.2938726569,61105.0807079683,54440.5040689851,47612.7283522949,55045.9548321845,1.15084328995172,0.841863411736931
"Q67FY2","Bcl9l","B-cell CLL/lymphoma 9-like protein",0.833148558758315,24,6,24,2643.42089479194,2859.98496441375,2506.09247400392,3501.7175211052,2238.9284154996,3348.48851365024,3282.26281502585,3035.41323113679,1.33893139076762,0.288206591387294
"Q68ED7","Crtc1","CREB-regulated transcription coactivator 1",0.662527716186253,6,12,24,13967.5509598323,12276.6565064728,9383.35562628425,12165.628487992,12060.5666804047,9307.03831679507,10788.5115010665,9625.11637988854,1.29031772199936,0.44073613145221
"Q68FD5","Cltc","Clathrin heavy chain 1",0.750554323725055,18,12,24,1566588.28062186,1527437.54091629,1530751.56498637,1612773.24680772,1425085.95027498,1749748.82018818,1624199.20860907,1599461.02731743,1.09543556823767,0.562988256481462
"Q68FE6","Fam65a","Protein FAM65A",0.739421720733427,24,18,24,19568.2073346722,17999.5765990283,18058.4497899384,24161.3273666312,18776.3989333436,21432.5236450146,18533.7155286239,18859.9316443938,1.17569590748436,0.594873951289576
"Q68FF6","Git1","ARF GTPase-activating protein GIT1",0.87672778561354,6,18,24,9600.29798168617,10438.9765048307,10457.3510552003,8706.87985607385,10611.1501114573,8196.20805816193,8245.1249629131,7645.30284379685,1.23600918997213,0.52768981547395
"Q68FL4","Ahcyl2","Putative adenosylhomocysteinase 3",0.764966740576497,6,18,24,14582.0111254274,14345.3280510744,13022.2332530573,13262.7674585679,13494.1289019453,12994.6181198594,14280.229678058,12043.3955879893,1.10945859219035,0.493491140813499
"Q68FL6","Mars","Methionine--tRNA ligase, cytoplasmic",0.0650406504065041,24,12,24,92266.1579251673,90717.5346364541,93278.6637815625,93945.7964117778,87392.1085232719,87106.6695380636,96841.4387829272,104636.883879228,1.11673594274104,0.211505559203951
"Q69Z38","Peak1","Pseudopodium-enriched atypical kinase 1",0.846614950634697,6,12,24,8847.23637426973,7682.97958104272,7486.30406342499,8755.77548859704,7282.3436064563,8356.08418416518,7849.06892133489,6116.77561339876,1.08452005779705,0.908554479011847
"Q69ZN7","Myof","Myoferlin",0.473946784922395,6,12,24,445925.388802904,420329.598704186,391834.334599736,425708.787383067,404094.740349197,415970.443205698,400136.474343997,375177.177933577,1.07329729777009,0.598212073874655
"Q69ZQ2","Isy1","Pre-mRNA-splicing factor ISY1 homolog",0.416574279379157,18,12,24,1859.91180082983,1648.1162897569,2659.6677350868,2397.56523758154,1693.03637718892,2603.88494770473,2405.3405853067,2558.2805279353,1.42557900273624,0.269342764144698
"Q69ZR2","Hectd1","E3 ubiquitin-protein ligase HECTD1",0.828159645232816,6,18,24,78935.8560472403,72048.6788725331,76137.0242641329,71867.1957988066,70736.6400755471,74294.7091327765,68183.4477582641,67427.9177145135,1.07449925806963,0.709046398949823
"Q69ZS0","Pdzrn3","E3 ubiquitin-protein ligase PDZRN3",0.750554323725055,6,12,24,43071.9857983676,37449.2946708314,29551.6345234835,41935.6602654444,38636.9579948287,38501.8971969593,42046.1905183219,34094.680395151,1.14122103214011,0.813890701535838
"Q69ZW3","Ehbp1","EH domain-binding protein 1",0.881513303769401,6,18,24,8154.88294554865,7525.53289981356,9033.09263995956,8579.35609529115,8994.52649062295,7352.58052056906,7448.42358611152,5551.12925523963,1.21364617072601,0.628985353438532
"Q69ZX6","Morc2a;Morc2b","MORC family CW-type zinc finger protein 2A;MORC family CW-type zinc finger protein 2B",0.0176304654442877,18,12,24,25673.9557562575,28665.7575572102,29581.5450847421,26633.796762076,27426.2882983674,28455.7228954753,30219.5807947179,28688.4755830807,1.12619305135287,0.109562022387216
"Q6A009","Ltn1","E3 ubiquitin-protein ligase listerin",0.0176304654442877,18,12,24,6957.15727848821,8219.76291751235,8414.76914083809,7536.05171001856,7001.38377781933,8384.94086301948,9212.54806331501,9061.82901832736,1.26283378277472,0.116781330551401
"Q6A026","Pds5a","Sister chromatid cohesion protein PDS5 homolog A",0.0881374722838137,6,18,24,15372.244817645,13643.9841633931,13689.7544684559,13345.0504118847,18646.6185376303,13889.6814218663,12591.1860448894,13590.8973562405,1.29443097129651,0.0808214900811386
"Q6A0A2","Larp4b","La-related protein 4B",0.442350332594235,6,18,24,53136.4678540783,43282.668056438,41306.4850981081,43191.1420621509,49220.3846572685,44572.9374218835,52050.8506647934,42505.0160921679,1.19441588416398,0.316841017148235
"Q6A0D4","Rftn1","Raftlin",0.923579946146942,24,6,24,170452.688252911,178650.19840625,186575.892739079,193843.030923601,197001.096002962,213731.801380795,202975.279338595,220879.005369645,1.12863727103286,0.696379263818444
