"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"Q6Y7W8","Gigyf2","PERQ amino acid-rich with GYF domain-containing protein 2",0.212860310421286,6,18,24,72366.0169488285,58516.811392378,56182.3480302665,56551.009332376,69386.5947441718,63018.9365575854,67633.3383076049,56928.741812552,1.24914454131966,0.137507842598527
"Q6ZPE2-2","Sbf1","Myotubularin-related protein 5",0.0886917960088692,18,18,24,14357.0172754626,14177.3151806066,14830.8939504041,15027.3565078492,12828.3329466338,14013.0057546541,15804.2423117461,15312.9648727394,1.12689871610518,0.148194572533131
"Q6ZPJ3","Ube2o","E2/E3 hybrid ubiquitin-protein ligase UBE2O",0.442350332594235,24,6,24,52544.3296188036,56514.4662237893,59711.7942587797,59081.7287369096,55534.4001710096,65109.7801307123,58815.4694977745,60126.720678808,1.12533008660475,0.280568008909356
"Q6ZPT1","Klhl9;Klhl13","Kelch-like protein 9;Kelch-like protein 13",0.750554323725055,12,18,24,215613.969370379,224899.768708309,217755.280634228,234433.32045174,202842.946525623,229717.69270554,227178.663307987,210420.958060543,1.08641402291182,0.428007882468421
"Q6ZQ08","Cnot1","CCR4-NOT transcription complex subunit 1",0.753526093088858,6,18,24,282367.440481063,289018.752711864,270702.718952485,285774.603856779,262905.218362375,262551.935672507,276200.038630317,250985.853298507,1.02759188206146,0.9718184882348
"Q6ZQ38","Cand1;Cand2","Cullin-associated NEDD8-dissociated protein 1;Cullin-associated NEDD8-dissociated protein 2",0.828159645232816,24,6,24,814582.528528731,787561.376475123,765702.735869702,821135.373585384,749011.526240257,790449.336033626,820164.140562511,798046.395217923,1.03555124417669,0.833106749310518
"Q6ZQ88","Kdm1a","Lysine-specific histone demethylase 1A",0.739421720733427,18,12,24,104206.522702565,114201.047142922,105786.125961373,116949.857996688,107304.475780108,116658.338720973,124438.421831176,98307.696006945,1.09147698001533,0.665812080764029
"Q6ZQ93","Usp34","Ubiquitin carboxyl-terminal hydrolase 34",0.442350332594235,12,18,24,28797.8118375247,30932.98976691,29063.6798155029,37086.4976468668,27298.2406182177,33349.1068686301,30789.5710654481,28000.1614018285,1.16027164478367,0.566798256293775
"Q6ZQA6","Igsf3","Immunoglobulin superfamily member 3",0.258110014104372,12,6,24,3624.93204849892,4548.48292789454,3506.44603830403,3924.79809415586,4384.72336945596,4765.60457415789,4101.54351656167,3750.59946059166,1.22425082669778,0.229599475529812
"Q6ZQF0","Topbp1","DNA topoisomerase 2-binding protein 1",0.764966740576497,18,12,24,14002.5749090797,11784.2302416584,12829.2585630062,13772.0722692539,11020.4175275785,12472.6666128634,13506.4747694822,11285.4397245631,1.08570084172078,0.89973229448266
"Q6ZQH8","Nup188","Nucleoporin NUP188 homolog",0.110014104372355,6,18,24,16954.953734832,13799.4431456566,13063.2829198881,12448.2353660705,15825.4976927627,11165.205932002,9532.97254562081,10660.305626108,1.45070281567807,0.170902845529489
"Q6ZQK5","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",0.881513303769401,24,18,24,98266.9278962086,107488.483120073,96068.5971679237,113519.85406995,106873.895962555,101893.439292032,107131.552994128,102189.681321535,1.06156188969082,0.798523457473273
"Q6ZQL4","Wdr43","WD repeat-containing protein 43",0.846614950634697,24,12,24,143695.324999936,125587.005281298,138794.286827819,149192.922210202,128859.457391233,145784.954086935,143631.123212897,136965.393778006,1.05448741518615,0.841053252297745
"Q6ZQM8","Ugt1a6;Ugt1a9;Ugt1a2;Ugt1a1;Ugt1a7c","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-9;UDP-glucuronosyltransferase 1-2;UDP-glucuronosyltransferase 1-1;UDP-glucuronosyltransferase 1-7C",0.923579946146942,24,18,24,346828.253213737,329083.93245255,311728.962719573,354085.575851599,361932.225997121,369117.220645296,358782.44109324,366246.673230207,1.0743027560541,0.731078883271361
"Q6ZWN5","Rps9","40S ribosomal protein S9",0.812361419068736,6,6,24,825787.016783142,692112.595221666,656968.336199057,763053.555594621,658674.866878945,756702.422127976,779817.319588059,702319.441489128,1.03318256114469,0.992357575704577
"Q6ZWQ0","Syne2","Nesprin-2",0.51410437235543,6,18,24,544499.033097321,521872.351139224,465251.870006265,485867.405384154,478111.41098663,460663.97116974,414112.938675681,401650.658276258,1.16289671133953,0.444740837355957
"Q6ZWR6","Syne1","Nesprin-1",0.920310296191819,6,18,24,20028.842315173,19729.3768547013,16865.2246754537,15556.8122458781,15446.7260705608,15361.2707919305,10272.9502529681,12529.0411919573,1.30722012365615,0.536618343440793
"Q6ZWV3","Rpl10;Rpl10l","60S ribosomal protein L10;60S ribosomal protein L10-like",0.914315937940762,12,12,24,709121.961648716,556012.754726602,519364.922896769,589322.760257831,507711.650866862,605718.901907414,561769.010094202,496769.811403339,1.12551606732867,0.835136693566207
"Q6ZWX6","Eif2s1","Eukaryotic translation initiation factor 2 subunit 1",0.846262341325811,18,12,24,80202.7049805352,81276.4980897052,70930.7300875435,80913.3915887803,71784.9503186778,73286.0517675885,85932.1003587706,75070.0307846497,1.03207612577155,0.986996564395798
"Q6ZWY3","Rps27l;Rps27","40S ribosomal protein S27-like;40S ribosomal protein S27",0.254573170731707,6,12,24,146489.769163883,150159.14912655,128149.221215754,132098.21884765,147487.882415446,131200.687342471,117293.166983264,148334.7317294,1.19774605249097,0.201213585003809
"Q6ZWY9","Hist1h2bc;Hist1h2bh;Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist2h2bb;Hist1h2bp;Hist1h2bk","Histone H2B type 1-C/E/G;Histone H2B type 1-H;Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 2-B;Histone H2B type 1-P;Histone H2B type 1-K",0.473946784922395,6,12,24,4011087.51751778,3434244.15748934,3247935.55515765,3468577.62209006,3437134.06268565,3167799.12833018,3337118.13714427,3015104.11659975,1.14876421767558,0.397699477825069
"Q71LX4","Tln2","Talin-2",1,6,18,24,17263.5754358796,15158.5584673766,16380.7973509042,18437.5552339388,17154.8890546199,19335.2303510351,18608.7963726589,16907.9542681579,1.02693452556122,0.988738296982982
"Q76MZ3","Ppp2r1a","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",0.739421720733427,18,12,24,488018.758760703,528368.768591915,554299.220768401,547924.280252564,480271.32757243,488617.243598035,484454.575199285,422250.862736983,1.07277128066176,0.871299099424439
"Q78JE5","Fbxo22","F-box only protein 22",0.881513303769401,6,18,24,33433.3949655044,23016.0894023269,23092.8098092242,21531.1670868227,22884.1477199588,22929.5170176211,20926.7200926124,22991.4987990464,1.27937628618595,0.426856779821727
"Q78JW9","Ubfd1","Ubiquitin domain-containing protein UBFD1",0.473946784922395,18,12,24,386414.095199823,416121.639993833,410707.073634973,391131.475306613,390548.889887679,332320.601291369,392859.139624978,396988.357913096,1.0736516045381,0.808374054721151
"Q78PY7","Snd1","Staphylococcal nuclease domain-containing protein 1",0.886212457165894,24,18,24,2005629.7355495,1936166.61460954,1966516.36602553,1939637.19173736,1934729.05918058,2022766.92140388,1930642.95854009,2066378.044469,1.0279321173642,0.84690975207691
"Q78ZA7","Nap1l1;Nap1l4","Nucleosome assembly protein 1-like 1;Nucleosome assembly protein 1-like 4",0.51410437235543,6,18,24,1740995.96662098,1596582.47406244,1456259.31217186,1527249.35267661,1574470.46314634,1453640.00955929,1510944.06931832,1393046.46600075,1.13531869222377,0.293153367789803
"Q791T5","Mtch1","Mitochondrial carrier homolog 1",0.473946784922395,6,12,24,488154.558286584,475501.321968788,400972.320483833,485748.574180265,442092.932751507,473943.106017953,445328.992799575,472857.893670817,1.13270114651242,0.201768778139052
"Q7M6Y3-2","Picalm","Phosphatidylinositol-binding clathrin assembly protein",0.0736953455571227,18,12,24,195573.517783495,200648.376706677,204508.511891998,198160.861002093,178846.308778058,187964.204684978,205902.275753961,184701.956625433,1.09612461341838,0.35459839937182
"Q7TMB8","Cyfip1;Cyfip2","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2",0.51410437235543,18,6,24,365002.78755996,419038.326686637,449362.864166372,317664.552702325,390553.221676588,379360.025369009,403368.622072418,404937.150797472,1.18008507606435,0.472761139463337
"Q7TME2","Spag5","Sperm-associated antigen 5",1,6,18,24,2028.80195396032,2573.33785041515,3208.37182438225,1997.77676584193,1711.54177940812,1679.54983567412,1391.94194116747,1829.87366102499,1.2299173801887,0.974792033563279
"Q7TMK6","Hook2","Protein Hook homolog 2",0.258110014104372,18,6,24,11608.4311357307,12639.4638755776,11937.4081381683,11246.5881546672,10765.4484323955,11401.121938074,11418.2543750568,9692.2965003952,1.14813115453307,0.350731311185854
"Q7TMK9","Syncrip","Heterogeneous nuclear ribonucleoprotein Q",0.710920177383592,6,18,24,672076.056462046,649151.097471789,669544.097598404,643414.269884763,685132.108007638,621768.682931657,746359.303732627,599448.420411065,1.13922753686814,0.159415717381357
"Q7TMM9","Tubb2a","Tubulin beta-2A chain",0.923579946146942,12,6,24,170210.789510109,152480.572286999,123075.771187099,158788.31967142,129935.473756226,184262.550922754,153475.158081788,140425.93922212,1.21765319718865,0.638225165812262
"Q7TMS5","Abcg2","ATP-binding cassette sub-family G member 2",0.846614950634697,18,12,24,2331.56765069378,2319.77023183493,2238.74362628536,1910.39681325604,2180.04207707082,2405.44212354147,2600.66092284515,2776.84669098826,1.07265584594976,0.965642443672416
"Q7TMW6","Narfl","Cytosolic Fe-S cluster assembly factor NARFL",0.220028208744711,12,12,24,35377.0840529338,42723.6015684057,40359.6611244742,37542.9556628055,41914.2162118128,43443.2743833665,37142.2549008387,35950.8004574548,1.17243804780878,0.268266967243151
"Q7TMY8","Huwe1","E3 ubiquitin-protein ligase HUWE1",0.739421720733427,18,18,24,50617.5454242109,46208.7701653944,48755.2462501602,53526.3946498304,44812.3562634822,50045.5812537239,51579.9891367989,46879.4163053115,1.05214203493296,0.839799974309613
"Q7TN98","Cpeb4","Cytoplasmic polyadenylation element-binding protein 4",0.405487804878049,6,18,24,51762.5950716034,47833.4525305033,41749.9865236664,34007.6532627955,40722.2811756156,36436.3665000204,30560.1063831895,36420.8561708625,1.31317384097611,0.439805331254869
"Q7TNC4","Luc7l2","Putative RNA-binding protein Luc7-like 2",0.0881374722838137,12,6,24,409315.368339267,458337.75063158,412335.34270597,421828.746079005,440042.437153548,456749.993002051,380030.962456252,382704.736077616,1.15487967834054,0.144310892157702
"Q7TNC9","Inpp5a","",0.963137472283814,24,6,24,25780.9889451573,26016.2594516888,24291.7076163615,27098.3546605741,23202.3609332131,26185.9679134518,26305.464030625,25371.3161060938,1.07117359055586,0.56942285338936
"Q7TNE3","Spag7","Sperm-associated antigen 7",0.828159645232816,12,12,24,15143.2348881665,16178.823423315,10586.3790280779,16122.4211182575,15497.4080007959,15903.4725998769,16213.9744483869,12341.4496798861,1.19708480902558,0.698992539348962
"Q7TNV0","Dek","Protein DEK",0.00152439024390244,24,6,24,119816.463389101,124310.693313859,132976.166963691,140286.014766533,115749.731437072,122826.17538444,129832.952939328,136793.084461286,1.1762260685676,0.00303180858678259
"Q7TPM1","Prrc2b","Protein PRRC2B",0.0881374722838137,6,18,24,98264.2754157857,100960.157868196,99291.0785260307,84835.7992297906,109573.466810636,96631.4188403762,96282.0956734538,94124.5591353599,1.16136190229542,0.205342563669429
"Q7TPR4","Actn1","Alpha-actinin-1",0.258110014104372,12,18,24,1467734.7903031,1599791.68727355,1710975.99129814,1495579.39466579,1510846.66377724,1568352.80061645,1511571.20547352,1598557.26495124,1.08190668828516,0.532047274716092
"Q7TPV4","Mybbp1a","Myb-binding protein 1A",0.314174894217207,6,18,24,1039132.27481708,841490.160191763,724947.007344231,813289.748315107,791817.397881096,856559.987288811,830093.719864947,765067.089440308,1.17742875839925,0.530079992747956
"Q7TQH0-2","Atxn2l","Ataxin-2-like protein",0.442350332594235,18,18,24,489419.99692219,466511.901088616,512001.767833836,474839.810395758,467642.603458722,434375.030475956,487285.692091816,463956.168725941,1.10922628013949,0.162513651196493
"Q7TQI3","Otub1","Ubiquitin thioesterase OTUB1",0.405487804878049,12,6,24,129457.57594631,113988.781816534,86149.5330755116,101005.733073793,95793.3532049198,105745.654041823,100684.513281393,94006.5272534072,1.20562035423104,0.482713203882918
"Q7TQK5","Ccdc93","Coiled-coil domain-containing protein 93",0.764966740576497,12,12,24,20232.1680152035,20468.8008699357,17701.0701528315,22503.4493311171,19824.7784850969,22486.9466903505,23584.1046849119,18803.6644472794,1.07236700031452,0.950917364413486
"Q7TSC1","Prrc2a","Protein PRRC2A",0.0440687361419069,18,12,24,4877.80876097415,5182.76812941772,6800.73337140491,3698.28784175399,4569.43084853521,5317.83028107478,6371.49993933584,5186.40786818362,1.48257562676091,0.104152857235956
"Q7TSG2","Ctdp1","RNA polymerase II subunit A C-terminal domain phosphatase",0.442350332594235,24,18,24,16326.0170035481,16716.652917135,16742.0756749614,21053.7679110963,18401.0927422688,18331.0786778086,16670.4255943356,21047.0702119239,1.26003251847855,0.0403002001921725
"Q7TSH3","Znf516","Zinc finger protein 516",0.662527716186253,18,12,24,4633.94867701479,5684.35873262125,6717.80891881214,4874.22286498392,5265.86121501105,5150.42104311798,5245.02109977961,5993.80009509725,1.2083898730447,0.603118650219524
"Q7TSJ6","Lats2","Serine/threonine-protein kinase LATS2",0.080394922425952,6,12,24,6652.4022214375,5059.00771487015,4912.44869719041,5599.98222021146,6407.23561106252,5433.1557449872,4890.81023765807,4526.70934131517,1.33217309869025,0.0711048773172053
"Q80SW1","Ahcyl1","Putative adenosylhomocysteinase 2",0.914315937940762,6,12,24,272252.832149189,238716.368834511,217806.644287699,199249.20863672,198311.02896904,188955.558168004,164697.816761687,201898.929002867,1.23021796877154,0.690427580445085
"Q80SY5","Prpf38b","Pre-mRNA-splicing factor 38B",0.828159645232816,18,12,24,63555.8592621619,64463.1697718234,71601.7580583999,58568.0776477771,59315.1855307744,64876.9016697829,62543.8116551109,72572.9918596984,1.09175900587135,0.823850096872882
"Q80SY6","Adal","Adenosine deaminase-like protein",0.562915742793792,12,18,24,28483.3434718828,30851.2848778469,28229.2782962548,30364.385355012,28871.3730784059,30533.5050244891,29938.5324518877,32068.6100127257,1.08854160778558,0.107012007560165
"Q80T14","Fras1","Extracellular matrix protein FRAS1",0.258110014104372,6,18,24,35892.5431886564,30259.9967434235,25548.8794480198,29611.4913932105,27906.1638737051,27575.7460676765,24160.795324364,23078.1662827535,1.28342636226228,0.3776815736576
"Q80T21","Adamtsl4","ADAMTS-like protein 4",0.923579946146942,12,6,24,35775.6098967694,36511.4146062338,31976.5559226236,38026.8742562016,37978.0929017716,38151.6682420224,37046.3386636546,34524.7357314631,1.08171474545924,0.671116566850949
"Q80T85","Dcaf5","DDB1- and CUL4-associated factor 5",0.450332594235033,18,12,24,35890.6752446966,36499.3837967047,42578.19965093,36769.5156574387,34087.7132826094,35107.9467576754,36419.7165093431,34703.9169078373,1.12889018771056,0.364139672420224
"Q80TH2","Erbb2ip","Protein LAP2",0.914315937940762,6,12,24,60329.9200434885,56386.9396427804,49548.3918228448,59054.2681594521,51279.2839257106,53477.5010072897,55792.2264160821,51292.2784195085,1.05950777425716,0.920119687373872
"Q80TL7","Mon2","Protein MON2 homolog",0.254573170731707,18,12,24,56682.7594618673,55447.3857264223,67445.2214421205,64134.2774309725,61602.3700747202,74051.300515353,64932.9979267866,63704.1903021245,1.11914506825611,0.759717347609194
"Q80TM9","Nisch","Nischarin",0.405487804878049,18,18,24,227107.708746974,263321.88509924,314857.854962901,273170.514896779,298378.991469349,263452.162801256,287320.530455088,298836.047986407,1.14594410319061,0.542973448928162
"Q80TP3","Ubr5","E3 ubiquitin-protein ligase UBR5",0.828159645232816,18,6,24,228746.922968947,221697.062595917,233172.009025834,219344.622150362,212956.633998773,225390.810901473,214891.196716534,192016.271733525,1.089221684424,0.50817050114305
"Q80TV8","Clasp1","CLIP-associating protein 1",0.254573170731707,12,12,24,40212.9107734102,41147.6701358236,44496.9105857352,38561.0713888995,52062.9045393465,46897.3580913225,44129.6380473564,38029.0251777086,1.20480087438599,0.421365059348257
"Q80U04","Pja2","E3 ubiquitin-protein ligase Praja-2",0.473946784922395,6,12,24,63956.5332415513,53172.0981051246,57717.0692424312,61325.9888801962,61048.7674521515,56645.9643454911,50276.6297415705,49239.7462491585,1.1575240210285,0.472383487933112
"Q80U58","Pum2","Pumilio homolog 2",0.710920177383592,6,12,24,201212.775220266,179478.85964347,173607.498496287,188357.039733554,163656.4577898,174908.936913773,160251.617292373,162696.61071289,1.09288384158136,0.836256390986118
"Q80U72","Scrib","Protein scribble homolog",0.00762195121951219,6,18,24,142753.881244168,128131.155341638,113105.446581082,112328.874996552,124775.100264727,124571.953829373,118767.707031458,107085.009522546,1.219289208134,0.0726214705659304
"Q80U87","Usp8","Ubiquitin carboxyl-terminal hydrolase 8",0.473946784922395,18,12,24,42680.6515387776,46305.0166416276,47911.5621429353,41811.1986553853,42880.3784100735,40939.0209163376,45793.8077089681,45119.3997131065,1.09518749257601,0.432036463051589
"Q80U93","Nup214","Nuclear pore complex protein Nup214",0.833148558758315,6,18,24,175182.042167675,172439.476064369,177739.694104094,162182.170463807,175264.785708107,161307.113519916,158008.278772741,149878.130894872,1.12300996426002,0.339938481768363
"Q80U95","Ube3c","Ubiquitin-protein ligase E3C",0.254573170731707,12,12,24,1581.38267697552,2589.82529025682,2292.75797432371,1677.20909669545,2608.7245710821,2373.90227981126,2273.26071419869,1674.19014206765,1.48109109552106,0.28849497585785
"Q80UG2","Plxna4","Plexin-A4",0.710920177383592,18,18,24,34082.029165845,34858.7789167234,38429.5738624042,30965.8609024806,38202.8261103699,31992.8227121774,36362.937768365,35089.9820858513,1.1322618597719,0.34161968834321
"Q80UG5","Sep-09","Septin-9",0.828159645232816,12,12,24,405604.791060208,395354.475047575,370150.415365658,376124.467284218,354620.079682971,375328.696707312,371325.623126601,369608.817746666,1.03939052881873,0.872304699450533
"Q80UK0","Sestd1","SEC14 domain and spectrin repeat-containing protein 1",0.314174894217207,6,18,24,7127.23357603321,7751.18904028618,6596.51643591525,6288.1759005934,6371.28176311792,6346.44431784938,5087.23200567136,6132.16037382013,1.20660192476903,0.491067175541646
"Q80UU9","Pgrmc2","Membrane-associated progesterone receptor component 2",0.739421720733427,24,12,24,70151.1957956258,63390.7538719695,47422.9885957562,73653.2199031537,70644.4596075638,65325.7495903481,71137.2640056924,64913.2273411054,1.18754517061032,0.612418650781511
"Q80UW8","Polr2e","DNA-directed RNA polymerases I, II, and III subunit RPABC1",0.710920177383592,6,12,24,43251.3084185139,34018.9447190015,32516.90568274,29103.2731521361,30876.1249854856,25611.5681269943,22889.5609846518,27042.3062179938,1.33788414715183,0.526923133725512
"Q80UZ2","Sdad1","Protein SDA1 homolog",0.920310296191819,12,6,24,118191.352144026,87502.6930987983,77231.1319669987,91989.9711108503,87347.9242764002,97286.49582582,88552.2566010205,81304.3562241746,1.23980622060995,0.501937566614595
"Q80V70","Megf6","Multiple epidermal growth factor-like domains protein 6",0.914315937940762,6,12,24,16028.7337223368,10085.3753204091,10373.7046235427,11655.7310029724,8975.12007631068,8854.03908453505,8810.34236825228,6461.8045071154,1.38009133663491,0.748535756607943
"Q80VI1","Trim56","E3 ubiquitin-protein ligase TRIM56",0.920310296191819,6,18,24,3976.01211575408,2647.80333061377,2172.33186630466,2494.46749112749,2476.65699082487,2423.50539198921,2547.33333068827,2224.22609665256,1.36746940366913,0.448014364053092
"Q80VJ2","Sra1","Steroid receptor RNA activator 1",0.442350332594235,18,18,24,226771.665628596,231115.407989737,282673.987908795,228765.378241274,247856.557701817,210503.275649975,237349.36409854,248709.011321213,1.17753929186472,0.395921613729803
"Q80VP0","Tecpr1","Tectonin beta-propeller repeat-containing protein 1",0.473946784922395,24,12,24,17683.9188651663,17556.9265009441,15614.6537952455,18491.1428716031,17971.2060109409,18418.3574749047,18520.8287920683,20526.4499192647,1.14302156681296,0.417775081870782
"Q80VQ0","Aldh3b1;1700055N04Rik;Aldh3b2","Aldehyde dehydrogenase family 3 member B1;Aldehyde dehydrogenase",0.195121951219512,18,18,24,303057.749771581,302902.411524224,337677.96296534,345959.516842467,331975.046710789,306540.145654448,332346.916480711,330768.041326591,1.11040417213703,0.12515151916133
"Q80VY9","Dhx33","Putative ATP-dependent RNA helicase DHX33",0.662527716186253,18,12,24,4316.81849123003,4505.79970799986,5159.05611777414,4466.29499906267,3470.54263810311,3624.40898924965,3998.11001638682,3853.2978646578,1.17590105069972,0.760289627964494
"Q80W22","Thnsl2","Threonine synthase-like 2",0.0736953455571227,6,12,24,44542.9916667552,40572.0743616556,40538.0930933616,43668.2449007105,44911.9874083889,44008.5615343963,43132.0173947693,41712.0855400504,1.06913900977618,0.4406180440091
"Q80W68","Kirrel","Kin of IRRE-like protein 1",0.442350332594235,18,6,24,168510.026534659,161121.832000971,169458.800509854,138550.466759599,163927.021325056,153500.31874903,172018.657984463,157561.485379444,1.15320390152293,0.139426717633162
"Q80WJ7","Mtdh","Protein LYRIC",0.662527716186253,12,18,24,193900.054809019,223436.194575155,188761.426508284,208605.56078338,211267.409595824,226084.484960528,260109.23164478,220396.949543109,1.10946884690258,0.820947124918169
"Q80WQ2","Vac14","Protein VAC14 homolog",0.416574279379157,12,18,24,9108.97268192493,12131.8369444625,11002.6927848508,11910.8773035934,10453.67225746,11187.2787600379,10727.2903238399,11383.4919309819,1.19202264196661,0.108427210596023
"Q80WT5","Aftph","Aftiphilin",0.080394922425952,6,12,24,31127.3247498627,27875.3856790133,19826.2671001873,22123.0511879923,27885.7178300547,19786.0628010934,21915.8964448924,22138.5676812856,1.41375141027814,0.187570046060819
"Q80X32","","UPF0461 protein C5orf24 homolog",0.739421720733427,6,18,24,10774.9545408424,11348.8195524387,7221.85344595253,7502.66438922495,10176.6716838858,6684.82684673025,8337.18619343522,5360.66592122303,1.62878708072284,0.304791747423593
"Q80X50","Ubap2l","Ubiquitin-associated protein 2-like",0.764966740576497,6,12,24,354301.71020273,392689.703044739,383863.995143254,339869.639895995,355788.536423282,321444.164650919,337546.677966562,341136.959590318,1.05932992962767,0.914765825653478
"Q80X71","Tmem106b","Transmembrane protein 106B",0.914315937940762,18,12,24,181562.37835136,199379.178609221,234396.691799574,195301.108563348,211999.048742552,209958.664056216,196444.163766281,219966.381381449,1.09472327800826,0.822005521972545
"Q80X73","Pelo","Protein pelota homolog",0.212860310421286,24,18,24,49069.3934702812,50134.0571596796,47935.3874520757,50246.337329497,48443.1750912178,46125.2242412349,45680.819299424,49521.1847998001,1.06570780414256,0.421014197406909
"Q80X90","Flnb","Filamin-B",0.764966740576497,6,18,24,5070809.96114968,4928397.8989183,5135538.40265727,4617420.94836777,4743356.96418962,4627232.81986742,4438268.01339311,4712614.79646583,1.05188953116003,0.876430927447097
"Q80X95","Rraga;Rragb","Ras-related GTP-binding protein A;Ras-related GTP-binding protein B",0.195121951219512,24,6,24,5160.19518910556,5087.56781053497,5224.03423361176,6786.12111988512,4341.92529503516,5310.23641821839,6943.69307101568,5716.97697258202,1.31582188558176,0.27761788370219
"Q80XK6","Atg2b","Autophagy-related protein 2 homolog B",0.442350332594235,12,6,24,18132.78579872,19449.1113005399,17022.5129717273,19063.8638359859,18906.4392363914,20898.8168383169,17754.1413957061,20492.9111415461,1.16020154534016,0.0724305956650189
"Q80XR2","Atp2c1","Calcium-transporting ATPase type 2C member 1",0.195121951219512,6,18,24,76983.8546091895,61371.460954305,55117.5320494608,50191.2186164708,60079.5730016545,52052.1835748971,44295.5869055658,47583.0126819156,1.40183590083726,0.178390996040685
"Q80Y17","Llgl1","Lethal(2) giant larvae protein homolog 1",0.405487804878049,12,6,24,15735.4665206392,16264.6083260445,12854.3215505436,15132.6549811214,13600.51763755,13811.4140086931,13301.9850232407,12744.0175775786,1.14985738716191,0.578967219424436
"Q80YA8","Crb2","Protein crumbs homolog 2",0.442350332594235,24,6,24,32039.9087714509,40866.0445771067,41296.1711114672,41853.6736492944,40503.9590146026,47853.4861758452,42205.8979371739,46571.7210968841,1.22297767489602,0.318281705327193
"Q80YF6","Upk3b","Uroplakin-3b",0.753526093088858,6,18,24,2423279.58964606,2783405.20021006,2626953.21342002,2489014.68970013,2427694.78078658,2324608.79473483,2288223.55541353,2375047.00566605,1.05298721553322,0.927561250389799
"Q80YR4","Znf598","Zinc finger protein 598",0.212860310421286,12,18,24,17178.0796408369,19529.7700322527,18355.5957450625,18431.1839848525,17775.4091522546,23666.2229661959,23775.4782299155,18442.532837655,1.23581349072617,0.343900588631682
"Q80YR5","Safb2;Safb","Scaffold attachment factor B2;Scaffold attachment factor B1",0.881513303769401,18,18,24,60444.7985970197,59836.0158111818,60585.3889272633,75627.2205503121,62307.5853091034,61796.83089523,68462.1647399226,57353.3612001819,1.09329498857716,0.857496750180897
"Q80YX1","Tnc","Tenascin",0.881513303769401,12,18,24,570213.831448261,513684.129865825,466013.918909227,578935.974636844,552400.438519927,603082.8594818,599884.369640976,588733.06811217,1.09547886068683,0.829770829148187
"Q80ZA4","Pkhd1l1","Fibrocystin-L",0.753526093088858,6,18,24,950362.627793168,1013510.15854336,1038090.223912,955268.342199388,894518.308316066,869288.46582843,863377.259954578,866982.839974287,1.04347166980482,0.972260558497054
"Q80ZW2","Them6","Protein THEM6",0.0734478935698448,18,18,24,21603.3322789367,19175.1226904807,26389.8819187181,23749.8434547083,21460.548612909,21520.3998259888,21894.1431930143,26238.1960733034,1.22834249167784,0.19737654894169
"Q810A3","Ttc9c","Tetratricopeptide repeat protein 9C",0.753526093088858,6,18,24,80102.1068585771,90068.917079231,104904.589523176,81894.7516282846,99098.3348709214,84451.8550834686,80038.1990305004,89284.9442800879,1.08040143179522,0.951007788835324
"Q810A7","Ddx42","ATP-dependent RNA helicase DDX42",0.750554323725055,12,12,24,201702.830318134,208263.460675681,186880.464764584,182067.382147127,170426.610675658,175823.136750178,160963.508522612,146376.764553107,1.16941221600277,0.631864403079198
"Q810B6","Ankfy1","Rabankyrin-5",0.753526093088858,6,18,24,22305.118824655,29218.5471011403,31111.7281427849,26877.5834713028,31896.0013662177,27714.9668867103,21246.2267161892,30356.2861778269,1.09312653260214,0.927760901817527
"Q811D0","Dlg1","Disks large homolog 1",0.963137472283814,24,6,24,166591.274499094,191220.929743909,174490.169473014,178692.496933415,181570.744094477,195809.171273156,195953.476489739,198544.158914904,1.11163791668174,0.475754410282437
"Q811D2","Ankrd26","Ankyrin repeat domain-containing protein 26",0.0734478935698448,6,6,24,5281.89173809026,5019.35835129151,4755.26354078322,5426.52619857364,6221.05532375421,4285.46993862436,4391.12794557192,5080.56071648458,1.2576486671279,0.160507097563893
"Q811L6","Mast4","Microtubule-associated serine/threonine-protein kinase 4",0.0736953455571227,6,12,24,14773.6621757087,14522.6517219604,10799.1565724795,11812.3945851578,12419.8452525162,11013.9361839027,9696.62675700759,10161.2239980386,1.32678546562804,0.274094882753916
"Q8BFQ4","Wdr82","WD repeat-containing protein 82",0.914315937940762,6,12,24,166024.727096069,142848.601562236,134446.941458683,160286.797944908,137020.547695767,152907.997446231,147744.966036428,120676.009443856,1.0785956960222,0.904553891234041
"Q8BFR4","Gns","N-acetylglucosamine-6-sulfatase",0.442350332594235,24,6,24,159980.994413951,156638.001597329,173046.005063557,190517.140121468,164650.430072857,207859.214105185,180099.486234879,221115.930680134,1.26800130779801,0.355555831464375
"Q8BFR5","Tufm","Elongation factor Tu, mitochondrial",0.812361419068736,18,18,24,115469.851191712,128059.493563139,138213.403100203,134511.588734128,135184.735556138,134485.488659632,124491.198708096,133830.594994547,1.07056562263757,0.774040125502982
